,Source_Name,RAJ2000,DEJ2000,GLON,GLAT,PL_Index,LP_Index,PLEC_Index,Variability_Index,Conf_95_PosAng,Signif_Avg,PL_Flux_Density,LP_Flux_Density,PLEC_Flux_Density,Unc_Energy_Flux100,LP_SigCurv,PLEC_SigCurv,CLASS1,ASSOC1,PL_hr12,PL_hr23,PL_hr34,PL_hr45,PL_hr56,LP_hr12,LP_hr23,LP_hr34,LP_hr45,LP_hr56,PLEC_hr12,PLEC_hr23,PLEC_hr34,PLEC_hr45,PLEC_hr56,agnness,PSRness
4847,4FGL J2241.7-5236 ,340.438,-52.6084,337.4522,-54.934147,2.0562599,2.18968,0.6323577,1.8814288,62.41,42.310345,-27.651482,-27.218264,-27.178986,-27.38717,2.9955149,3.0198655,PSR,PSR J2241-5236              ,0.5061139208865544,0.2229387239747631,-0.24124051670428595,-0.9428381371061879,-0.9999931091919811,0.5050460469007364,0.224301529327121,-0.24259111321796314,-0.9426786053730009,-0.9999931289340509,0.5096929247634574,0.21835024972215605,-0.2366926753543077,-0.9433713592974714,-0.9999930423982588,Non-AGN,PSR
4848,4FGL J2243.4-2544 ,340.8654,-25.7363,28.36774,-61.39348,2.1196923,2.0018325,1.853895,3.3163707,80.56,36.34906,-27.46556,-27.335938,-27.391668,-27.627836,1.5786922,1.3832213,bll,PKS 2240-260                ,0.23748518447251027,0.09856590020833805,-0.17531082944570536,-0.317035095748715,0.03399673890737502,0.2386208516551804,0.09737353846292805,-0.17414364534401278,-0.3181176328305106,0.03519924392081318,0.23988071248345968,0.09604966885091802,-0.17284749325246468,-0.31931823397265907,0.03653386419887964,AGN,Non-PSR
4849,4FGL J2243.5-3931 ,340.879,-39.5178,359.67474,-60.751774,2.4706473,2.3355696,2.0507176,2.923284,-61.6,9.747669,-28.344696,-28.200905,-28.231962,-28.479351,0.4700982,0.55159396,bcu,NVSS J224326-393353         ,-0.2323442209006582,-0.21748285771847112,-0.3815731670643323,-0.6180807720578972,-0.999468160554275,-0.23067574012972344,-0.21916179684785406,-0.38006587590196683,-0.6191690674591067,-0.9994662824955194,-0.2276150939821201,-0.22223470125855396,-0.37729883248184337,-0.6211569760309285,-0.9994628241473371,AGN,Non-PSR
4850,4FGL J2243.7-1231 ,340.9271,-12.5265,52.618813,-56.74393,2.0104449,2.0297554,2.0283933,1.9942456,-17.63,13.791991,-30.609179,-30.658411,-30.61698,-28.16756,-0.35893404,-1.628188,bll,RBS 1888                    ,-0.4204076449099811,0.0004651202421177431,-0.19282470770482316,0.43814390369078676,-0.035290442344554036,-0.4205644299727093,0.0006555627243851471,-0.1930080286315346,0.4382977343269476,-0.03548061620274761,-0.42055321331348755,0.0006419446934198291,-0.1929949291530014,0.4382867531859517,-0.035467050523518485,AGN,Non-PSR
4851,4FGL J2243.8-2510 ,340.9569,-25.1701,29.561556,-61.371666,2.67209,2.7192855,2.5208383,3.1747851,-47.96,5.1813536,-27.804245,-27.573597,-27.718569,-27.9478,0.31664646,-0.3937906,bcu,2MASS J22434764-2504566     ,-0.30622799583057947,-0.5259386627131111,-0.6053254713955368,0.33789774262555095,-0.9979873717742893,-0.3068788820395926,-0.5254187853115405,-0.6057804280986276,0.33853397391968487,-0.9979902584864684,-0.30423747014068786,-0.5275246997567822,-0.6039328942120525,0.3359519304209891,-0.9979785257055627,AGN,Non-PSR
4852,4FGL J2243.9+2021 ,340.9895,20.3565,86.58174,-33.366913,1.8550937,1.7117276,1.6130872,4.7569156,72.66,71.88318,-27.117525,-27.02757,-27.068966,-27.090754,1.739998,1.8303239,bll,RGB J2243+203               ,0.35666072507775864,0.22031125300564317,0.06223784868015772,0.1171853453068901,-0.08325075123589468,0.3576249385064722,0.21925944491393967,0.06333870797767134,0.11609517195079262,-0.08215311423664509,0.3581898208174125,0.2186426686830097,0.06398393520534341,0.1154560013191627,-0.08150961047973536,AGN,Non-PSR
4853,4FGL J2244.2+4057 ,341.0614,40.9597,98.504,-15.801693,2.1534956,2.0876212,1.9032624,8.276369,81.95,77.27142,-26.033028,-25.921133,-25.950306,-27.093576,2.0564616,2.0767775,fsrq,TXS 2241+406                ,0.003319322751246368,-0.0275900509090062,-0.0922509746100235,-0.2692723850056651,-0.424169006521982,0.0040262794008872945,-0.028296489633881483,-0.09154994446680469,-0.26992798777523125,-0.42358904965001976,0.005803008840866764,-0.030071752094397507,-0.08978776200776675,-0.27157453835204803,-0.4221299806367311,AGN,Non-PSR
4854,4FGL J2244.6+2502 ,341.1651,25.0395,89.75994,-29.544258,2.2311695,2.0185766,1.7160629,1.2434859,54.28,7.353807,-30.14206,-29.986849,-30.019642,-28.432499,0.102678515,0.36078817,bcu,NVSS J224436+250345         ,-0.1697974100090332,0.20095720946050105,-0.18882793683239177,0.06989622379157726,-0.9988141486498744,-0.16757400740550163,0.1987601141783146,-0.18662001338799108,0.06761844861319749,-0.9988087115954509,-0.16508033142449288,0.19629559359274135,-0.18414362758514324,0.06506518198990419,-0.9988025893714582,AGN,Non-PSR
4855,4FGL J2244.9-0007 ,341.238,-0.119,69.32374,-49.358288,2.328647,2.3370957,2.297538,2.23065,41.67,4.612076,-30.745941,-30.770716,-30.736824,-28.140034,-1.6574405,-2.196024,bll,NVSS J224448-000616         ,-0.5027093501268586,-0.12002234489450886,-0.19803524093449926,-0.064975143744511,-0.9969301881355288,-0.502788220503363,-0.11991830220200543,-0.19813668708054596,-0.06487003193350947,-0.9969308351515653,-0.5024225052161186,-0.12040060991894762,-0.19766646256859363,-0.06535729412407393,-0.9969278345849745,AGN,Non-PSR
4856,4FGL J2245.5-1734 ,341.3833,-17.5725,44.51692,-59.460632,1.7338004,0.94928896,0.00017296402,1.755301,-68.62,4.1272464,-33.952415,-33.278393,-33.38268,-28.751062,0.8460254,0.8586357,bcu,NVSS J224531-173357         ,-0.8916086477844718,-0.9701284486934725,0.9999741629864185,0.6343946997622634,-0.9999744579762955,-0.8910584552642318,-0.9702855843760899,0.9999743009475905,0.6327923391020832,-0.9999743208565213,-0.892069976354295,-0.9699954793080825,0.9999740462278568,0.6357399156721709,-0.9999745728823766,AGN,Non-PSR
4857,4FGL J2245.9+1544 ,341.4913,15.7479,83.82254,-37.418194,1.9981896,1.9548087,1.9547334,3.226747,-71.61,14.875477,-30.472414,-30.40868,-30.456232,-28.011131,-0.23136212,-1.1265334,bll,87GB 224338.7+152914        ,0.14058852026827687,0.14546189153897704,-0.02233710077469938,-0.0486650385154211,0.12768370902165352,0.14099122685399396,0.14505969136535113,-0.0219264319358217,-0.049074921061842885,0.12808788274609398,0.1409919301702769,0.1450590075079194,-0.021925759070944094,-0.049075585038612285,0.1280885174456102,AGN,Non-PSR
4858,4FGL J2246.7-5207 ,341.6825,-52.126,337.39822,-55.833683,1.612939,1.532541,1.3382174,2.7464075,68.9,8.7119,-33.61582,-33.44366,-33.481174,-28.464268,0.06722522,0.16873795,bcu,RBS 1895                    ,-0.9302613226908747,0.9998312498159386,0.5652174848434958,0.032591046887592956,0.5095812184044898,-0.9301995245226553,0.9998310948928247,0.5655296796173626,0.03213260634780623,0.5099208772088143,-0.9300852232229136,0.9998308083153767,0.5661059794123696,0.03128574287173839,0.5105479181521334,AGN,Non-PSR
4859,4FGL J2247.4-0001 ,341.867,-0.0263,70.10557,-49.741627,2.0742457,2.0282562,1.8580644,2.4591484,57.95,15.064277,-29.91959,-29.856049,-29.85357,-27.992746,0.0010890989,0.39239168,bll,PKS 2244-002                ,0.5304164231269015,-0.16488081971997667,0.19416115987905194,-0.10209803552309256,-0.16185018539142546,0.5307512196287012,-0.16533409712549585,0.19460954457005966,-0.10255912790219038,-0.16139641343975486,0.5318713914939737,-0.16685181138070002,0.19611075235224906,-0.10410323593669812,-0.159875898134671,AGN,Non-PSR
4861,4FGL J2247.8+4413 ,341.974,44.2257,100.72736,-13.254856,1.7646433,1.7351555,1.608505,2.577282,4.25,15.68136,-31.79016,-31.730875,-31.719166,-27.978622,-0.28681073,0.28767613,bll,RGB J2247+442               ,0.997208530539773,0.09169538120816818,0.009833684428119802,0.3881203565904666,0.15183532828333784,0.9972097464156423,0.09147906316894557,0.010051803808957755,0.38793506789476156,0.15204842449184952,0.9972144412598212,0.09064286274968479,0.010894888815503236,0.3872185776883018,0.15287198697989662,AGN,Non-PSR
4862,4FGL J2248.7-3235 ,342.1928,-32.5926,13.814165,-62.947548,2.839221,2.8232987,2.7269437,3.678191,-5.44,10.337224,-26.094,-26.065502,-26.060799,-28.287401,-0.7484439,-0.30943674,fsrq,PKS 2245-328                ,-0.38076707513490865,-0.44067189479555063,-0.4901307067919052,-0.9999542939186216,0.6673552576573528,-0.38054726044822934,-0.44087900715528444,-0.4899353398394995,-0.9999543174132537,0.6674978133694658,-0.3792471592944078,-0.44210222403831567,-0.48877986172233706,-0.9999544560119968,0.668339350850341,AGN,Non-PSR
4863,4FGL J2248.9+2106 ,342.2461,21.1159,88.25715,-33.383698,2.3218968,2.2211409,2.0368073,2.7515635,76.41,7.230855,-29.675032,-29.562819,-29.595846,-28.258213,-0.0028489842,0.07128943,fsrq,PKS 2246+208                ,-0.004836412678404561,-0.08052115381267966,-0.15640675468525397,-0.3829235539117171,-0.9999414153522538,-0.003627483112581363,-0.08172213504179092,-0.15522719482227135,-0.3839547333425247,-0.9999412735359133,-0.0016365054617126333,-0.08369952202472147,-0.15328354785077236,-0.38565096263520726,-0.9999410392169081,AGN,Non-PSR
4865,4FGL J2249.4-1300 ,342.3564,-13.0006,53.195713,-58.183277,2.3689754,2.3615313,2.404888,4.780173,-45.47,11.348347,-28.519695,-28.491795,-28.535332,-28.10515,-0.9020554,-0.6793517,bll,RBS 1899                    ,0.1976816794719931,-0.2513813401274019,-0.6070787787810491,-0.14373243381958906,0.6722355538469943,0.197772890149659,-0.2514702614013232,-0.6070188196919483,-0.14382545075872033,0.6722876015324225,0.19723551349530155,-0.25094635993109915,-0.6073718438994617,-0.1432777627234243,0.6719810176858498,AGN,Non-PSR
4868,4FGL J2250.0+3825 ,342.5142,38.4247,98.25424,-18.561832,1.716951,1.7072326,1.7112805,3.1999755,-71.2,21.942179,-31.158476,-31.138378,-31.155178,-27.799568,-1.1680508,-2.4814403,bll,B3 2247+381                 ,0.5392574784066887,0.26929064031180006,0.1337397799880506,0.011146692357092126,0.472130451200431,0.5393059902676192,0.26922722328040843,0.13380693889041667,0.011078297625269466,0.4721836157483975,0.5392858214646727,0.2692535842056185,0.13377903481783293,0.01110673756434143,0.4721614924581431,AGN,Non-PSR
4869,4FGL J2250.4-4206 ,342.6062,-42.1095,353.75626,-61.174088,2.1530044,2.1670716,2.1596205,3.3265865,-84.61,16.27551,-29.02748,-29.055017,-29.030651,-28.394144,-0.76277816,-2.221198,bll,PMN J2250-4206              ,-0.253390023889526,-0.01816885871476465,-0.20537153787649529,0.001047149389087213,0.18518532406464708,-0.25353572754360293,-0.01801317138378855,-0.20552071306106662,0.0012028668926761471,0.1850349019668368,-0.25345843384455397,-0.01809577752908933,-0.20544156882783166,0.0011202462418909219,0.18511474094997837,AGN,Non-PSR
4870,4FGL J2250.4+1748 ,342.6181,17.8134,86.402405,-36.33574,2.6071625,2.588843,2.4662952,2.7590096,-86.74,8.072065,-29.014355,-28.99824,-28.983429,-27.463434,-2.1540892,-0.66877306,bcu,2MASS J22503275+1749149     ,-0.5886662250890916,-0.020354969933635413,-0.6340135581868397,0.035053985960389424,-0.9991805308924796,-0.5884923124195413,-0.020620941602426023,-0.6338543790527099,0.034788190527184466,-0.9991800948906734,-0.5873692955072113,-0.022336409972373662,-0.6328265784779344,0.03307392131593046,-0.9991772768049649,AGN,Non-PSR
4873,4FGL J2250.7-2806 ,342.6903,-28.1114,23.751673,-63.319077,2.181623,2.0529442,1.9485756,6.2203927,-74.67,55.50102,-26.117374,-26.03823,-26.076534,-27.458359,1.5884663,1.52815,bll,PMN J2250-2806              ,0.11165732076193581,-0.03968196089820838,-0.14621026868750953,-0.2720438158726699,-0.3018483910596019,0.11301725336841707,-0.0410570387609358,-0.1448621202153969,-0.27331871276681163,-0.30059606066763994,0.11401516384773884,-0.04206625946985189,-0.1438722311406854,-0.2742539037430654,-0.29967616674399356,AGN,Non-PSR
4874,4FGL J2251.5-4928 ,342.8789,-49.4691,340.6581,-57.94625,1.8152964,1.6006075,1.3503374,3.963439,75.87,23.579025,-29.73324,-29.536613,-29.600172,-28.010675,1.416662,1.4402318,bll,SUMSS J225128-492912        ,0.9731054538553373,0.29263488393613957,0.22855749323850705,0.12067677461353654,-0.36290519675228466,0.9731850622912253,0.2912605652356359,0.22998088857046295,0.11919601947309363,-0.36159996745729234,0.9732479638173348,0.2901709589722976,0.23110784030203851,0.11802254097592484,-0.3605649647253005,AGN,Non-PSR
4875,4FGL J2251.7-3208 ,342.9436,-32.1396,14.737649,-63.60705,1.7220801,1.7027305,1.579944,1.9554236,-38.58,6.8906054,-33.341354,-33.29337,-33.27706,-28.500673,-1.4221654,-0.52976274,bcu,1RXS J225146.9-320614       ,-0.817265383850707,0.31141869023930874,0.11495192489967644,-0.21763786938213708,0.7609584472571573,-0.8172201238815495,0.31129565191703973,0.11508633584816241,-0.21776762713081374,0.761015799567525,-0.8169603216801885,0.31058952939496065,0.11585762469277266,-0.21851213361122926,0.7613445739957778,AGN,Non-PSR
4876,4FGL J2252.0+4031 ,343.0098,40.5232,99.641426,-16.887243,2.013958,1.953518,1.8116741,2.980171,89.64,23.08225,-29.45573,-29.384848,-29.389502,-27.91313,0.33481255,0.7343826,bll,MG4 J225201+4030            ,-0.02994875099398376,0.0014788631353641578,0.17142504543025275,-0.11040625032480995,-0.08393182181091093,-0.029372946238673033,0.000902552177626816,0.17198442008065748,-0.1109755416535467,-0.08335952970560379,-0.02815079001085701,-0.0003206158067667782,0.17317116380832107,-0.11218348678744636,-0.08214476782762961,AGN,Non-PSR
4877,4FGL J2252.6+1245 ,343.1676,12.7543,83.275925,-40.797672,1.9778045,1.9410619,1.8004433,2.011722,-44.81,5.568246,-31.806345,-31.61096,-31.72372,-28.434788,0.12592028,-0.22929814,bll,2MASS J22523220+1245109     ,0.9999985845221756,0.7946992235011783,-0.2933019564019714,-0.11175017387346085,0.4929897095308829,0.9999985854911843,0.7945730101598012,-0.2929889168810602,-0.11208833091201505,0.4932488844606792,0.9999985888747044,0.794131150720406,-0.2918938909356012,-0.1132705576309214,0.49415446040364963,AGN,Non-PSR
4878,4FGL J2253.2-1232 ,343.3084,-12.5416,54.873833,-58.732952,2.5206149,2.4817448,1.5497645,2.4443665,-56.28,9.412775,-27.871445,-27.685043,-27.619478,-28.140446,0.61187506,0.35535857,bcu,2MASS J22533042-1232259     ,-0.12342967004888278,-0.31948373283867143,-0.6717757776705965,0.1208599730200064,0.2670220126706359,-0.12290112568277622,-0.3199655897842299,-0.6714811624774493,0.12033106552637746,0.2675204042821437,-0.11395349260714335,-0.32808766495079705,-0.6664675483054573,0.111377957028096,0.27592525713697774,AGN,Non-PSR
4879,4FGL J2253.3+3233 ,343.3365,32.5583,95.8819,-24.037415,2.3820515,2.3907847,2.3912714,2.3906457,-10.24,4.66557,-30.021885,-30.06738,-30.029383,-28.22122,-1.2145382,-2.5539255,bcu,CRATES J225312+323615       ,0.050812183196225026,-0.10396874872469308,-0.48449032207264237,-0.113211449508835,0.29272216844255095,0.050699576052850186,-0.10385708251458091,-0.4845766982757301,-0.11310001846592964,0.29261896072887544,0.05069329363345832,-0.10385083890997551,-0.4845815478548154,-0.1130938132987931,0.2926132452006863,AGN,Non-PSR
4880,4FGL J2253.7+1405 ,343.4483,14.091,84.5785,-39.86206,2.031321,1.8758442,1.4266145,2.926766,-39.57,6.7265205,-31.549948,-31.290735,-31.355518,-28.323015,0.46465132,0.38222998,bll,NVSS J225354+140439         ,-0.8172946626136656,0.32804904128373347,0.12258895676824391,-0.1633732293682039,0.07167004046049767,-0.81681580961835,0.32676294173212594,0.12400754944892975,-0.16477494136310622,0.07310297533713718,-0.815849462284144,0.3241730603905411,0.12685867674269496,-0.16759164563744294,0.07598359311598823,AGN,Non-PSR
4881,4FGL J2253.9+1609 ,343.4963,16.1506,86.11852,-38.18486,2.3871574,2.3148952,2.0142322,10.837721,-53.83,443.8451,-21.181643,-21.051676,-21.077929,-25.955374,3.6414135,3.6764994,FSRQ,3C 454.3                    ,-0.12238452469889584,-0.20412205560021213,-0.3516561068593655,-0.564718872187089,-0.7222091796590727,-0.12148465289661829,-0.2049972795983318,-0.35085534588612893,-0.5653407208386813,-0.7217718832212425,-0.11819562811489623,-0.20819182201206854,-0.34792572130819227,-0.5676068424563631,-0.7201695061813002,AGN,Non-PSR
4882,4FGL J2254.2+4305 ,343.5561,43.0971,101.23984,-14.783358,2.6795123,2.6418717,2.446941,0.7770615,54.03,6.2063103,-27.31629,-27.208548,-27.22864,-27.962355,-0.07424865,-0.0025494383,bcu,B3 2251+428                 ,-0.22263217893069429,-0.45410419375893873,-0.2590233795670771,-0.9989836968597632,0.9854140762159638,-0.22209632387405795,-0.45455155281766946,-0.2584974125291055,-0.9989848414366812,0.9854303910494768,-0.21947676978503908,-0.45673361929723855,-0.2559258149884953,-0.998990414310617,0.9855098347248417,AGN,Non-PSR
4883,4FGL J2254.8-2725 ,343.718,-27.4171,25.514374,-64.15624,1.9740912,1.9533559,1.8722724,3.6693015,65.19,10.555517,-31.936632,-31.899868,-31.901794,-28.131039,-0.9815922,-0.55147785,bll,NVSS J225453-272509         ,0.8562816378056772,0.4207487310690567,0.047090603561089794,-0.40644298255571604,0.705445307809493,0.8563334019303361,0.42058901627906486,0.04728418303694234,-0.40660493758212946,0.7055427844739022,0.8565257259217963,0.4199949245883646,0.04800414955327882,-0.4072070711904692,0.7059049738476244,AGN,Non-PSR
4885,4FGL J2255.2+2411 ,343.8175,24.1853,91.629585,-31.532156,2.101542,2.1184273,2.089409,2.9629753,38.6,25.618862,-28.528063,-28.553467,-28.523607,-27.972256,-0.4495061,-1.5039153,bll,MG3 J225517+2409            ,-0.14437826842832785,-0.035869744111977755,-0.1245109097142708,0.10076894043885305,0.06823592683363702,-0.14455420847044875,-0.03569028351338151,-0.12468779999772846,0.10094676004451371,0.06805714033781221,-0.14425335938629535,-0.03599714553566055,-0.12438531923490205,0.10064264184190357,0.06836295049723402,AGN,Non-PSR
4887,4FGL J2256.0-2740 ,344.0247,-27.6739,24.989231,-64.45298,3.0385478,2.987514,2.8870227,3.3206556,-90.0,6.7383995,-23.33079,-23.216045,-23.24232,-27.302204,-0.013784325,0.12389001,fsrq,PKS 2253-278                ,-0.4652535494186209,-0.6569271948450511,-0.5721255640828096,-0.999912739760896,0.8032851306979315,-0.4645617876516359,-0.6574285669080775,-0.5715316285278876,-0.9999128936345653,0.8035979645597702,-0.46323490056552946,-0.6583874803424381,-0.5703920841762998,-0.9999131876707769,0.8041960622559443,AGN,Non-PSR
4888,4FGL J2256.4-7119 ,344.1088,-71.3227,315.08786,-42.987804,1.5443903,1.1166849,0.11629164,2.0052063,-72.88,5.9959097,-34.4401,-33.775696,-33.89108,-28.752922,1.0325423,0.99754727,bcu,PMN J2256-7115              ,0.9999993090939995,-0.9998908348351532,0.9999558355719956,0.32790890958908697,0.2634539266278315,0.9999993110524682,-0.9998911442639925,0.9999559607599514,0.32664162684975506,0.26477422303675535,0.9999993057804025,-0.999890311303013,0.9999556237596052,0.33004232735517697,0.2612262530234864,AGN,Non-PSR
4889,4FGL J2256.6-2011 ,344.1728,-20.1986,41.530987,-62.895115,2.1192822,2.0956023,2.0138302,2.0640879,69.56,24.603794,-28.271143,-28.236712,-28.235264,-28.078264,-0.22457545,0.38671783,bll,PKS 2254-204                ,-0.04462336239264093,-0.060151200640964235,0.049071543462561366,-0.30711317918023595,-0.09252380909625718,-0.04437236675299517,-0.0604017970321278,0.04932243412025709,-0.3073409755648451,-0.09227438300439587,-0.04354295459636937,-0.061229733783819414,0.050151382733567756,-0.30809326771588985,-0.09145042547223514,AGN,Non-PSR
4890,4FGL J2256.7+1307 ,344.1777,13.1207,84.62112,-41.06331,2.0947254,2.0473456,1.8186507,2.745765,81.35,5.9212294,-31.517948,-31.458162,-31.41544,-28.412985,-0.87150705,-0.2511292,bll,NVSS J225624+130541         ,0.22618743974742458,0.06117701391347078,-0.2072024499432116,0.40238292796066233,-0.9999971885018674,0.22665056572743467,0.060690658145446164,-0.20673518131571722,0.4019736864879128,-0.9999971857551883,0.22861892623409225,0.058622113439610865,-0.2047471367885949,0.4002317678435538,-0.9999971740467372,AGN,Non-PSR
4891,4FGL J2256.8-1024 ,344.2162,-10.4076,59.21305,-58.27645,2.1817737,1.9089419,1.005249,2.1137931,-50.01,27.3368,-27.441204,-27.127674,-27.165302,-28.205357,1.9900608,2.0316892,PSR,PSR J2256-1024              ,0.28597335851876593,0.14580712786654165,-0.2901864447397112,-0.9715251102569468,-0.3577384957047649,0.2884950292424373,0.14311604215605653,-0.2876674604329389,-0.971678992141034,-0.3553394377895395,0.29225289620646633,0.13909387328022332,-0.28389877648248035,-0.971907241227043,-0.3517485294154134,Non-AGN,PSR
4892,4FGL J2257.5+0748 ,344.3874,7.8014,80.569115,-45.496487,2.3028893,1.8120846,0.058378473,2.231721,54.45,4.678823,-29.818632,-29.327993,-29.397749,-28.400766,0.35173017,0.24767342,bll,OY 91                       ,-0.5262405950667103,0.5643905687194181,-0.47480259165342603,-0.5973788494402739,-0.9778403631393098,-0.52262433231823,0.5609817417228034,-0.47092981509974874,-0.6005773496108281,-0.9776206723861212,-0.5234308778552579,0.5617421372853444,-0.47179339209344684,-0.5998671100732228,-0.9776697543307363,AGN,Non-PSR
4893,4FGL J2258.1-2759 ,344.5288,-27.9843,24.359741,-64.92484,2.4349477,2.2990532,1.7917987,6.4590907,-46.87,44.392902,-25.741167,-25.582975,-25.601723,-27.310463,2.1025183,2.1053495,fsrq,PKS 2255-282                ,0.07688561470224613,-0.14475251109500756,-0.46317918977968175,-0.5787809957202577,-0.528986877086323,0.07861006387605272,-0.14645063615245968,-0.46181538053352544,-0.579933592000771,-0.5277362555902854,0.0836775485915117,-0.15143852034154473,-0.45779280110269954,-0.5833090359623465,-0.5240459927883822,AGN,Non-PSR
4894,4FGL J2258.3-3643 ,344.5757,-36.7277,3.9459403,-64.2682,2.1403854,2.1111844,2.047519,2.8062608,67.86,9.517691,-30.219242,-30.17465,-30.184052,-28.52187,-0.7621147,-0.48740575,bll,MRSS 406-025483             ,0.00848046289860395,0.2287645097639521,-0.6589944138397075,0.6982558798147496,-0.3381019492036471,0.008795188309536385,0.2284662259158042,-0.6588163176080841,0.6980945638524837,-0.33782320430959895,0.009455775781861976,0.2278399796870028,-0.6584422539696118,0.6977557072721461,-0.33723778156309053,AGN,Non-PSR
4895,4FGL J2258.4-5524 ,344.6031,-55.4104,330.96945,-55.12681,2.2129064,2.2622862,2.2488363,1.7159272,-83.17,12.907871,-29.567234,-29.65445,-29.577942,-28.556473,0.37517723,-0.8555975,bll,PMN J2258-5526              ,-0.4205051094334311,-0.13177440572783133,-0.014530624731212612,0.11796014405322072,-0.22261950420317966,-0.42098129438105353,-0.13120575895548847,-0.015109198221494346,0.1185307123759662,-0.22316937676590556,-0.4208500487995003,-0.13136254349158005,-0.014949661492337653,0.1183733899007414,-0.22301774953604736,AGN,Non-PSR
4896,4FGL J2258.5-8247 ,344.6389,-82.7844,307.01282,-33.42676,2.0966628,2.0012662,1.6596762,3.1796787,-18.24,14.649551,-29.963568,-29.768864,-29.81195,-28.082674,0.9920409,0.99416405,bcu,PMN J2258-8246              ,0.9774166679753735,0.15484620697978682,0.01997657449169047,-0.3991466586443663,-0.12175833906287627,0.9774597022187103,0.15390464168305476,0.02094070203997261,-0.3999571931888484,-0.12080796200160598,0.9775832539187007,0.15118983177480858,0.02371878548140119,-0.4022894330322281,-0.11806815504365326,AGN,Non-PSR
4897,4FGL J2259.7-3549 ,344.9296,-35.8199,5.8522234,-64.75044,2.2333577,2.2439046,2.1649463,2.5419216,-52.77,9.984097,-29.741625,-29.757483,-29.721128,-28.463942,-1.6920547,-0.87006396,bcu,2MASS J22595001-3548221     ,-0.4002460940682918,-0.2744659384834256,0.1823661638459046,-0.5277721010445764,0.10846023665771125,-0.4003499570259537,-0.2743515632988445,0.1822465856595241,-0.5276828674249364,0.10833800499441304,-0.3995910647661354,-0.2751867684932967,0.1831198777713722,-0.5283344230933796,0.10923072872698185,AGN,Non-PSR
4898,4FGL J2259.8-1552 ,344.9526,-15.8809,50.675106,-61.79319,2.1475956,2.0339928,1.7160655,3.488036,64.52,12.659167,-29.20592,-29.034504,-29.066788,-28.322458,0.7555108,0.82982045,bcu,GALEXASC J225957.26-155332.5,0.18573544814459053,-0.06515428886141034,-0.2017768640954117,0.11123025752129559,-0.999628763332105,0.18688413263122544,-0.06633913650482148,-0.20063506825196634,0.1100548412465436,-0.9996278788935928,0.1895052062243825,-0.06904399640931379,-0.19802569887198457,0.10736960620378105,-0.9996258514322325,AGN,Non-PSR
4899,4FGL J2300.1+4053 ,345.0338,40.8983,101.25155,-17.241013,1.6707503,1.4526751,0.6737139,1.422024,-54.16,6.601338,-33.76984,-33.419506,-33.429802,-28.421932,0.5363068,0.5600527,bll,NVSS J230012+405224         ,-0.9506056918305575,0.7275327280509623,0.41083802114667656,0.38468940196938456,0.11438724710578885,-0.9504879572100454,0.7269577199244057,0.4118520259861874,0.3836489787726806,0.11559169729916645,-0.9504401981141348,0.7267245486152464,0.4122623953127759,0.3832273698290767,0.11607936838133487,AGN,Non-PSR
4900,4FGL J2300.3+3136 ,345.0879,31.6121,96.83491,-25.569977,1.8562875,1.6401922,1.4082396,1.9295856,85.19,25.228315,-29.395823,-29.21356,-29.277422,-27.836933,1.3780843,1.3492692,bll,NVSS J230022+313703         ,0.6798712346123413,0.36480227967272383,0.12950483447700417,0.04488320132321182,-0.38931000804652005,0.6807276734119283,0.3634193675114731,0.13107206153163375,0.04329201275714113,-0.3879565184420581,0.68137844731349,0.36236549170331694,0.13226475960345416,0.04208049059911423,-0.38692499527362884,AGN,Non-PSR
4901,4FGL J2300.8-0736 ,345.2084,-7.614,64.4806,-57.33167,1.8027954,1.8629941,1.859724,1.819656,81.03,5.624863,-33.32181,-33.492,-33.347244,-28.490698,-0.16553116,-1.5241497,bcu,2MASS J23005469-0735438     ,0.3697764640029146,-0.11159453357799257,0.1659849326875621,-0.04685540886812047,0.6098844336179275,0.36935188403684677,-0.11110893078696171,0.16550677463362243,-0.04636478562685716,0.6095755277865131,0.369375664270198,-0.11113608632443492,0.16553346861157547,-0.04639217247088178,0.6095927891092959,AGN,Non-PSR
4902,4FGL J2300.9+7108 ,345.2468,71.1423,114.17737,10.172473,2.0873737,1.9517999,9.1604954e-05,2.4266267,54.6,5.3667088,-31.619452,-30.794981,-30.939194,-29.20981,1.3702911,1.3019555,bcu,CRATES J230047.83+711001.5  ,0.9846052364172069,0.9999283662576673,0.23904410478167923,-0.9976774495504875,-0.35381698161910685,0.9846459933315131,0.9999281746362365,0.2403031016645107,-0.99768363866162,-0.35264790681729297,0.9846321072449671,0.9999282400385886,0.23987384168599082,-0.9976815299354072,-0.35304667193079964,AGN,Non-PSR
4903,4FGL J2301.0-0158 ,345.2627,-1.9758,71.802765,-53.51244,2.484042,2.4094555,2.1513357,4.830982,-79.57,17.425762,-26.744541,-26.60952,-26.637178,-28.11102,0.88722456,0.9422747,fsrq,PKS B2258-022               ,-0.18333757348791518,-0.2538090306862069,-0.4572920397760291,-0.2262588184026168,-0.9946839216599543,-0.1823721420293469,-0.2547432960333744,-0.4565017264437782,-0.2272063033412031,-0.9946733195319412,-0.1793599601809567,-0.25765292830375214,-0.45403311446357836,-0.23015752548775023,-0.9946401302973572,AGN,Non-PSR
