,RAJ2000,DEJ2000,GLON,GLAT,PL_Index,LP_Index,PLEC_Index,Variability_Index,Signif_Avg,PL_Flux_Density,LP_Flux_Density,PLEC_Flux_Density,Unc_Energy_Flux100,LP_SigCurv,PLEC_SigCurv,PL_hr12,PL_hr23,PL_hr34,PL_hr45,PL_hr56,LP_hr12,LP_hr23,LP_hr34,LP_hr45,LP_hr56,PLEC_hr12,PLEC_hr23,PLEC_hr34,PLEC_hr45,PLEC_hr56,PSRness
34,-2.3384683,2.2048364,-0.5794663,0.27128297,0.9042623,1.009529,-0.19389005,-0.5841723,0.21672654,0.7292303,0.76645005,0.7831885,0.5204531,0.8348618,0.79196966,-0.1402417206234358,-0.6069503642795727,-1.0701842528492271,-0.5595071399646605,-0.8685844845612735,-0.1435410266375647,-0.6030549548357383,-1.0726993618826333,-0.5579332656480508,-0.8686405189547562,-0.12673697662325675,-0.6214986011513693,-1.0637283997963902,-0.5655478064309516,-0.8696856231698556,Non-PSR
35,-2.3384328,0.86873144,-0.65893394,-1.6657809,0.5868477,0.19275238,0.5466827,1.1799196,-0.67623574,0.34736928,0.3158539,0.30474517,-0.746316,-0.20300718,-0.10741109,-0.7106583269570498,-0.050612478772938785,-0.855724357005367,-1.0341194503701252,1.6347661734125414,-0.7080274456440196,-0.054666830162841656,-0.8521237561411621,-1.033764500899935,1.6354217209895496,-0.7058900986893166,-0.05768067966828779,-0.8537021756625138,-1.0305652765445519,1.634412781618886,Non-PSR
37,-2.3369503,0.029486546,-0.8552803,-2.8213294,0.07829811,0.23404035,1.2269226,1.042812,0.13140754,0.5095129,0.39232776,0.36062932,-0.88305473,-0.68710244,-1.2836524,-0.10997567391735595,-1.0500856020150935,-0.2736772348877459,1.4470924603530098,-0.8740109337509367,-0.11053150479148104,-1.0505261595860484,-0.274597684651846,1.4471024678724416,-0.8740486625362046,-0.11565147228746069,-1.037896067423464,-0.284077221031374,1.4518064919916571,-0.8752587726447583,Non-PSR
63,-2.3161898,-0.80246514,0.98858273,-2.6651764,1.6075348,1.3252579,1.8618722,-0.7024773,-0.3478806,1.1886765,0.9451311,0.99502254,-0.9492713,-1.1167096,-2.6646488,-1.1091674647154866,-0.8471356895301028,-0.08363247614272126,-0.667204821712493,-0.8578693800291874,-1.111198009645839,-0.8453995169119157,-0.08703062104530274,-0.6663665950407813,-0.8579322336585534,-1.1188546094501357,-0.832846190719115,-0.09666676441514135,-0.6630529028128743,-0.8591383303494897,Non-PSR
76,-2.3025038,-1.1497244,0.90663505,-2.1834586,0.6034592,0.59320134,1.4792943,2.5718043,0.91167414,0.9110264,0.71407795,0.73430854,-0.94067156,-3.191549,-2.5002894,-1.0925608908031248,-0.6034647899788618,0.22305015375152346,0.38194063168038106,-0.8746203292399005,-1.0936163666803267,-0.602890422200565,0.22102436261966693,0.3823046676354555,-0.8746582659792502,-1.1015840380428052,-0.5904563706189359,0.21149398480036818,0.38675481036085857,-0.8758690088696036,Non-PSR
80,-2.2981906,-0.6996659,0.99996674,-2.8221567,-1.4630266,-0.66402143,0.8796653,1.7143056,-0.57670736,-1.5080901,-1.6547285,-1.625103,-1.2125535,-1.665226,-1.551686,-1.3474121631283396,0.832413479704684,0.46590202738278164,-1.0309031576387682,1.8151740026481507,-1.3486668369966228,0.8354278127790952,0.4631713980063086,-1.0305441725598268,1.8150938297301784,-1.3580215048744868,0.8458031187518201,0.45216825312151254,-1.0273294285698982,1.8119860039552305,Non-PSR
85,-2.296725,1.0331882,-0.611682,-1.4515517,-1.235991,-0.59191734,0.6286698,1.7309492,-0.104633786,-1.048362,-1.1660848,-1.134956,-0.97329795,-2.2989264,-0.90360755,1.3820922311350416,-1.0459342879654066,1.8149281957221377,1.315203124499869,-0.87346707380677,1.3816297663937736,-1.0463425160347066,1.8110844792748964,1.315235470860148,-0.8735046897174746,1.3780993986747043,-1.0354000224864894,1.808441905294714,1.3180989606864917,-0.8747121980633956,Non-PSR
90,-2.2930481,-0.869319,0.94185513,-2.5896475,-0.9873951,-0.9702494,0.30828875,0.741929,-0.16271012,-0.91309005,-0.93917245,-0.9613897,-1.017613,-0.49843425,-0.33356863,-0.6768592890673351,0.99061226058252,-0.3298219843710846,1.3862549900331897,-0.8745588412633333,-0.6739877892096224,0.988606741585718,-0.3255596646141884,1.3821197693630531,-0.8745959062799699,-0.6782814975393548,0.9933476456753324,-0.3324034719816244,1.3844731351705264,-0.8758060230438214,Non-PSR
92,-2.2911174,0.20650366,-0.6912461,-2.651763,-1.1869453,-0.5543847,0.598008,-2.6128962,-0.49218526,-1.2400383,-1.3614267,-1.3244363,-0.9408732,-3.5660906,-1.1668959,-0.5657373817709186,-0.7806546738658486,1.9079730714289604,-1.0340645813904705,1.81556946634137,-0.5664651791580027,-0.7806321745108973,1.9039264377764813,-1.0337068884146248,1.8154895738650676,-0.5704314980555144,-0.7714952521050079,1.902208401933629,-1.0305026352698903,1.8123833678028745,Non-PSR
103,-2.2775185,-0.2101384,-0.9595747,-3.2146673,-0.7066595,-0.4311554,-1.196319,-0.22101739,-0.30370525,-0.4462253,-0.33267736,-0.33766803,-1.1134225,0.36162958,0.37214488,1.3884875288876475,0.5691237542236566,-0.0694894374121128,-1.0347813530463232,1.8158517687614408,1.388025130607949,0.5691819043719416,-0.06867483090915874,-1.0344235006941565,1.8157718526125455,1.3844876550564782,0.5681008815705569,-0.0676410055545929,-1.0312173184614675,1.8126644665978289,Non-PSR
