,Source_Name,RAJ2000,DEJ2000,GLON,GLAT,Conf_68_SemiMajor,Conf_68_SemiMinor,Conf_95_PosAng,ROI_num,Extended_Source_Name,Signif_Avg,Pivot_Energy,Flux1000,Unc_Flux1000,Energy_Flux100,Unc_Energy_Flux100,SpectrumType,PL_Flux_Density,Unc_PL_Flux_Density,PL_Index,Unc_PL_Index,LP_Flux_Density,Unc_LP_Flux_Density,LP_Index,Unc_LP_Index,LP_beta,LP_SigCurv,PLEC_Flux_Density,Unc_PLEC_Flux_Density,PLEC_Index,Unc_PLEC_Index,PLEC_Expfactor,Unc_PLEC_Expfactor,PLEC_Exp_Index,PLEC_SigCurv,Npred,Variability_Index,Frac_Variability,Unc_Frac_Variability,CLASS1,Flags,Flux50_100,Flux300_1000,Flux1000_3000,Flux3000_10000,Flux10000_30000,Flux30000_100000,AGNness,PSRness
854,4FGL J0447.4-2747,71.8687,-27.7998,228.22758,-38.172253,0.08128466,0.06703825,80.83,240,,5.931183,1808.4165,2.0117422e-10,4.1313772e-11,8.244711e-13,1.7013146e-13,LogParabola,4.4914603e-14,1.0216326e-14,2.3691294,0.18690675,8.850653e-14,1.8169079e-14,2.112169,0.3742511,0.99994147,3.5624151,7.2952806e-14,1.4201651e-14,0.2638715,0.36300746,0.017574284,0.0013521863,0.6666667,3.2060606,95.63762,28.38358,0.8747001,0.34643084,bcu,2049,7.235260567756141e-13,1.198156157622421e-10,1.9054925692874036e-10,1.4146242337254034e-11,2.077639926420516e-12,1.7883091519123664e-14,AGN,Non-PSR
855,4FGL J0448.6-1632,72.1516,-16.5483,215.0361,-34.439285,0.014184727,0.013074618,78.61,598,,23.367413,2379.5593,7.84446e-10,5.871061e-11,9.031048e-12,7.360898e-13,PowerLaw,1.3841669e-13,1.0295568e-14,1.9119223,0.05269682,1.532541e-13,1.3503391e-14,1.842372,0.07488759,0.06337255,2.018232,1.4888294e-13,1.2198198e-14,1.7242359,0.11291402,0.0007478273,0.0004304514,0.6666667,2.234878,672.84564,17.143627,0.263052,0.11695066,bll,0,9.522089713942528e-12,1.6131478375314146e-09,4.915499673963097e-10,2.0725204885607695e-10,7.135127905177896e-11,2.6408928863186354e-11,AGN,Non-PSR
857,4FGL J0449.1+1121,72.2823,11.3569,187.42838,-20.736986,0.017145019,0.015973236,-86.32,831,,40.555794,485.36816,2.4768307e-09,1.1278173e-10,3.3069904e-11,1.2036208e-12,LogParabola,2.2374727e-11,7.3354517e-13,2.5051372,0.025406292,2.574336e-11,9.81513e-13,2.3952267,0.037208594,0.12881607,5.6903596,2.4632903e-11,8.994257e-13,2.1527474,0.07100152,0.00511314,0.0010198901,0.6666667,5.6661277,3989.8374,149.29697,0.38033342,0.10651481,fsrq,0,7.750333708145263e-08,1.3926466202462962e-08,2.107656937866409e-09,3.36585065374706e-10,1.8636942683558644e-11,5.813295477666508e-18,AGN,Non-PSR
858,4FGL J0449.2+6329,72.3185,63.4945,146.06154,11.9011345,0.02466909,0.023744,87.97,1293,,13.149706,1588.2532,6.4808986e-10,6.1186556e-11,8.4481875e-12,8.7167404e-13,PowerLaw,2.9824887e-13,2.7748315e-14,2.385912,0.06464582,3.5556698e-13,3.6419516e-14,2.3982484,0.095354944,0.13643016,2.8151333,3.4175768e-13,3.7534734e-14,2.0653236,0.18427294,0.0028060928,0.0016073693,0.6666667,2.4645944,1145.99,121.799034,1.2552832,0.3519488,fsrq,0,1.34964706077767e-08,2.4842874424280126e-09,6.304232136322696e-10,1.0304013892126207e-10,1.4789856839225735e-11,2.6652070307664477e-12,AGN,Non-PSR
859,4FGL J0449.4-4350,72.3582,-43.835,248.80428,-39.914944,0.0053655277,0.0053655277,-17.03,970,,118.8581,1604.8765,1.001609e-08,1.8441423e-10,1.0391273e-10,2.589236e-12,LogParabola,3.4378292e-12,6.0035066e-14,1.8452494,0.011808901,3.6467834e-12,7.147492e-14,1.7484962,0.020200502,0.054312814,5.2579775,3.5377593e-12,6.6009616e-14,1.6992636,0.023957526,0.0005814025,8.8305766e-05,0.6666667,5.573253,6770.1294,55.202255,0.12255252,0.03746822,bll,0,5.672063707606867e-08,1.5163507782745e-08,6.047573553047414e-09,2.6980866429937578e-09,8.555249286779087e-10,3.767994805059516e-10,AGN,Non-PSR
860,4FGL J0449.6-8100,72.4,-81.0129,293.8562,-31.390137,0.02368233,0.023373965,0.97,555,,4.699036,3083.7275,1.2109498e-10,3.3955116e-11,1.3698688e-12,4.266396e-13,PowerLaw,1.2361346e-14,3.3552567e-15,2.1686919,0.24206588,8.99912e-15,2.9360491e-15,2.3030422,0.12557702,-0.11572783,1.7688813,1.16791164e-14,3.2979124e-15,2.3024945,0.3108367,-0.00031007858,0.00046242648,0.6666667,0.54517823,163.48038,7.982414,0.0,10.0,fsrq,0,3.753982014131907e-09,1.654314706056592e-11,1.1153315077061521e-10,5.142686190090506e-12,3.202915594303636e-16,7.8444030784941e-12,AGN,Non-PSR
861,4FGL J0449.6+3027,72.4186,30.4664,171.7392,-9.059143,0.15905397,0.096702844,82.41,1624,,4.081168,790.52997,2.6895938e-10,6.5916335e-11,4.5938917e-12,1.0420396e-12,PowerLaw,8.028795e-13,1.715086e-13,2.614448,0.14131688,1.0295306e-12,2.2820255e-13,2.5807426,0.23666437,0.18307848,1.6942222,9.650465e-13,2.3280672e-13,2.132623,0.39325753,0.0060121743,0.005196494,0.6666667,1.5892618,512.48456,12.336834,0.5278544,0.32468465,bcu,0,1.4521893687557963e-09,2.0308010828529177e-09,1.9419199581705016e-10,4.649023180314238e-11,2.3118602843728853e-13,5.887763032697053e-19,AGN,Non-PSR
862,4FGL J0450.3-4419,72.5788,-44.3195,249.43903,-39.765568,0.05587549,0.05180509,-52.37,970,,5.922314,373.70816,2.5676247e-10,5.5452958e-11,6.291452e-12,1.0001091e-12,PowerLaw,7.817545e-12,1.2373256e-12,2.84738,0.09650411,9.75915e-12,1.8257128e-12,2.8134658,0.12301486,0.13172908,1.5570642,9.444568e-12,2.1147663e-12,2.485137,0.40221408,0.008024897,0.009926657,0.6666667,1.3058627,1163.926,8.909034,0.15259261,0.2081144,bcu,18,2.1178876707939054e-10,2.194921577824971e-09,1.7867335388999095e-10,2.554589179082356e-11,2.8598909265070693e-12,3.2808878887741503e-15,AGN,Non-PSR
863,4FGL J0450.4+7230,72.6181,72.5137,138.7236,17.471235,0.037620366,0.03250153,58.3,987,,5.8414454,2228.1812,1.6108902e-10,3.249217e-11,1.8367664e-12,3.8538633e-13,PowerLaw,3.328929e-14,6.715519e-15,2.1899786,0.15005775,3.6687318e-14,8.7994255e-15,2.1246538,0.2000575,0.07225283,0.6651914,3.542328e-14,7.781126e-15,2.0096865,0.30570573,0.0008939735,0.0014808247,0.6666667,0.6075474,275.85745,15.252843,0.53466946,0.32877627,bcu,0,2.126867068965102e-13,5.251061807598489e-10,1.4098884559832214e-10,3.4454192970878594e-11,1.3379922170209113e-12,2.855809989529834e-12,AGN,Non-PSR
864,4FGL J0450.7-4938,72.6864,-49.6488,256.36087,-39.57797,0.07339055,0.05168175,-69.12,1678,,4.5949073,1614.6887,1.0514351e-10,2.5738167e-11,1.2764073e-12,3.243616e-13,PowerLaw,4.5514668e-14,1.0866171e-14,2.3005786,0.19564602,4.3600824e-14,1.22004246e-14,2.3256865,0.18247168,-0.027169086,0.3077893,4.5197173e-14,1.1127274e-14,2.3249035,0.2386391,-0.00010687029,0.00075372023,0.6666667,0.11772834,194.15129,7.5364933,0.32065415,0.47044465,bcu,0,9.279332944395202e-13,3.16259074484293e-10,8.207361873457941e-11,1.658656371972267e-11,4.732515594685349e-12,2.707340211391407e-12,AGN,Non-PSR
865,4FGL J0451.8-4651,72.9556,-46.8575,252.73492,-39.503105,0.030404655,0.028801166,51.62,970,,15.175792,1122.8356,4.5838847e-10,4.6146868e-11,6.1061048e-12,5.800524e-13,PowerLaw,4.889407e-13,4.3716112e-14,2.4082844,0.07892819,5.5085217e-13,5.5619927e-14,2.339678,0.11359622,0.13498463,2.2168012,5.5002113e-13,5.5573588e-14,1.926857,0.26726878,0.0046818173,0.0025431758,0.6666667,2.5668695,950.48535,179.69907,1.3666167,0.37745073,fsrq,0,2.246433261632319e-08,1.964973295187633e-09,3.250583135994134e-10,1.1598898230769095e-10,1.9563457502743374e-14,9.685563406804012e-15,AGN,Non-PSR
866,4FGL J0451.8+5721,72.9698,57.3548,151.13889,8.320269,0.027444365,0.024114037,-45.58,1679,,5.6981535,7606.636,1.4728505e-10,4.285787e-11,1.7686215e-12,4.464745e-13,PowerLaw,3.0229028e-15,7.5327715e-16,1.8393458,0.16057374,4.4853228e-15,1.3243642e-15,1.4866568,0.4023208,0.40730786,2.2631524,4.3492283e-15,1.356637e-15,0.2680062,1.0711411,0.0039760536,0.0027042844,0.6666667,2.4444594,124.21239,9.4268055,0.20662282,0.651868,bcu,0,5.8497358068621e-09,2.6942716212631588e-15,9.492667762955875e-11,3.2702094504566404e-11,2.7179349049166746e-11,4.574772525549156e-19,AGN,Non-PSR
868,4FGL J0453.1-2806,73.2887,-28.1144,228.99725,-37.031914,0.01874851,0.018501818,58.0,240,,46.847244,304.98566,1.2836747e-09,6.845486e-11,2.3173454e-11,7.1058453e-13,LogParabola,5.2033003e-11,1.5298466e-12,2.647905,0.026213154,5.6080078e-11,1.872346e-12,2.5266085,0.040105626,0.10398748,4.0952272,5.4769654e-11,1.7534483e-12,2.325211,0.07530589,0.0059745447,0.0013824594,0.6666667,4.5695605,3922.9685,246.35403,0.4170888,0.1147505,fsrq,0,9.20411054039505e-08,9.733874151152122e-09,1.1741553285204986e-09,9.873338951971178e-11,1.0078716507211372e-11,4.0737821958091e-16,AGN,Non-PSR
869,4FGL J0453.1+6322,73.29,63.3737,146.43253,12.168915,0.018008437,0.016898328,-12.29,1293,,10.63969,4423.395,3.566866e-10,5.5668272e-11,3.9721356e-12,6.0120946e-13,PowerLaw,1.819351e-14,2.6249392e-15,2.021848,0.10827922,1.9629785e-14,3.1726815e-15,1.981891,0.13743976,0.053561714,0.9599335,1.9594242e-14,3.1338226e-15,1.7972922,0.23245662,0.00067497615,0.00064555014,0.6666667,1.2376839,400.59406,10.9674225,0.32645527,0.20926699,bll,0,4.3843084718275804e-10,1.0253830007300735e-09,1.7911659655478473e-10,9.482363505508573e-11,2.4555800101633274e-11,8.250292810041415e-12,AGN,Non-PSR
871,4FGL J0455.7-4617,73.9463,-46.2871,251.99478,-38.824978,0.017761746,0.017453382,7.51,970,,31.680574,738.1085,1.0425992e-09,5.987139e-11,1.6022558e-11,7.3271104e-13,PowerLaw,3.4565033e-12,1.5275426e-13,2.5347836,0.038586114,3.6996005e-12,1.858642e-13,2.5097241,0.0482045,0.06882245,2.1679559,3.6363946e-12,1.7775377e-13,2.3607588,0.089028694,0.002190809,0.0010368491,0.6666667,2.1179438,2666.8984,145.94693,0.49337307,0.13874868,fsrq,0,6.742218516819776e-08,5.90449955595318e-09,8.282365904221933e-10,1.417179568141691e-10,2.1133306910003924e-11,3.4224511245850575e-12,AGN,Non-PSR
873,4FGL J0456.2+2702,74.0673,27.0403,175.3738,-10.049195,0.02910953,0.025162475,17.09,1624,,11.509489,1491.3882,7.512677e-10,7.929602e-11,9.685105e-12,1.0831827e-12,PowerLaw,4.002188e-13,4.118223e-14,2.3739393,0.07397715,4.931739e-13,5.881681e-14,2.309735,0.11463133,0.1673684,2.630169,4.796792e-13,5.764325e-14,1.8773185,0.2661587,0.004117085,0.0022340768,0.6666667,2.5500765,961.6898,51.567097,0.8185993,0.24892952,bcu,0,3.66430374931781e-09,2.667789544830157e-09,7.757818831777286e-10,1.2182053976683704e-10,1.8462857978573943e-11,1.2735242852955023e-14,AGN,Non-PSR
874,4FGL J0456.3-1634,74.0782,-16.5759,215.89505,-32.736637,0.0298496,0.028061092,63.21,598,,6.9872417,3121.326,1.856974e-10,3.7329712e-11,2.083567e-12,4.1694577e-13,PowerLaw,1.9309324e-14,3.8584418e-15,1.9825215,0.13024358,2.6949827e-14,6.3472808e-15,1.8007542,0.2622027,0.26537988,2.17846,2.5878058e-14,6.244116e-15,1.1813455,0.5714244,0.0037203357,0.0027822538,0.6666667,2.0559273,176.65987,13.477746,0.48737738,0.33914956,bcu,0,2.7351444676845804e-13,2.9834371084724864e-10,9.4325436350573e-11,7.452766875859496e-11,8.016205754746153e-12,3.0821814284848204e-12,AGN,Non-PSR
875,4FGL J0456.6-3136,74.1558,-31.6151,233.48393,-37.087746,0.035646837,0.031206401,71.9,240,,15.668312,670.1117,3.8000275e-10,4.18722e-11,5.6415025e-12,4.635919e-13,PowerLaw,1.5626071e-12,1.2745494e-13,2.506691,0.06998525,1.7453824e-12,1.7237702e-13,2.412339,0.10130453,0.1062329,1.6172829,1.7180929e-12,1.5950423e-13,2.1657145,0.20371261,0.004110433,0.0024349322,0.6666667,1.9834374,943.7032,16.62818,0.2824033,0.12817983,fsrq,0,1.114033487681354e-08,2.1472996714066994e-09,3.245573532151269e-10,6.308480821060058e-11,2.0095867244579457e-12,6.386725831086359e-16,AGN,Non-PSR
876,4FGL J0457.0+0646,74.2545,6.7804,192.66832,-21.67137,0.03638691,0.03367331,34.51,792,,10.180372,880.1745,3.67157e-10,5.134964e-11,5.60871e-12,7.0295066e-13,PowerLaw,7.7620755e-13,9.0112366e-14,2.5299954,0.10048107,8.4895876e-13,1.1612285e-13,2.4657342,0.13554557,0.08861736,1.1346018,8.1441304e-13,1.0579239e-13,2.3641844,0.22153383,0.0016282799,0.0020690884,0.6666667,0.93709236,726.3059,58.949448,1.0113199,0.3040239,fsrq,0,9.840476350442273e-11,2.1648578485411463e-09,3.616596466748945e-10,3.470780607361945e-11,5.8039458655789744e-12,4.3157744795815293e-16,AGN,Non-PSR
877,4FGL J0457.0-2324,74.2608,-23.4149,223.71014,-34.899055,0.005488873,0.0054272003,86.91,1040,,219.57413,477.73715,2.0554532e-08,2.5114189e-10,2.03495e-10,2.3045942e-12,LogParabola,1.2276193e-10,1.1207832e-12,2.2011623,0.006826436,1.3292638e-10,1.3817597e-12,2.09833,0.009937594,0.07551103,12.938707,1.2763453e-10,1.2449325e-12,2.0105476,0.015195519,0.0021580898,0.0001671403,0.6666667,12.730703,20542.506,2958.7395,0.41042718,0.10998501,FSRQ,0,2.7947501735070546e-07,6.980935296496682e-08,1.61263411513346e-08,3.845399110247172e-09,5.977085493213963e-10,6.749414915852014e-11,AGN,Non-PSR
878,4FGL J0458.0+1152,74.5069,11.8727,188.29225,-18.650644,0.02491578,0.020845382,-47.28,960,,6.0568542,7495.681,1.8551596e-10,5.359302e-11,2.2431657e-12,5.5761494e-13,PowerLaw,3.9475454e-15,9.725691e-16,1.8294468,0.16548343,4.3906893e-15,1.328288e-15,1.7554172,0.25575617,0.06450947,0.5886127,4.3954255e-15,1.2345942e-15,1.5304466,0.38672394,0.0005880664,0.0007218364,0.6666667,0.9440344,126.7777,4.9141994,0.0,10.0,bcu,0,8.720568267506223e-09,9.59198553918128e-11,7.011733554884714e-11,5.196750668678973e-11,1.702938658143527e-11,1.1899439766871467e-11,AGN,Non-PSR
879,4FGL J0459.4+1921,74.8599,19.3623,182.10893,-14.064256,0.027506037,0.02392902,89.19,1235,,4.9176817,5927.481,1.6630056e-10,5.2273796e-11,1.903763e-12,5.323599e-13,PowerLaw,5.0767043e-15,1.3763401e-15,1.924367,0.20835058,5.3352712e-15,2.0395323e-15,0.97134197,0.6842922,0.4658109,0.90447825,5.5526758e-15,1.8422768e-15,1.2249818,1.0924541,0.0014376146,0.0022310726,0.6666667,0.99485403,125.27981,12.320949,0.5795011,0.5271351,bcu,0,5.60280621897391e-09,5.351507015305401e-10,1.1916870268358082e-11,3.989996527620221e-11,2.5339548168079595e-11,4.65370840821433e-12,AGN,Non-PSR
881,4FGL J0500.1+5447,75.0353,54.7843,153.89969,7.642037,0.08819201,0.049893238,55.77,202,,4.9467835,3030.5195,2.4488608e-10,5.298258e-11,2.7634863e-12,6.366092e-13,PowerLaw,2.6012273e-14,5.527584e-15,2.1612391,0.15187311,2.8422326e-14,7.147204e-15,2.1224089,0.19055285,0.058922343,0.5965909,2.6302474e-14,5.832976e-15,2.1323502,0.19536847,0.0001031773,0.000528202,0.6666667,0.16845052,286.8208,8.992686,0.33689564,0.4866486,bcu,0,1.1565605417818148e-10,7.460730366837254e-10,9.395731415118291e-11,1.029418147946437e-10,1.0127028339176891e-13,3.68197356284683e-12,AGN,Non-PSR
882,4FGL J0500.2+5237,75.0735,52.6332,155.63254,6.3499017,0.0142464,0.013259637,-10.85,1095,,13.628329,6063.1187,4.8294746e-10,6.718951e-11,5.688797e-12,7.0240027e-13,PowerLaw,1.472055e-14,1.8086375e-15,1.8692821,0.08855154,1.5079919e-14,2.1413624e-15,1.8556533,0.09960056,0.013884565,0.33344862,1.5360444e-14,2.0362e-15,1.7490797,0.1462167,0.00024855806,0.00025519545,0.6666667,0.89633965,393.98618,8.042188,0.1820734,0.24255982,bcu,0,8.017325952430765e-13,1.7237850036266877e-09,2.3647286906403053e-10,1.0467552519211054e-10,4.6440764428501424e-11,2.7286528939129973e-11,AGN,Non-PSR
884,4FGL J0500.6-4911,75.1748,-49.1862,255.68689,-37.978523,0.023250619,0.020228656,34.19,1678,,9.286275,4544.468,1.7110288e-10,3.1242467e-11,2.1510428e-12,4.0125214e-13,PowerLaw,9.272483e-15,1.6451852e-15,1.779477,0.11946881,9.789911e-15,2.0766334e-15,1.7417185,0.14920977,0.027738664,0.4022257,9.634706e-15,1.8330727e-15,1.6887915,0.18985501,0.0002055823,0.0003610709,0.6666667,0.5494365,144.3835,12.307629,0.4538091,0.30942374,bll,0,2.1663365545876445e-10,2.7238999944501074e-10,9.847717086231e-11,4.264589723024237e-11,2.3779369098808623e-11,7.340217843265773e-12,AGN,Non-PSR
886,4FGL J0501.0+2424,75.2707,24.4113,178.17056,-10.770484,0.021400437,0.019735275,-1.36,582,,6.08728,5953.708,1.7716238e-10,4.5979e-11,2.1405137e-12,5.1692277e-13,PowerLaw,5.7409653e-15,1.3862694e-15,1.8305273,0.13945855,9.322497e-15,2.5239075e-15,1.7403352,0.2588695,0.31910488,2.5717812,8.56592e-15,2.636361e-15,0.9136175,0.5670787,0.0030063004,0.0020088293,0.6666667,2.4603212,120.12062,5.8227096,0.0,10.0,bcu,0,3.38031433955166e-08,1.8494801614153097e-16,9.845221166093765e-11,6.374999139691084e-11,2.116834658949518e-11,7.399291249154949e-12,AGN,Non-PSR
887,4FGL J0501.2-0158,75.3023,-1.9749,201.43849,-25.290491,0.0112244375,0.01110109,-41.6,576,,71.55265,443.58685,3.7110501e-09,1.16265254e-10,4.42137e-11,1.1127886e-12,LogParabola,3.6129995e-11,7.9440897e-13,2.3971555,0.01801021,3.898201e-11,9.760312e-13,2.2955139,0.027448969,0.084798574,6.162032,3.7789265e-11,8.965512e-13,2.1598039,0.044307057,0.0031801623,0.00058162655,0.6666667,6.509279,5588.572,706.236,0.5016765,0.1356832,fsrq,0,9.555522950677187e-08,1.6959132764782225e-08,3.120528724309679e-09,5.898125321479597e-10,6.222779930231681e-11,1.1381133843585173e-15,AGN,Non-PSR
888,4FGL J0501.7+3048,75.4313,30.8028,173.0889,-6.8128886,0.02639593,0.021770474,87.56,751,,6.8679605,5648.4614,2.9561034e-10,6.84539e-11,3.3173518e-12,7.1473567e-13,PowerLaw,9.488808e-15,1.913857e-15,1.9818867,0.14910106,9.044323e-15,2.1306432e-15,2.0000846,0.13513692,-0.024248688,0.39152473,9.462473e-15,2.006236e-15,1.9906718,0.19433041,-1.480796e-05,0.00031067664,0.6666667,0.041505244,238.1222,7.188733,0.0,10.0,bcu,0,2.2395030708360908e-13,1.1855902926072304e-09,2.3347465627487907e-10,3.503703924212509e-11,2.914870428361027e-11,1.2026450148250323e-11,AGN,Non-PSR
890,4FGL J0502.4+0609,75.6181,6.1627,194.00784,-20.85954,0.065126404,0.048968147,-60.56,792,,9.098039,872.03595,3.6496337e-10,5.5229328e-11,6.599213e-12,9.87953e-13,PowerLaw,8.684917e-13,1.0799961e-13,2.6544974,0.11685693,9.767607e-13,1.5817195e-13,2.5237978,0.2060586,0.16321357,1.0300493,9.905089e-13,1.4735205e-13,1.9851315,0.5993822,0.007867001,0.006957587,0.6666667,1.2643853,863.25,48.36303,0.827593,0.2544244,fsrq,0,4.561616862019946e-08,2.640084151295241e-09,3.208217302930194e-10,4.9214472774838924e-11,9.413707958526991e-21,4.474429941142555e-12,AGN,Non-PSR
891,4FGL J0502.5+1340,75.6341,13.6685,187.384,-16.7311,0.047734693,0.042245816,78.52,960,,6.165861,1836.3304,3.0854935e-10,5.5972938e-11,3.638803e-12,6.851947e-13,PowerLaw,9.865609e-14,1.7765803e-14,2.256905,0.12859747,1.1910908e-13,2.5704988e-14,2.1767614,0.20269343,0.14807215,1.3775543,1.130199e-13,2.3538958e-14,1.8913388,0.3914473,0.0024463867,0.0027053263,0.6666667,1.188731,361.14072,17.876467,0.814519,0.33401054,bll,0,1.3363997408699646e-10,5.404806047160093e-10,3.1412764056604203e-10,5.7408817283333136e-11,8.515329934233318e-12,3.583101046769621e-12,AGN,Non-PSR
892,4FGL J0502.5+3438,75.6366,34.6338,170.13579,-4.3492775,0.017268365,0.01671331,-84.66,701,,21.364975,1056.9303,1.5890391e-09,1.0777591e-10,1.4821361e-11,1.3624821e-12,LogParabola,1.7096041e-12,1.0528415e-13,2.3647938,0.046455454,1.9549017e-12,1.3633155e-13,2.241838,0.076238774,0.1261889,3.5546687,1.8915381e-12,1.2826896e-13,1.9580562,0.12005076,0.0033660694,0.0009811067,0.6666667,3.9800918,1570.1388,73.35654,0.495056,0.14689063,bcu,0,1.699216944928139e-08,5.308604222875601e-09,1.2805941862481518e-09,2.7965452176204053e-10,3.240211571275964e-11,9.776156492188615e-17,AGN,Non-PSR
893,4FGL J0502.9+6533,75.7451,65.5609,145.26949,14.318355,0.047734693,0.031638112,53.87,1293,,5.468043,6935.546,1.2062255e-10,3.4567144e-11,1.4638321e-12,3.6803067e-13,PowerLaw,2.9710733e-15,7.4521e-16,1.8243806,0.16720667,3.2948345e-15,9.222414e-16,1.7737014,0.21774329,0.05710794,0.6915198,3.3039062e-15,9.043271e-16,1.5498365,0.39509055,0.00056287245,0.00074589194,0.6666667,0.9616248,119.37682,2.2398906,0.0,10.0,bll,0,4.679127085793766e-10,5.6016715571649556e-11,8.657433103742562e-11,2.3950700797636948e-11,1.2727235931819791e-11,9.683355679801497e-12,AGN,Non-PSR
894,4FGL J0503.1-6045,75.7995,-60.752,270.1328,-36.560448,0.09207738,0.07733761,19.6,344,,4.587123,867.99896,1.2133403e-10,2.890755e-11,2.6236025e-12,6.6129806e-13,PowerLaw,3.1808367e-13,6.824579e-14,2.7713194,0.14740208,4.2392443e-13,9.5846914e-14,2.8718467,0.2670192,0.30673197,1.820884,4.2201187e-13,1.08088485e-13,1.9275349,0.88086605,0.0140409265,0.01510396,0.6666667,1.63543,512.57355,12.9693575,0.8245491,0.39421454,fsrq,16,9.802551659277015e-09,1.1510655761881594e-09,1.0099569097699046e-10,1.3569687040693168e-11,1.724234795739965e-12,6.945297472988471e-16,AGN,Non-PSR
895,4FGL J0503.5-1116,75.8877,-11.2786,211.04762,-29.015179,0.038113747,0.02910953,-18.57,908,,7.6015625,5150.721,2.0212758e-10,4.3758806e-11,2.3905047e-12,4.8293644e-13,PowerLaw,8.388471e-15,1.6936875e-15,1.8626941,0.13759315,9.229709e-15,2.269278e-15,1.8096042,0.18593852,0.053658374,0.6322951,9.189275e-15,2.0437427e-15,1.6426433,0.27089527,0.0005545823,0.00063725153,0.6666667,0.95272756,155.58788,9.059797,0.22838753,0.5062134,bll,0,4.738231584866526e-09,2.63715133064224e-10,1.0927517224423866e-10,7.033049143068126e-11,1.0149723075891792e-11,1.2882860576934885e-11,AGN,Non-PSR
896,4FGL J0503.6+4518,75.9202,45.3113,161.7949,2.328005,0.018440146,0.01696,52.69,342,,11.560352,4180.893,6.020808e-10,7.909641e-11,6.7887037e-12,8.5173773e-13,PowerLaw,3.5353366e-14,4.412215e-15,1.9650891,0.091499,4.061102e-14,5.8237873e-15,1.8524123,0.13824955,0.11042133,1.7353848,3.9274956e-14,5.5500402e-15,1.6195186,0.23067874,0.0010738821,0.0007230621,0.6666667,1.9151617,484.57166,14.7780905,0.33705956,0.17511697,bcu,4,1.7754014924875605e-09,1.2110724645353343e-09,3.642605383991082e-10,1.6777884637164675e-10,4.9791698542023255e-11,1.5496768798750615e-11,AGN,Non-PSR
897,4FGL J0505.3+0459,76.3431,4.9994,195.47278,-20.86026,0.008634183,0.008449164,-33.37,792,,77.74859,814.907,6.5637256e-09,1.6203391e-10,6.949591e-11,1.962745e-12,LogParabola,1.3821986e-11,2.7801267e-13,2.3461006,0.015429609,1.5384135e-11,3.5581678e-13,2.2944217,0.023520138,0.09817753,8.491435,1.5142951e-11,3.4203025e-13,2.0473714,0.04242746,0.0034001747,0.0004546991,0.6666667,9.28032,7751.9277,2860.4143,1.217882,0.3260265,fsrq,0,1.2238761826210975e-07,2.608656579639046e-08,5.573182360052442e-09,1.1405114630491653e-09,8.89708792750632e-11,6.556988453209538e-16,AGN,Non-PSR
898,4FGL J0505.6+0415,76.4042,4.266,196.1773,-21.190577,0.017330037,0.01671331,-1.5,792,,14.457587,4545.4824,5.571361e-10,7.092469e-11,6.4225942e-12,7.685967e-13,PowerLaw,2.856026e-14,3.4178247e-15,1.9091542,0.08957826,3.2446925e-14,4.6614747e-15,1.8023556,0.12615083,0.090893716,1.4526998,3.154157e-14,4.244948e-15,1.6129203,0.22076686,0.0008129799,0.00060873735,0.6666667,1.7449644,413.31958,9.266216,0.19774383,0.20344986,bll,0,7.631276166542023e-11,9.034927805906534e-10,3.3786290432047394e-10,1.469098315221018e-10,5.73388697633348e-11,1.52083762250399e-11,AGN,Non-PSR
899,4FGL J0505.6-1558,76.4117,-15.9667,216.22734,-30.432587,0.03410502,0.031206401,-54.17,598,,8.101738,2531.725,2.4832977e-10,4.217334e-11,2.759872e-12,4.6969823e-13,PowerLaw,3.9108385e-14,6.641027e-15,2.0799973,0.12046791,4.203417e-14,8.383059e-15,2.0492778,0.14792272,0.042208362,0.64571726,4.2360707e-14,7.99248e-15,1.8738397,0.26283368,0.0009135113,0.0010865419,0.6666667,1.0612228,270.1685,18.499603,0.49804124,0.25968984,bll,0,1.5003925879497615e-09,5.621373921904649e-10,1.9400750450593307e-10,4.503079159556833e-11,2.244196842249302e-11,3.1341524427824785e-12,AGN,Non-PSR
900,4FGL J0505.6+6405,76.4244,64.0877,146.68385,13.709552,0.029541237,0.025347492,-73.28,1293,,16.471384,1196.8384,7.195294e-10,6.118343e-11,6.0742175e-12,6.6250683e-13,LogParabola,5.520158e-13,4.3574553e-14,2.3643699,0.057333138,7.040342e-13,6.2953894e-14,2.2929485,0.08991447,0.20876326,4.2225394,6.6843064e-13,6.0964986e-14,1.8147793,0.20127243,0.005294807,0.0020265854,0.6666667,3.8576784,998.6374,134.01491,0.9451418,0.2655725,bcu,0,2.1550142313003784e-12,2.7936921664917236e-09,4.975196921108704e-10,1.1901679641823648e-10,1.0774468990615294e-11,1.4150205529875337e-12,AGN,Non-PSR
