,GLON,GLAT,PSRness
1833,259.8019,26.775112,Non-PSR
1834,190.02765,54.187546,Non-PSR
1835,267.88806,17.957365,Non-PSR
1836,233.53989,46.0162,Non-PSR
1837,240.23286,42.61838,Non-PSR
1840,265.21082,21.557775,Non-PSR
1841,266.87357,19.5947,Non-PSR
1842,266.91296,20.05493,Non-PSR
1843,243.39531,41.608612,Non-PSR
1845,245.98099,40.08529,Non-PSR
1847,188.08163,55.07935,Non-PSR
1849,234.20432,46.985016,Non-PSR
1850,176.91704,54.4102,Non-PSR
1851,207.77203,54.38237,Non-PSR
1852,272.93286,13.388401,Non-PSR
1853,190.28831,55.577488,Non-PSR
1854,178.96916,54.96106,Non-PSR
1856,194.83847,55.770912,Non-PSR
1857,210.81828,54.431576,Non-PSR
1858,247.88574,39.960056,Non-PSR
1859,276.112,9.423989,Non-PSR
1860,165.53343,52.71268,Non-PSR
1863,156.16714,49.968163,Non-PSR
1864,236.52623,47.02473,Non-PSR
1868,265.1245,24.435081,Non-PSR
1869,161.3425,51.973827,Non-PSR
1871,234.3819,48.56105,Non-PSR
1873,217.51247,54.00616,Non-PSR
1876,268.437,21.026688,Non-PSR
1878,188.52219,56.476986,Non-PSR
1879,236.72375,47.67026,Non-PSR
1881,151.46463,48.576992,Non-PSR
1882,230.04723,50.608593,Non-PSR
1885,146.4297,46.25113,Non-PSR
1886,237.34074,47.772263,Non-PSR
1889,273.66028,14.824056,Non-PSR
1890,222.13768,53.666546,Non-PSR
1891,130.05147,34.60213,Non-PSR
1893,275.7675,12.356559,Non-PSR
1894,245.23677,44.376736,Non-PSR
1896,180.82222,56.867188,Non-PSR
1897,200.84125,57.39234,Non-PSR
1900,198.89264,57.60688,Non-PSR
1901,276.58676,11.601468,Non-PSR
1902,270.22125,20.741682,Non-PSR
1906,210.82173,56.798332,Non-PSR
1908,237.73898,49.77546,Non-PSR
1909,260.9246,33.01699,Non-PSR
1910,300.17862,-23.640285,Non-PSR
1911,134.6775,39.210743,Non-PSR
1912,145.69107,46.9806,Non-PSR
1913,219.89763,55.88806,Non-PSR
1914,127.910866,32.819935,Non-PSR
1915,241.92488,48.000473,Non-PSR
1917,196.92076,58.623558,Non-PSR
1919,248.01666,44.516582,Non-PSR
1924,299.22644,-22.230198,Non-PSR
1925,269.8726,23.64525,Non-PSR
1926,263.6637,31.452332,Non-PSR
1928,134.21205,39.1992,Non-PSR
1929,161.4432,54.45396,Non-PSR
1930,148.68155,49.23386,Non-PSR
1931,184.27432,59.09231,Non-PSR
1932,141.82182,45.301037,Non-PSR
1933,177.39563,58.376266,Non-PSR
1934,281.72333,6.518638,Non-PSR
1935,175.3675,58.145023,Non-PSR
1936,185.1401,59.371525,Non-PSR
1937,147.77829,49.116497,Non-PSR
1938,267.95648,27.591606,Non-PSR
1940,253.12334,43.16608,Non-PSR
1941,264.9499,31.805683,Non-PSR
1942,154.05331,52.41032,Non-PSR
1944,171.89215,57.927494,Non-PSR
1945,214.84479,58.93436,Non-PSR
1948,231.05289,55.24392,Non-PSR
1951,270.9775,24.87355,Non-PSR
1952,270.32855,25.893955,Non-PSR
1953,151.78268,51.78443,Non-PSR
1955,267.97226,29.258076,Non-PSR
1956,283.75012,4.654424,Non-PSR
1958,270.9084,25.722675,Non-PSR
1959,262.24796,36.589237,Non-PSR
1960,134.67436,40.55073,Non-PSR
1961,240.79344,52.586082,Non-PSR
1962,230.16254,56.7762,Non-PSR
1963,259.7669,39.67914,Non-PSR
1964,180.78749,60.543888,Non-PSR
1965,254.67409,44.446934,Non-PSR
1966,278.41614,15.158085,Non-PSR
1967,247.90544,49.532368,Non-PSR
1969,211.58257,61.025494,Non-PSR
1970,240.73914,53.55324,Non-PSR
1972,128.74062,34.755733,Non-PSR
1975,272.6593,25.910536,Non-PSR
1976,269.11298,30.979795,Non-PSR
1977,153.72212,54.162342,Non-PSR
1979,270.55984,29.350193,Non-PSR
1980,285.81796,3.3960574,Non-PSR
1982,134.74863,41.529243,Non-PSR
1983,289.09332,-2.7707484,Non-PSR
1984,249.23705,50.454033,Non-PSR
1985,277.476,19.047531,Non-PSR
1988,135.4455,42.281536,Non-PSR
1991,228.4733,59.5738,Non-PSR
1992,159.83633,57.314148,Non-PSR
1994,230.83458,59.018616,Non-PSR
1995,245.54997,53.319225,Non-PSR
1996,290.80334,-5.2975826,Non-PSR
1997,275.00345,24.631388,Non-PSR
1998,178.36702,62.166603,Non-PSR
2000,218.7115,62.102203,Non-PSR
2001,250.19229,51.269066,Non-PSR
2002,241.08473,56.126427,Non-PSR
2003,278.43542,19.44787,Non-PSR
2004,160.22638,58.220856,Non-PSR
2005,178.59448,62.75732,Non-PSR
2006,217.01688,63.04311,Non-PSR
2008,253.9412,50.08416,Non-PSR
2012,135.96063,43.912918,Non-PSR
2014,151.45813,55.161247,Non-PSR
2015,271.82233,32.202747,Non-PSR
2017,274.32724,28.58447,Non-PSR
2020,251.51395,52.772823,Non-PSR
2021,127.95361,34.743176,Non-PSR
2022,203.66629,65.05489,Non-PSR
2023,298.0056,-18.288742,Non-PSR
2024,149.59544,54.43242,Non-PSR
2026,264.11862,42.68675,Non-PSR
2029,220.4469,63.77136,Non-PSR
2032,175.84195,63.563026,Non-PSR
2033,135.44884,44.059082,Non-PSR
2034,173.9811,63.451454,Non-PSR
2035,178.36443,64.20964,Non-PSR
2038,153.63712,57.29805,Non-PSR
2039,256.4773,50.992146,Non-PSR
2040,288.32562,3.2864413,Non-PSR
2041,199.00398,66.06317,Non-PSR
2042,238.44914,60.422398,Non-PSR
2043,273.19418,33.07714,Non-PSR
2044,287.42798,5.6382856,Non-PSR
2045,209.0226,66.028854,Non-PSR
2046,245.72183,57.948437,Non-PSR
2047,179.83292,65.035706,Non-PSR
2049,146.93875,54.073734,Non-PSR
2053,176.2199,64.75483,Non-PSR
2054,262.74576,46.9385,Non-PSR
2055,204.0809,66.67826,Non-PSR
2057,265.50537,44.28761,Non-PSR
2058,280.5649,21.500526,Non-PSR
2061,284.1688,14.204643,Non-PSR
2062,253.38776,54.92458,Non-PSR
2063,277.9605,27.079386,Non-PSR
2064,234.34186,63.05681,Non-PSR
2065,271.6542,37.810604,Non-PSR
2067,214.48444,66.85271,Non-PSR
2069,180.4741,66.198296,Non-PSR
2070,285.98892,11.253746,Non-PSR
2072,133.63406,43.3776,Non-PSR
2073,272.04,38.140987,Non-PSR
2074,184.77577,67.01815,Non-PSR
2077,157.5601,60.914673,Non-PSR
2080,229.87126,65.38496,Non-PSR
2081,186.87872,67.53533,Non-PSR
2082,235.15096,64.52715,Non-PSR
2083,148.18845,56.690296,Non-PSR
2084,266.01736,47.48644,Non-PSR
2086,261.2392,52.067642,Non-PSR
2088,265.1939,48.633312,Non-PSR
2089,201.52936,69.04184,Non-PSR
2090,225.59518,67.365875,Non-PSR
2091,289.13382,6.703429,Non-PSR
2092,211.08846,69.00038,Non-PSR
2093,256.80746,56.51991,Non-PSR
2094,149.18906,58.169342,Non-PSR
2095,286.70584,13.334831,Non-PSR
2096,263.75262,51.391243,Non-PSR
2097,270.4086,44.3351,Non-PSR
2098,242.29964,63.943085,Non-PSR
2100,280.63705,28.073378,Non-PSR
2104,251.50429,60.67335,Non-PSR
2105,167.85248,66.16283,Non-PSR
2106,260.8585,55.156696,Non-PSR
2107,266.229,50.447784,Non-PSR
2111,282.174,26.725855,Non-PSR
2113,279.08344,33.277767,Non-PSR
2114,127.31464,35.901978,Non-PSR
2116,131.75902,43.081497,Non-PSR
2117,218.16446,69.97014,Non-PSR
2119,225.9494,69.085556,Non-PSR
2120,219.58064,69.92974,Non-PSR
2121,269.0838,48.926765,Non-PSR
2123,223.56853,69.62262,Non-PSR
2124,153.62521,62.090767,Non-PSR
2125,291.69183,2.891085,Non-PSR
2126,277.2974,37.51198,Non-PSR
2128,284.0499,23.74545,Non-PSR
2130,269.16943,49.469315,Non-PSR
2131,228.14792,69.229805,Non-PSR
2134,285.2734,21.458376,Non-PSR
2135,276.7246,39.575035,Non-PSR
2136,143.90848,56.772263,Non-PSR
2137,289.18335,11.281841,Non-PSR
2138,180.33145,70.05345,Non-PSR
2140,141.19453,54.66934,Non-PSR
2141,175.72609,69.563934,Non-PSR
2142,178.0033,70.009705,Non-PSR
2143,272.0802,47.63619,Non-PSR
2144,268.52472,51.807922,Non-PSR
2145,197.17322,71.76152,Non-PSR
2146,275.18658,43.63734,Non-PSR
2147,287.19974,18.078363,Non-PSR
2148,298.65366,-15.829117,Non-PSR
2149,283.43875,28.171625,Non-PSR
2150,250.70259,64.62082,Non-PSR
2151,174.41646,69.81977,Non-PSR
2152,272.3655,48.314487,Non-PSR
2153,141.7437,55.958195,Non-PSR
2154,268.976,52.447998,Non-PSR
2155,289.36633,13.161419,Non-PSR
2156,264.26312,57.41706,Non-PSR
2157,278.17975,41.663544,Non-PSR
2158,197.90012,73.00447,Non-PSR
2160,270.01596,53.502247,Non-PSR
2161,296.06342,-6.5502615,Non-PSR
2162,184.88858,72.42163,Non-PSR
2163,270.66888,53.070698,Non-PSR
2164,133.46016,47.95417,Non-PSR
2165,131.90678,45.64621,Non-PSR
2166,213.09946,73.280594,Non-PSR
2167,297.83554,-12.102975,Non-PSR
2169,278.91266,42.268528,Non-PSR
2170,164.99681,69.38348,Non-PSR
2171,150.92027,64.00822,Non-PSR
2172,166.3412,69.91732,Non-PSR
2174,244.59317,69.82993,Non-PSR
2175,132.52734,47.70453,Non-PSR
2176,278.44507,45.377033,Non-PSR
2177,244.50998,70.308556,Non-PSR
2179,136.7326,53.880436,Non-PSR
2180,235.61171,73.02338,Non-PSR
2181,156.0828,68.26421,Non-PSR
2182,264.86206,62.80602,Non-PSR
2183,297.2876,-7.6827135,Non-PSR
2186,287.67258,27.476866,Non-PSR
2187,286.2607,31.725615,Non-PSR
2188,164.95107,71.46821,Non-PSR
2189,289.2425,22.953276,Non-PSR
2190,285.5158,34.226566,Non-PSR
2191,296.97437,-5.8519363,Non-PSR
2192,276.63556,52.180355,Non-PSR
2193,211.92279,75.96683,Non-PSR
2194,239.93759,73.27358,Non-PSR
2195,137.08682,55.96389,Non-PSR
2196,219.4086,75.86598,Non-PSR
2197,290.39105,20.868753,Non-PSR
2199,221.15736,75.97659,Non-PSR
2200,159.09573,70.68706,Non-PSR
2201,292.62973,13.261557,Non-PSR
2203,260.5561,67.742645,Non-PSR
2205,281.5107,46.574707,Non-PSR
2206,136.88794,56.48576,Non-PSR
2207,284.7884,39.50566,Non-PSR
2209,202.95294,76.815445,Non-PSR
2210,279.06567,51.445286,Non-PSR
2212,183.97244,75.9961,Non-PSR
2213,125.73963,35.872074,Non-PSR
2214,280.78442,49.284348,Non-PSR
2215,145.55359,64.98464,Non-PSR
2216,286.994,35.17785,Non-PSR
2217,166.35924,73.50753,Non-PSR
2218,273.792,59.406197,Non-PSR
2219,160.51598,72.04448,Non-PSR
2220,135.41042,55.406105,Non-PSR
2221,289.2212,28.623554,Non-PSR
2225,289.972,27.148205,Non-PSR
2228,134.20836,54.26556,Non-PSR
2229,286.77667,38.337658,Non-PSR
2232,145.1829,66.36345,Non-PSR
2234,267.10828,67.4486,Non-PSR
2235,265.15372,68.59494,Non-PSR
2236,287.39554,38.831455,Non-PSR
2238,287.18018,39.570137,Non-PSR
2239,199.41635,78.375595,Non-PSR
2240,281.09805,53.269104,Non-PSR
2241,274.73035,62.051453,Non-PSR
2242,261.36893,71.14479,Non-PSR
2243,241.32011,76.45959,Non-PSR
2244,284.9548,46.608162,Non-PSR
2245,279.41898,57.01627,Non-PSR
2246,257.9929,72.86459,Non-PSR
2247,148.9031,69.86154,Non-PSR
2248,160.80873,74.44116,Non-PSR
2250,133.4325,55.614964,Non-PSR
2251,265.04263,70.568306,Non-PSR
2252,292.9142,22.509947,Non-PSR
2256,264.73477,71.04662,Non-PSR
2257,282.83475,53.859417,Non-PSR
2261,290.41608,35.163807,Non-PSR
2262,177.84662,78.3601,Non-PSR
2263,283.1283,55.75389,Non-PSR
2267,280.74023,59.86798,Non-PSR
2268,289.86975,39.277054,Non-PSR
2271,191.97168,79.99064,Non-PSR
2273,300.64862,-15.500145,Non-PSR
2275,131.90018,55.01765,Non-PSR
2278,288.818,43.834675,Non-PSR
2279,291.57898,34.02211,Non-PSR
2280,135.78375,61.354736,Non-PSR
2281,295.37903,15.747565,Non-PSR
2282,151.56488,73.39977,Non-PSR
2283,126.23373,40.720913,Non-PSR
2285,253.83322,76.89334,Non-PSR
2290,294.2238,24.172247,Non-PSR
2291,292.2196,34.454113,Non-PSR
2292,155.34424,75.490295,Non-PSR
2293,291.348,38.533722,Non-PSR
2294,237.1243,80.04279,Non-PSR
2295,226.06207,80.85799,Non-PSR
2296,288.8971,47.774963,Non-PSR
2297,136.93666,64.58745,Non-PSR
2298,292.39905,35.77744,Non-PSR
2300,268.8262,73.431595,Non-PSR
2301,129.56668,52.243935,Non-PSR
2302,295.78705,18.593267,Non-PSR
2306,261.55182,76.79078,Non-PSR
2307,137.38763,66.05297,Non-PSR
2308,277.58344,68.589645,Non-PSR
2309,164.4363,78.80186,Non-PSR
2310,295.17453,24.795141,Non-PSR
2311,291.0207,44.48249,Non-PSR
2312,285.62933,58.965683,Non-PSR
2313,275.98172,70.51303,Non-PSR
2319,188.8493,82.06005,Non-PSR
2320,285.37134,61.24517,Non-PSR
2321,286.07556,60.464108,Non-PSR
2323,137.22037,67.7693,Non-PSR
2324,155.96074,78.08101,Non-PSR
2325,297.41354,14.070312,Non-PSR
2326,287.56403,58.700855,Non-PSR
2327,282.8899,66.37793,Non-PSR
2328,129.72911,55.77556,Non-PSR
2330,126.5569,45.81558,Non-PSR
2331,163.14453,80.01147,Non-PSR
2333,296.07916,25.233273,Non-PSR
2335,186.41698,82.74093,Non-PSR
2337,201.69415,83.28413,Non-PSR
2338,297.02603,21.171497,Non-PSR
2339,284.8853,66.09182,Non-PSR
2340,279.11078,72.55489,Non-PSR
2341,277.7311,73.713776,Non-PSR
2342,282.31,70.04826,Non-PSR
2343,295.8826,31.947529,Non-PSR
2344,124.317635,36.394196,Non-PSR
2345,124.44042,37.145084,Non-PSR
2346,134.05952,66.52132,Non-PSR
2347,247.30682,82.36472,Non-PSR
2348,233.94032,83.433624,Non-PSR
2350,302.09558,-20.397455,Non-PSR
2351,255.06793,81.66161,Non-PSR
2352,139.25989,72.70947,Non-PSR
2353,296.88968,27.784737,Non-PSR
2354,296.125,33.667103,Non-PSR
2355,301.04294,-10.455269,Non-PSR
2357,130.0468,60.409664,Non-PSR
2358,285.84778,68.676704,Non-PSR
2359,293.81985,48.942688,Non-PSR
2361,298.38995,18.029991,Non-PSR
2364,124.88507,41.687805,Non-PSR
2365,132.79219,67.70827,Non-PSR
2366,291.8747,59.069447,Non-PSR
2367,289.93054,64.35104,Non-PSR
2369,299.6345,9.662609,Non-PSR
2370,232.79706,84.90608,Non-PSR
2371,283.8031,74.49032,Non-PSR
2372,144.91394,79.05227,Non-PSR
2374,281.9552,76.40654,Non-PSR
2375,126.48707,52.737633,Non-PSR
2378,190.86122,85.34356,Non-PSR
2379,131.51302,68.45979,Non-PSR
2380,298.7848,25.378664,Non-PSR
2382,279.1886,79.076004,Non-PSR
2383,130.02357,66.421906,Non-PSR
2384,293.83102,60.815758,Non-PSR
2385,300.5981,5.196961,Non-PSR
2386,295.0574,58.04954,Non-PSR
2387,136.8557,77.73624,Non-PSR
2388,301.82956,-9.692872,Non-PSR
2389,125.573105,54.124203,Non-PSR
2390,300.50992,17.123297,Non-PSR
2391,298.74963,42.77114,Non-PSR
2392,297.9322,50.71812,Non-PSR
2393,294.15402,70.13804,Non-PSR
2394,295.1923,67.4212,Non-PSR
2396,301.90872,-5.9240003,Non-PSR
2397,299.85397,36.690536,Non-PSR
2398,302.06546,-8.962316,Non-PSR
2399,129.83353,74.38699,Non-PSR
2400,137.99036,82.18834,Non-PSR
2401,299.46066,47.869183,Non-PSR
2402,296.24545,69.35174,Non-PSR
2403,123.77612,43.85349,Non-PSR
2404,130.19408,77.176216,Non-PSR
2405,132.97047,80.509544,Non-PSR
2407,299.12427,60.50809,Non-PSR
2408,301.74118,12.911367,Non-PSR
2410,294.20233,79.035034,Non-PSR
2411,124.63354,59.949482,Non-PSR
2412,299.6101,65.37822,Non-PSR
2413,300.00342,64.05921,Non-PSR
2414,301.61105,37.057938,Non-PSR
2415,125.55611,72.75067,Non-PSR
2416,123.716736,58.780327,Non-PSR
2417,123.95831,65.659836,Non-PSR
2418,124.03815,68.452965,Non-PSR
2419,302.3517,34.71921,Non-PSR
2420,301.9553,57.105606,Non-PSR
2421,124.76579,79.99196,Non-PSR
2422,302.43677,65.15855,Non-PSR
2423,124.55438,85.84071,Non-PSR
2426,302.79855,73.52531,Non-PSR
2427,302.88376,60.84464,Non-PSR
2429,122.315796,64.10881,Non-PSR
2431,303.3842,23.302856,Non-PSR
2432,304.40717,66.31565,Non-PSR
2433,122.45342,54.420795,Non-PSR
2434,110.33515,87.57076,Non-PSR
2435,303.77948,40.77999,Non-PSR
2436,311.22537,85.00239,Non-PSR
2438,303.20758,-8.823208,Non-PSR
2439,303.58548,18.42324,Non-PSR
2440,306.1362,74.4995,Non-PSR
2442,303.53198,3.5464783,Non-PSR
2443,305.09515,57.063187,Non-PSR
2444,304.80777,51.078712,Non-PSR
2447,116.03266,80.279785,Non-PSR
2448,329.06876,86.76989,Non-PSR
2449,108.646835,84.47607,Non-PSR
2450,121.46024,55.746292,Non-PSR
2453,305.35202,44.842037,Non-PSR
2454,306.36105,57.95563,Non-PSR
2455,120.20324,65.37114,Non-PSR
2456,305.1925,40.51343,Non-PSR
2458,305.22446,39.645054,Non-PSR
2459,304.9746,30.448862,Non-PSR
2460,304.76685,25.018347,Non-PSR
2461,315.53674,80.55882,Non-PSR
2462,312.69138,76.97024,Non-PSR
2463,116.77753,72.7788,Non-PSR
2464,114.960464,76.02209,Non-PSR
2466,104.76232,83.15385,Non-PSR
2467,121.47126,48.064285,Non-PSR
2469,119.95104,59.247356,Non-PSR
2471,349.2552,86.35581,Non-PSR
2473,305.13614,16.451782,Non-PSR
2474,304.72006,7.1765604,Non-PSR
2475,108.73597,79.70775,Non-PSR
2476,306.65637,38.56909,Non-PSR
2477,305.39087,18.914377,Non-PSR
2480,309.33878,58.892933,Non-PSR
2481,307.1347,41.630726,Non-PSR
2482,117.66698,65.676575,Non-PSR
2485,122.06125,38.211914,Non-PSR
2487,316.12103,73.7165,Non-PSR
2488,307.65115,40.921585,Non-PSR
2490,306.0789,19.777737,Non-PSR
2491,304.58887,-4.291071,Non-PSR
2492,101.2219,80.60517,Non-PSR
2497,111.192665,73.63027,Non-PSR
2498,103.36186,79.11583,Non-PSR
2499,319.5743,74.173965,Non-PSR
2500,310.21295,50.631603,Non-PSR
2501,85.679886,83.33186,Non-PSR
2502,5.946135,85.11844,Non-PSR
2503,305.65494,6.8829904,Non-PSR
2504,117.0822,61.65677,Non-PSR
2505,313.76718,63.026894,Non-PSR
2506,86.06342,83.10774,Non-PSR
2508,105.88858,76.544586,Non-PSR
2509,341.09335,82.26807,Non-PSR
2511,309.3587,40.671482,Non-PSR
2513,309.85373,43.570282,Non-PSR
2514,113.39551,68.26298,Non-PSR
2516,309.20505,38.7656,Non-PSR
2517,313.05838,58.03018,Non-PSR
2518,1.9950919,83.78184,Non-PSR
2519,307.55753,20.048088,Non-PSR
2520,306.50006,9.142205,Non-PSR
2521,324.1331,73.4637,Non-PSR
2522,313.5148,54.821365,Non-PSR
2523,305.63324,-1.0863967,Non-PSR
2525,308.79752,28.9542,Non-PSR
2526,63.740963,83.67682,Non-PSR
2529,87.12543,80.76208,Non-PSR
2531,311.9037,44.728237,Non-PSR
2532,119.099205,49.01324,Non-PSR
2534,313.28482,49.740444,Non-PSR
2536,317.6719,61.304504,Non-PSR
2537,331.03265,75.38394,Non-PSR
2538,121.03249,39.035023,Non-PSR
2541,78.69794,81.20573,Non-PSR
2542,358.87457,81.68846,Non-PSR
2543,311.1566,35.69436,Non-PSR
2544,72.95112,81.58643,Non-PSR
2545,121.85988,33.780006,Non-PSR
2546,325.91034,70.19059,Non-PSR
2547,316.74078,55.93513,Non-PSR
2548,315.63458,52.492626,Non-PSR
2549,314.2513,47.876286,Non-PSR
2550,313.74533,45.92404,Non-PSR
2551,322.78503,66.280396,Non-PSR
2552,54.9945,82.59555,Non-PSR
2553,334.69104,74.919426,Non-PSR
2555,107.57571,68.307816,Non-PSR
2557,309.52875,19.418201,Non-PSR
2558,319.84973,59.287895,Non-PSR
2560,333.7888,73.28856,Non-PSR
2562,319.11826,56.69352,Non-PSR
2563,308.33374,9.562014,Non-PSR
2564,3.2688563,80.54198,Non-PSR
2565,22.889914,81.66059,Non-PSR
2567,309.4074,14.9434595,Non-PSR
2568,308.19275,6.3682876,Non-PSR
2569,320.08588,56.093014,Non-PSR
2571,306.2549,-7.437637,Non-PSR
2572,118.11278,46.72242,Non-PSR
2573,101.53626,70.79045,Non-PSR
2574,64.97958,80.25019,Non-PSR
2575,109.051674,64.04282,Non-PSR
2576,50.887096,81.014786,Non-PSR
2578,112.30023,59.40952,Non-PSR
2579,317.58234,48.30704,Non-PSR
2580,348.04065,76.39486,Non-PSR
2581,321.9776,57.649055,Non-PSR
2582,320.44443,54.699432,Non-PSR
2583,321.3662,56.24916,Non-PSR
2584,104.06353,68.23285,Non-PSR
2585,318.2336,48.700863,Non-PSR
2586,307.08167,-3.9028738,Non-PSR
2587,37.13941,80.69822,Non-PSR
2588,107.119644,64.87263,Non-PSR
2590,312.68237,26.706848,Non-PSR
2591,111.19847,59.563015,Non-PSR
2595,314.1853,32.080006,Non-PSR
2598,14.847281,79.19453,Non-PSR
2599,3.9317925,78.017395,Non-PSR
2601,109.35706,60.856728,Non-PSR
2602,305.39246,-15.394081,Non-PSR
2603,320.03772,48.377666,Non-PSR
2604,317.60916,41.59727,Non-PSR
2605,115.3241,50.864384,Non-PSR
2607,341.42117,71.12667,Non-PSR
2608,316.67987,37.58958,Non-PSR
2609,316.06558,35.3157,Non-PSR
2610,326.93893,58.956375,Non-PSR
2611,320.03497,46.2235,Non-PSR
2612,95.992165,70.307045,Non-PSR
2613,325.68964,56.510666,Non-PSR
2614,118.50603,42.135063,Non-PSR
2615,87.2826,73.517265,Non-PSR
2616,108.39648,60.43506,Non-PSR
2618,318.46982,40.45592,Non-PSR
2619,340.15067,68.818016,Non-PSR
2620,334.21606,64.79888,Non-PSR
2622,109.89737,57.869682,Non-PSR
2624,114.65316,50.17656,Non-PSR
2625,305.9643,-14.453193,Non-PSR
2626,320.46527,43.66898,Non-PSR
2627,314.58237,24.734953,Non-PSR
2630,95.089455,69.20411,Non-PSR
2631,315.599,27.589863,Non-PSR
2632,338.2327,66.17521,Non-PSR
2634,309.65878,1.7061795,Non-PSR
2636,317.05457,31.356277,Non-PSR
2638,315.0161,23.68577,Non-PSR
2641,307.46503,-9.524894,Non-PSR
2642,324.87054,48.861893,Non-PSR
2644,51.22016,76.55485,Non-PSR
2646,333.62628,59.75962,Non-PSR
2647,347.39423,68.775116,Non-PSR
2648,323.56876,44.971302,Non-PSR
2650,318.43866,31.83797,Non-PSR
2651,106.181984,59.411304,Non-PSR
2652,43.568176,76.53639,Non-PSR
2653,319.18155,33.224144,Non-PSR
2654,314.42447,17.267063,Non-PSR
2655,75.88021,73.26477,Non-PSR
2656,354.99088,70.88546,Non-PSR
2657,106.042015,59.046135,Non-PSR
2658,309.04355,-4.5408626,Non-PSR
2659,315.79724,21.694191,Non-PSR
2660,115.02512,46.58385,Non-PSR
2661,332.83255,57.061745,Non-PSR
2662,73.80406,73.364426,Non-PSR
2663,327.1797,49.168896,Non-PSR
2666,324.18802,42.732685,Non-PSR
2669,9.152566,73.04521,Non-PSR
2671,337.4096,59.827293,Non-PSR
2673,118.00869,39.777718,Non-PSR
2676,104.446175,58.88395,Non-PSR
2677,327.9735,47.668278,Non-PSR
2678,338.80212,60.090385,Non-PSR
2679,80.099884,70.75095,Non-PSR
2680,317.5809,23.149374,Non-PSR
2683,316.9147,20.816303,Non-PSR
2685,312.52502,5.4897704,Non-PSR
2687,318.00162,23.52468,Non-PSR
2688,330.2646,49.874104,Non-PSR
2691,325.5946,41.25829,Non-PSR
2692,2.5889132,70.09433,Non-PSR
2693,319.56934,27.055784,Non-PSR
2695,85.62245,68.2178,Non-PSR
2699,111.499146,49.56182,Non-PSR
2700,343.34927,61.003998,Non-PSR
2702,333.48062,51.752598,Non-PSR
2705,323.59265,34.716763,Non-PSR
2706,327.5395,42.35023,Non-PSR
2707,318.3715,21.033115,Non-PSR
2708,6.04595,69.665016,Non-PSR
2710,317.44412,17.689692,Non-PSR
2716,333.89413,50.296444,Non-PSR
2719,343.17108,58.619164,Non-PSR
2720,2.709985,67.78868,Non-PSR
2721,41.496754,72.48468,Non-PSR
2722,107.94738,52.500595,Non-PSR
2724,335.124,50.398525,Non-PSR
2726,98.1735,60.2614,Non-PSR
2727,72.29781,69.62061,Non-PSR
2729,115.83426,41.54716,Non-PSR
2730,94.550095,62.095963,Non-PSR
2731,311.32938,-3.8016832,Non-PSR
2736,91.21305,63.105434,Non-PSR
2738,2.274076,65.89202,Non-PSR
2739,326.5254,34.66357,Non-PSR
2743,33.69584,70.599075,Non-PSR
2745,341.58008,53.65509,Non-PSR
2746,63.21207,69.599205,Non-PSR
2747,322.45685,24.468801,Non-PSR
2750,117.02572,38.575043,Non-PSR
2752,349.93033,59.3378,Non-PSR
2753,336.80557,48.35684,Non-PSR
2754,69.84806,68.412506,Non-PSR
2755,316.49323,8.642742,Non-PSR
2756,98.29891,58.30302,Non-PSR
2759,352.23233,60.258114,Non-PSR
2761,307.1563,-17.219162,Non-PSR
2764,318.69992,13.86277,Non-PSR
2765,335.38416,45.80384,Non-PSR
2766,318.03525,11.876802,Non-PSR
2767,53.38123,69.632706,Non-PSR
2770,101.84902,55.211433,Non-PSR
2771,119.101006,34.594646,Non-PSR
2772,67.30788,68.049034,Non-PSR
2773,83.93665,64.13391,Non-PSR
2774,307.59653,-16.469435,Non-PSR
2775,332.07303,39.72544,Non-PSR
2776,44.433765,69.50134,Non-PSR
2777,351.45593,58.402985,Non-PSR
2778,8.0074625,65.045395,Non-PSR
2781,311.47894,-6.8412933,Non-PSR
2782,63.4706,68.17862,Non-PSR
2783,345.1888,53.643364,Non-PSR
2784,57.56163,68.529755,Non-PSR
2785,63.67189,67.84317,Non-PSR
2786,29.49318,68.20423,Non-PSR
2787,332.65866,38.870132,Non-PSR
2788,325.1789,25.587687,Non-PSR
2789,325.58463,26.345203,Non-PSR
2791,321.44855,17.269459,Non-PSR
2792,12.518718,65.21632,Non-PSR
2793,77.503876,64.90098,Non-PSR
2794,114.529175,41.015717,Non-PSR
2795,96.06919,57.63518,Non-PSR
2796,326.6146,27.337645,Non-PSR
2800,326.7395,26.872751,Non-PSR
2802,90.90875,59.535084,Non-PSR
2803,115.72146,38.86891,Non-PSR
2804,334.37244,38.572685,Non-PSR
2806,75.07507,64.26976,Non-PSR
2807,21.353075,65.28432,Non-PSR
2808,108.16285,47.37731,Non-PSR
2809,111.79046,43.47408,Non-PSR
2810,22.675241,65.29095,Non-PSR
2811,103.55964,51.217705,Non-PSR
2813,305.86087,-21.533092,Non-PSR
2814,29.821815,65.900955,Non-PSR
2815,97.727936,55.01141,Non-PSR
2816,328.15265,26.131447,Non-PSR
2817,323.31693,16.46529,Non-PSR
2818,63.609264,65.23628,Non-PSR
2820,68.827675,64.42058,Non-PSR
2821,331.65167,31.355055,Non-PSR
2822,88.081825,59.17961,Non-PSR
2823,324.5578,18.374931,Non-PSR
2824,332.72372,32.79237,Non-PSR
2825,337.8833,39.874413,Non-PSR
2826,325.19363,19.326567,Non-PSR
