,GLON,GLAT,PSRness
4459,14.489909,-32.160294,Non-PSR
4460,109.927444,21.22266,Non-PSR
4462,74.20847,-1.9660773,Non-PSR
4467,25.915773,-29.63952,Non-PSR
4469,86.405014,6.091278,Non-PSR
4472,38.691944,-24.838596,Non-PSR
4474,39.986713,-24.298544,Non-PSR
4475,30.298084,-28.435837,Non-PSR
4478,28.549232,-29.18892,Non-PSR
4479,62.215233,-11.525653,Non-PSR
4480,17.70456,-32.559765,Non-PSR
4481,359.8297,-35.669113,Non-PSR
4482,56.146126,-15.788286,Non-PSR
4485,98.14792,13.485569,Non-PSR
4486,56.136932,-16.54951,Non-PSR
4487,359.12744,-36.403954,Non-PSR
4488,40.757584,-25.195171,Non-PSR
4491,55.405476,-17.243263,Non-PSR
4492,86.705315,5.0116396,Non-PSR
4495,100.65727,14.796309,Non-PSR
4496,9.606739,-35.543823,Non-PSR
4498,40.914257,-25.942455,Non-PSR
4500,88.79529,5.9992723,Non-PSR
4501,35.304592,-28.736252,Non-PSR
4503,89.691315,6.5247626,Non-PSR
4505,339.59637,-37.056786,Non-PSR
4507,353.74606,-37.63069,Non-PSR
4508,323.14536,-34.23009,Non-PSR
4509,19.732859,-34.196915,Non-PSR
4511,28.771372,-31.591946,Non-PSR
4514,320.7329,-33.7194,Non-PSR
4515,4.803713,-37.23536,Non-PSR
4516,67.77999,-10.80682,Non-PSR
4519,61.231667,-15.58361,Non-PSR
4520,343.7553,-37.785988,Non-PSR
4521,44.625507,-25.50552,Non-PSR
4526,46.611267,-24.758228,Non-PSR
4529,56.341835,-19.18796,Non-PSR
4530,21.671547,-34.85447,Non-PSR
4535,36.82455,-30.1918,Non-PSR
4536,358.1209,-38.69227,Non-PSR
4540,12.763721,-37.387333,Non-PSR
4542,326.61984,-35.84941,Non-PSR
4543,62.404034,-16.650513,Non-PSR
4544,46.854065,-26.378036,Non-PSR
4545,56.705322,-20.70881,Non-PSR
4547,51.390198,-23.974163,Non-PSR
4549,18.911219,-36.767647,Non-PSR
4553,341.8968,-38.998287,Non-PSR
4555,55.427185,-22.283302,Non-PSR
4558,73.34503,-9.85284,Non-PSR
4559,105.45197,16.103086,Non-PSR
4562,48.423935,-27.034742,Non-PSR
4563,47.92166,-27.450445,Non-PSR
4564,62.534397,-18.57836,Non-PSR
4566,352.60315,-40.383987,Non-PSR
4569,350.19595,-40.322487,Non-PSR
4571,46.429924,-28.55752,Non-PSR
4572,12.244465,-39.371586,Non-PSR
4573,89.325066,2.7545092,Non-PSR
4574,41.12548,-31.313927,Non-PSR
4578,33.405766,-34.756004,Non-PSR
4581,57.695045,-23.515368,Non-PSR
4582,15.773341,-39.871773,Non-PSR
4584,87.94818,0.33776525,Non-PSR
4585,52.925144,-26.932774,Non-PSR
4586,26.27754,-38.059246,Non-PSR
4587,37.87332,-34.409,Non-PSR
4588,332.69885,-38.9497,Non-PSR
4590,7.855509,-41.4074,Non-PSR
4591,47.375843,-30.317177,Non-PSR
4593,50.725914,-28.664259,Non-PSR
4594,346.51154,-41.445946,Non-PSR
4596,71.751,-14.9333725,Non-PSR
4597,359.79587,-42.485485,Non-PSR
4599,81.107956,-7.200247,Non-PSR
4601,22.18626,-40.2245,Non-PSR
4602,63.520157,-21.742493,Non-PSR
4603,47.384087,-31.586992,Non-PSR
4604,327.52386,-38.162235,Non-PSR
4605,54.85074,-27.764229,Non-PSR
4607,306.41257,-29.181885,Non-PSR
4608,39.654747,-35.48239,Non-PSR
4609,58.15185,-25.919186,Non-PSR
4610,54.408962,-28.25181,Non-PSR
4613,58.697437,-26.309464,Non-PSR
4615,77.99067,-11.884299,Non-PSR
4616,75.74165,-13.905406,Non-PSR
4617,69.391174,-19.22319,Non-PSR
4620,62.63912,-24.420252,Non-PSR
4621,76.61727,-13.320589,Non-PSR
4622,349.0046,-43.361046,Non-PSR
4623,50.11776,-32.31045,Non-PSR
4625,79.81749,-10.650599,Non-PSR
4628,100.475365,8.854367,Non-PSR
4629,34.8878,-39.229996,Non-PSR
4630,12.4435425,-43.87385,Non-PSR
4632,51.996044,-31.908512,Non-PSR
4633,97.54317,5.9310927,Non-PSR
4635,44.109062,-36.026638,Non-PSR
4636,11.707392,-44.1905,Non-PSR
4637,89.82255,-1.9164702,Non-PSR
4638,40.10079,-37.8871,Non-PSR
4640,38.124146,-38.865406,Non-PSR
4641,69.25126,-21.242342,Non-PSR
4643,57.9979,-30.10824,Non-PSR
4644,13.958608,-44.99923,Non-PSR
4648,3.218912,-45.98888,Non-PSR
4649,353.58865,-45.61936,Non-PSR
4650,69.903015,-22.428642,Non-PSR
4651,334.7099,-42.4824,Non-PSR
4652,83.35042,-10.556593,Non-PSR
4656,318.94138,-36.858387,Non-PSR
4657,358.38214,-46.668903,Non-PSR
4658,326.69656,-40.256115,Non-PSR
4660,19.994762,-45.850338,Non-PSR
4662,43.87576,-39.673843,Non-PSR
4663,23.554085,-45.463085,Non-PSR
4664,341.89316,-44.84697,Non-PSR
4665,76.83379,-18.444273,Non-PSR
4666,76.34408,-18.950415,Non-PSR
4668,67.796265,-26.391457,Non-PSR
4669,105.18094,10.986431,Non-PSR
4670,52.3911,-36.53499,Non-PSR
4671,327.90118,-41.117413,Non-PSR
4672,28.944061,-45.07269,Non-PSR
4673,347.53693,-46.399708,Non-PSR
4674,55.252216,-35.5812,Non-PSR
4675,47.50757,-39.469254,Non-PSR
4676,13.969905,-47.901432,Non-PSR
4677,84.74209,-12.233765,Non-PSR
4678,30.158794,-45.844017,Non-PSR
4679,358.31622,-48.328983,Non-PSR
4681,324.79556,-40.561882,Non-PSR
4682,80.892044,-17.18531,Non-PSR
4684,328.62253,-42.275753,Non-PSR
4685,6.0503583,-49.072483,Non-PSR
4686,91.426544,-5.961761,Non-PSR
4687,86.07794,-12.015258,Non-PSR
4689,23.493814,-47.981167,Non-PSR
4690,50.914684,-39.78229,Non-PSR
4691,73.76581,-24.388187,Non-PSR
4692,340.21964,-46.12818,Non-PSR
4693,2.9292789,-49.272335,Non-PSR
4695,72.112946,-26.081432,Non-PSR
4696,84.012665,-14.724721,Non-PSR
4697,82.600204,-16.30174,Non-PSR
4699,313.54895,-34.921036,Non-PSR
4700,11.463468,-49.62717,Non-PSR
4701,66.03624,-31.549995,Non-PSR
4702,63.54123,-33.406914,Non-PSR
4703,38.387386,-45.636597,Non-PSR
4704,40.66199,-44.949947,Non-PSR
4705,65.80804,-32.24096,Non-PSR
4706,315.80112,-36.533775,Non-PSR
4707,48.475033,-42.425808,Non-PSR
4708,63.687557,-34.23126,Non-PSR
4709,55.55051,-39.274982,Non-PSR
4710,102.62211,5.6070414,Non-PSR
4711,60.551502,-36.612793,Non-PSR
4712,74.4947,-26.044912,Non-PSR
4713,40.60336,-45.92351,Non-PSR
4714,35.77106,-47.475456,Non-PSR
4715,20.590654,-50.217846,Non-PSR
4716,68.10278,-31.73128,Non-PSR
4718,90.71521,-9.40151,Non-PSR
4719,17.082272,-50.770424,Non-PSR
4721,43.589497,-45.449512,Non-PSR
4722,73.69499,-27.690315,Non-PSR
4723,57.037228,-39.74783,Non-PSR
4724,44.452965,-45.623386,Non-PSR
4725,106.324745,9.01897,Non-PSR
4726,74.91409,-27.782812,Non-PSR
4727,321.36554,-40.567127,Non-PSR
4728,57.741753,-40.341774,Non-PSR
4729,48.37611,-44.99504,Non-PSR
4730,84.76442,-18.24031,Non-PSR
4731,40.634426,-48.02527,Non-PSR
4732,17.730843,-52.24336,Non-PSR
4733,20.238945,-52.10984,Non-PSR
4735,349.2854,-50.858196,Non-PSR
4736,78.25296,-26.012667,Non-PSR
4737,69.27472,-34.009224,Non-PSR
4738,27.40992,-51.612057,Non-PSR
4740,307.95874,-31.71162,Non-PSR
4741,97.65456,-3.5490253,Non-PSR
4742,92.600746,-10.444112,Non-PSR
4743,336.45056,-48.045532,Non-PSR
4744,75.68148,-29.639492,Non-PSR
4745,108.10746,9.9513035,Non-PSR
4746,64.68271,-38.656315,Non-PSR
4747,89.305046,-15.181251,Non-PSR
4750,59.90249,-42.41217,Non-PSR
4751,93.8545,-10.138291,Non-PSR
4753,339.91895,-49.90619,Non-PSR
4754,61.595863,-41.687332,Non-PSR
4756,64.71281,-39.91976,Non-PSR
4759,94.32097,-10.204122,Non-PSR
4760,55.649834,-45.539967,Non-PSR
4761,344.47772,-51.551514,Non-PSR
4763,87.49749,-19.553915,Non-PSR
4764,61.30206,-42.94579,Non-PSR
4765,44.931927,-50.224983,Non-PSR
4766,319.2962,-40.98466,Non-PSR
4767,82.24343,-26.079859,Non-PSR
4768,317.10764,-39.592556,Non-PSR
4770,85.163315,-22.986038,Non-PSR
4771,68.54599,-38.800877,Non-PSR
4772,26.486307,-54.569332,Non-PSR
4773,348.0459,-53.024975,Non-PSR
4775,68.13568,-39.981186,Non-PSR
4776,105.1843,3.708281,Non-PSR
4778,87.93132,-21.106506,Non-PSR
4779,83.50582,-26.447838,Non-PSR
4781,80.51595,-30.313402,Non-PSR
4783,79.457405,-31.634417,Non-PSR
4784,59.000404,-46.803753,Non-PSR
4786,86.819084,-23.863573,Non-PSR
4788,340.35318,-52.383114,Non-PSR
4789,9.548246,-57.24028,Non-PSR
4791,109.58522,8.831705,Non-PSR
4792,65.220085,-44.604538,Non-PSR
4793,104.46763,0.77289206,Non-PSR
4794,50.031834,-52.067787,Non-PSR
4795,68.39263,-42.893845,Non-PSR
4796,50.644466,-52.271626,Non-PSR
4797,83.19211,-30.058401,Non-PSR
4798,58.942257,-48.832916,Non-PSR
4800,110.53496,9.713673,Non-PSR
4801,67.15557,-44.46487,Non-PSR
4802,65.83239,-45.37571,Non-PSR
4804,18.10496,-58.515152,Non-PSR
4805,65.82816,-45.742004,Non-PSR
4806,84.40957,-29.792854,Non-PSR
4807,43.123074,-55.38391,Non-PSR
4809,85.03043,-29.301596,Non-PSR
4810,319.3744,-43.117466,Non-PSR
4811,55.234726,-51.707024,Non-PSR
4812,311.30557,-36.480606,Non-PSR
4813,352.21976,-57.10318,Non-PSR
4814,107.77313,4.06984,Non-PSR
4815,77.438484,-38.583153,Non-PSR
4816,37.365078,-57.65388,Non-PSR
4817,79.00779,-37.212517,Non-PSR
4819,50.55684,-54.677193,Non-PSR
4820,25.290482,-59.528767,Non-PSR
4823,59.330734,-51.583557,Non-PSR
4824,83.16829,-33.849815,Non-PSR
4825,344.46588,-56.08469,Non-PSR
4826,6.342658,-59.90193,Non-PSR
4827,43.625168,-57.24788,Non-PSR
4828,90.11948,-25.649616,Non-PSR
4829,32.785168,-59.29519,Non-PSR
4830,47.88109,-56.21569,Non-PSR
4831,95.13651,-18.389242,Non-PSR
4833,0.60736054,-59.586624,Non-PSR
4837,331.8882,-52.094418,Non-PSR
4838,103.00204,-6.18626,Non-PSR
4840,51.47592,-56.164474,Non-PSR
4842,345.0642,-57.260315,Non-PSR
4844,98.18576,-15.192176,Non-PSR
4845,91.87321,-25.193033,Non-PSR
4848,28.36774,-61.39348,Non-PSR
4849,359.67474,-60.751774,Non-PSR
4850,52.618813,-56.74393,Non-PSR
4851,29.561556,-61.371666,Non-PSR
4852,86.58174,-33.366913,Non-PSR
4853,98.504,-15.801693,Non-PSR
4854,89.75994,-29.544258,Non-PSR
4855,69.32374,-49.358288,Non-PSR
4856,44.51692,-59.460632,Non-PSR
4857,83.82254,-37.418194,Non-PSR
4858,337.39822,-55.833683,Non-PSR
4859,70.10557,-49.741627,Non-PSR
4861,100.72736,-13.254856,Non-PSR
4862,13.814165,-62.947548,Non-PSR
4863,88.25715,-33.383698,Non-PSR
4865,53.195713,-58.183277,Non-PSR
4866,327.02625,-51.309032,Non-PSR
4868,98.25424,-18.561832,Non-PSR
4869,353.75626,-61.174088,Non-PSR
4870,86.402405,-36.33574,Non-PSR
4873,23.751673,-63.319077,Non-PSR
4874,340.6581,-57.94625,Non-PSR
4875,14.737649,-63.60705,Non-PSR
4876,99.641426,-16.887243,Non-PSR
4877,83.275925,-40.797672,Non-PSR
4878,54.873833,-58.732952,Non-PSR
4879,95.8819,-24.037415,Non-PSR
4880,84.5785,-39.86206,Non-PSR
4881,86.11852,-38.18486,Non-PSR
4882,101.23984,-14.783358,Non-PSR
4883,25.514374,-64.15624,Non-PSR
4885,91.629585,-31.532156,Non-PSR
4887,24.989231,-64.45298,Non-PSR
4888,315.08786,-42.987804,Non-PSR
4889,41.530987,-62.895115,Non-PSR
4890,84.62112,-41.06331,Non-PSR
4892,80.569115,-45.496487,Non-PSR
4893,24.359741,-64.92484,Non-PSR
4894,3.9459403,-64.2682,Non-PSR
4895,330.96945,-55.12681,Non-PSR
4896,307.01282,-33.42676,Non-PSR
4897,5.8522234,-64.75044,Non-PSR
4898,50.675106,-61.79319,Non-PSR
4899,101.25155,-17.241013,Non-PSR
4900,96.83491,-25.569977,Non-PSR
4901,64.4806,-57.33167,Non-PSR
4902,114.17737,10.172473,Non-PSR
4903,71.802765,-53.51244,Non-PSR
4906,45.83816,-63.682007,Non-PSR
4909,81.21503,-47.698666,Non-PSR
4910,100.35355,-21.065008,Non-PSR
4911,60.91406,-60.608707,Non-PSR
4912,59.465893,-61.38054,Non-PSR
4913,88.84228,-41.039948,Non-PSR
4914,86.58234,-44.32281,Non-PSR
4915,2.9343524,-66.526886,Non-PSR
4917,79.34671,-52.0682,Non-PSR
4918,100.413605,-24.023064,Non-PSR
4920,96.534355,-31.627327,Non-PSR
4922,314.93686,-45.393166,Non-PSR
4923,103.21973,-19.332947,Non-PSR
4924,343.89462,-63.58533,Non-PSR
4925,90.53406,-41.90976,Non-PSR
4926,334.6871,-60.496548,Non-PSR
4930,331.74625,-59.351772,Non-PSR
4932,342.10312,-63.765793,Non-PSR
4935,94.46838,-38.409805,Non-PSR
4936,348.43976,-65.940125,Non-PSR
4937,74.24928,-58.843536,Non-PSR
4938,93.06248,-41.331345,Non-PSR
4940,318.97894,-51.081345,Non-PSR
4941,108.87489,-9.204884,Non-PSR
4942,55.746677,-66.54641,Non-PSR
4943,317.60803,-49.849125,Non-PSR
4944,101.68581,-27.077976,Non-PSR
4945,99.697105,-31.23183,Non-PSR
4947,106.663086,-15.358677,Non-PSR
4948,71.709564,-61.284405,Non-PSR
4949,102.9235,-24.789576,Non-PSR
4950,334.59583,-62.052395,Non-PSR
4953,77.74508,-58.228996,Non-PSR
4954,73.92467,-60.520443,Non-PSR
4955,106.06819,-17.804655,Non-PSR
4958,350.1928,-67.58003,Non-PSR
4959,89.02081,-49.05167,Non-PSR
4960,47.738155,-69.10543,Non-PSR
4961,105.502754,-19.98307,Non-PSR
4962,335.9466,-63.239315,Non-PSR
4963,1.7202271,-69.71118,Non-PSR
4964,95.10169,-41.446236,Non-PSR
4965,96.0312,-39.988037,Non-PSR
4966,113.11826,0.8723348,Non-PSR
4967,83.654495,-55.02185,Non-PSR
4969,80.476326,-57.75372,Non-PSR
4971,108.45205,-13.204274,Non-PSR
4972,87.26658,-52.212,Non-PSR
4973,9.938205,-70.96171,Non-PSR
4974,91.1394,-47.973736,Non-PSR
4975,349.4367,-68.205925,Non-PSR
4976,90.80901,-49.12484,Non-PSR
4977,105.541725,-22.160015,Non-PSR
4978,331.9932,-62.307026,Non-PSR
4979,335.6278,-64.027466,Non-PSR
4980,113.19842,-0.29441524,Non-PSR
4981,45.887123,-70.5138,Non-PSR
4982,118.63252,15.805905,Non-PSR
4983,39.517097,-71.34525,Non-PSR
4984,19.600815,-71.99709,Non-PSR
4985,93.04232,-47.07334,Non-PSR
4987,356.66183,-70.1192,Non-PSR
4988,44.82061,-70.971985,Non-PSR
4989,57.634296,-68.8043,Non-PSR
4990,59.82052,-68.34417,Non-PSR
4991,81.142914,-59.202515,Non-PSR
4993,346.79962,-68.418884,Non-PSR
4995,91.88613,-50.556854,Non-PSR
4996,96.57156,-44.384045,Non-PSR
4997,39.68088,-72.43524,Non-PSR
4998,84.37257,-58.540962,Non-PSR
5000,308.5889,-39.919132,Non-PSR
5001,101.73723,-35.83098,Non-PSR
5002,345.51532,-69.138245,Non-PSR
5005,84.288155,-59.756374,Non-PSR
5006,90.03112,-54.692966,Non-PSR
5007,101.24911,-38.396282,Non-PSR
5008,309.51974,-42.134506,Non-PSR
5009,29.446058,-73.96072,Non-PSR
5011,89.99851,-55.501038,Non-PSR
5013,108.1309,-21.919296,Non-PSR
5014,119.84325,17.814342,Non-PSR
5015,20.8152,-74.52255,Non-PSR
5018,107.4265,-26.181387,Non-PSR
5019,320.79025,-58.314156,Non-PSR
5020,94.06728,-53.269043,Non-PSR
5021,65.67626,-70.98556,Non-PSR
5022,96.00563,-52.36207,Non-PSR
5023,120.06229,17.6272,Non-PSR
5024,112.8867,-9.915193,Non-PSR
5025,113.74243,-7.128064,Non-PSR
5027,65.556564,-71.89371,Non-PSR
5028,111.68143,-15.910335,Non-PSR
5029,96.00773,-54.01902,Non-PSR
5030,16.843132,-76.34773,Non-PSR
5031,307.67386,-40.58343,Non-PSR
5033,103.52169,-42.783012,Non-PSR
5034,108.2729,-30.680017,Non-PSR
5035,327.47296,-66.14589,Non-PSR
5038,72.14074,-71.854034,Non-PSR
5039,14.054829,-76.9033,Non-PSR
5040,344.11453,-72.98838,Non-PSR
5041,107.58705,-33.80828,Non-PSR
5042,81.985306,-68.165955,Non-PSR
5043,112.71354,-15.83615,Non-PSR
5044,120.83739,19.225475,Non-PSR
5047,0.22383124,-76.257484,Non-PSR
5048,111.747116,-21.063274,Non-PSR
5049,325.383,-66.01917,Non-PSR
5050,93.54832,-61.623947,Non-PSR
5051,68.37316,-74.136894,Non-PSR
5052,320.19092,-62.103905,Non-PSR
5055,328.67072,-68.35338,Non-PSR
5056,21.289448,-78.12421,Non-PSR
5057,83.67932,-69.081,Non-PSR
5058,111.66197,-23.197569,Non-PSR
5059,66.59328,-74.86357,Non-PSR
5060,112.0038,-22.389944,Non-PSR
5061,12.809109,-78.02417,Non-PSR
5062,105.51741,-43.772465,Non-PSR
5063,58.090145,-76.54286,Non-PSR
5065,345.66284,-74.919624,Non-PSR
