,Source_Name,Conf_68_SemiMajor,Conf_68_SemiMinor,Conf_95_PosAng,ROI_num,Extended_Source_Name,Signif_Avg,Pivot_Energy,Flux1000,Unc_Flux1000,Energy_Flux100,Unc_Energy_Flux100,SpectrumType,PL_Flux_Density,Unc_PL_Flux_Density,PL_Index,Unc_PL_Index,LP_Flux_Density,Unc_LP_Flux_Density,LP_Index,Unc_LP_Index,LP_beta,LP_SigCurv,PLEC_Flux_Density,Unc_PLEC_Flux_Density,PLEC_Index,Unc_PLEC_Index,PLEC_Expfactor,Unc_PLEC_Expfactor,PLEC_Exp_Index,PLEC_SigCurv,Npred,Variability_Index,Frac_Variability,Unc_Frac_Variability,CLASS1,Flags,Flux50_100,Flux300_1000,Flux1000_3000,Flux3000_10000,Flux10000_30000,Flux30000_100000,BLLness,FSRQness
2108,4FGL J1122.0-0231,0.07628917,0.058095712,86.46,1318,,5.134557,1322.9333,1.8539092e-10,4.0231606e-11,2.555289e-12,6.0258086e-13,PowerLaw,1.3506772e-13,2.7646485e-14,2.441371,0.1773299,1.1215101e-13,2.7660564e-14,2.4591992,0.11856822,-0.087869786,1.5968504,1.2941589e-13,2.6532235e-14,2.5548847,0.16740002,-0.00058141793,0.00026213893,0.6666667,1.3674005,336.54086,4.7535596,0.0,10.0,unid,1,1.064869969980009e-08,1.0052606524979524e-09,1.0293067786992793e-10,3.2395787441519275e-11,9.936520234938708e-22,8.266635639908593e-12,Non-BLL,Non-FSRQ
2109,4FGL J1122.4-6237,0.037312,0.033549964,1.09,120,,6.259313,3295.2239,7.470933e-10,1.3282987e-10,9.3102566e-12,2.1821943e-12,PowerLaw,6.172338e-14,1.0367187e-14,2.3346705,0.12906687,6.465727e-14,1.2005793e-14,2.354078,0.16132636,0.03470304,0.51177466,6.2116775e-14,1.53405e-14,2.3132734,0.132716,6.0101254e-05,0.0010211236,0.6666667,0.060839538,606.18353,10.139782,0.31945837,0.25666642,unid,12,7.084368647269912e-10,3.574630591529626e-09,6.371473348920631e-10,1.1949663480947947e-10,3.581160715193654e-11,5.351287121757586e-12,Non-BLL,Non-FSRQ
2110,4FGL J1122.5-1440,0.059884217,0.051311713,71.62,1366,,6.685147,888.2539,2.0097922e-10,3.900894e-11,3.1805138e-12,5.733552e-13,PowerLaw,4.240497e-13,6.9780885e-14,2.5577369,0.13618651,4.2036893e-13,8.124982e-14,2.5613837,0.13497987,-0.0068120533,0.08833529,4.205807e-13,7.128033e-14,2.576399,0.166355,-0.00018289659,0.0008579207,0.6666667,0.1842427,465.42392,7.032491,0.0,10.0,unid,0,3.7827511789600976e-08,1.05005781847467e-09,1.6297495297745712e-10,8.507715365535518e-12,6.702865693042348e-12,3.218260510515214e-12,Non-BLL,Non-FSRQ
2112,4FGL J1123.2-5111,0.07974284,0.052545164,54.52,1343,,4.465979,1588.4698,2.0789259e-10,4.6827715e-11,2.5305504e-12,5.8340024e-13,PowerLaw,9.3548155e-14,2.0684346e-14,2.3042762,0.14816312,1.3301532e-13,3.297574e-14,2.0724046,0.29999724,0.3350794,2.1481903,1.2497429e-13,3.0565153e-14,1.3388419,0.6195279,0.007236721,0.004893169,0.6666667,2.125471,295.86542,5.513728,0.0,10.0,unid,0,2.4525070863035126e-10,5.842118455667844e-10,1.6100239197403e-10,5.1475212980989227e-11,5.0022772382640746e-12,3.3852498917630666e-17,Non-BLL,Non-FSRQ
2115,4FGL J1123.8-4552,0.036880292,0.030836364,-88.8,1512,,10.033343,1849.3665,3.9626452e-10,5.133126e-11,4.5582357e-12,5.9640937e-13,PowerLaw,1.2365419e-13,1.5856741e-14,2.210231,0.09576283,1.3186243e-13,1.958392e-14,2.1914585,0.11065024,0.04177345,0.80883056,1.2888022e-13,1.7791936e-14,2.1106937,0.17119214,0.00056091783,0.0008472195,0.6666667,0.75895834,518.9304,8.2892475,0.16747889,0.27212006,unid,0,2.5699654210287193e-11,1.6787699008702361e-09,2.2079954531406543e-10,7.77362757498068e-11,2.425808859340961e-11,1.499536389157341e-12,Non-BLL,Non-FSRQ
2127,4FGL J1125.2+2557,0.121556945,0.085231714,31.84,1346,,7.3911834,629.0844,1.083997e-10,3.991792e-11,2.8224309e-12,4.867324e-13,LogParabola,8.972759e-13,1.3624987e-13,2.7474082,0.110969976,1.2847642e-12,2.1587751e-13,2.9872115,0.26374507,0.4450993,2.923689,1.3307244e-12,3.1347e-13,1.1778071,1.7634705,0.035962213,0.04428783,0.6666667,2.6708827,513.9225,11.305649,0.30389512,0.2338039,unid,0,5.648908077415804e-11,1.2784601155502173e-09,9.710756504466289e-11,1.604778115948946e-11,2.0170463335602434e-15,6.299393293153092e-17,Non-BLL,Non-FSRQ
2132,4FGL J1126.0-5007,0.041197382,0.037867054,-3.04,1343,,8.080401,2725.2852,3.3514794e-10,6.326244e-11,1.4953159e-12,2.8768635e-13,LogParabola,3.6047825e-14,6.2664514e-15,2.131738,0.11121099,6.999632e-14,1.1332957e-14,2.0273397,0.33426997,0.97492576,4.5760064,6.165568e-14,9.768638e-15,0.18335523,0.58222204,0.013558468,0.003216842,0.6666667,4.6147823,140.00166,5.9815917,0.0,10.0,unid,0,9.06210592677148e-11,3.6855526963641694e-10,1.7856095768653546e-10,1.042099948000974e-10,7.174069425338833e-16,1.155502970765648e-15,Non-BLL,Non-FSRQ
2139,4FGL J1127.9-6158,0.048043057,0.04021062,36.26,120,,8.696297,1294.2826,1.5482386e-09,1.9209974e-10,1.169891e-11,3.0821734e-12,LogParabola,8.8043776e-13,1.2087492e-13,2.562029,0.0764973,1.4072684e-12,1.8644294e-13,2.4822104,0.20609406,0.40334263,4.7274966,1.3723584e-12,1.7905619e-13,1.2433553,0.39848965,0.013473397,0.0036511552,0.6666667,4.801111,1019.5068,4.814868,0.0,10.0,unid,256,2.035154267332473e-08,5.794124735558626e-09,1.4853410723603133e-09,1.5824355714677552e-10,3.67613968779712e-12,9.914567234423684e-16,Non-BLL,Non-FSRQ
2173,4FGL J1139.2-6247,0.015664874,0.014493091,-2.28,120,,19.4795,2048.6501,2.9567269e-09,2.040701e-10,2.0581769e-11,2.8241682e-12,LogParabola,6.568285e-13,4.382023e-14,2.3057444,0.046013094,8.133238e-13,6.10739e-14,2.145209,0.09753779,0.21344285,5.1610246,7.986225e-13,5.9129086e-14,1.4804285,0.21780442,0.0050460887,0.001271773,0.6666667,5.55038,1568.5958,5.644171,0.0,10.0,unid,0,8.291241471169997e-08,7.095961596093048e-09,2.1088526480639302e-09,6.765049631596298e-10,8.408276158666794e-11,4.675082308856337e-15,Non-BLL,Non-FSRQ
2184,4FGL J1146.0-0638,0.021955492,0.020722037,-70.29,1131,,11.239148,5578.3037,2.668298e-10,4.5321746e-11,3.445835e-12,5.6919617e-13,PowerLaw,1.0210724e-14,1.6344611e-15,1.7490185,0.106289506,1.2094137e-14,2.301708e-15,1.6460484,0.15695475,0.0970064,1.4392066,1.151226e-14,2.0311069e-15,1.473979,0.22549123,0.00063213933,0.0005039695,0.6666667,1.4506869,173.41437,5.10544,0.0,10.0,unid,0,1.5417787935234628e-08,9.65954052856155e-11,1.4411097315480959e-10,8.769504566963349e-11,3.506193252400536e-11,1.581612098233709e-11,Non-BLL,Non-FSRQ
2185,4FGL J1146.0-6822,0.05476538,0.046377894,67.92,1074,,4.3644333,2415.671,2.785009e-10,6.2674844e-11,3.8394934e-12,1.093308e-12,PowerLaw,4.6650282e-14,1.0425581e-14,2.4415772,0.13971831,6.77757e-14,1.4774484e-14,2.7094865,0.29425582,0.29762194,2.9611905,6.483766e-14,2.2917242e-14,1.4325914,1.4193531,0.007885912,0.0068012513,0.6666667,2.6520517,431.82968,6.829837,0.0,10.0,unid,0,4.285167359840969e-11,1.4778066548259972e-09,2.309694241420246e-10,5.97207214236839e-11,3.0024645963910856e-12,1.6035179070109935e-17,Non-BLL,Non-FSRQ
2198,4FGL J1150.1-6324,0.051373385,0.03817542,55.72,1427,,4.4826107,3596.2896,5.654168e-10,1.3233367e-10,7.525142e-12,2.337698e-12,PowerLaw,3.6570786e-14,8.0375795e-15,2.4073925,0.13999783,4.0699252e-14,9.151178e-15,2.525896,0.26581913,0.07212136,0.9947424,3.7920408e-14,1.6441641e-14,2.3503096,0.15440544,0.00033617584,0.0017172263,0.6666667,0.36478058,504.64728,1.7534587,0.0,10.0,unid,24,1.334945608916227e-11,2.2150119516339828e-09,5.97724314488346e-10,4.957282848105926e-11,1.8265854107024637e-11,9.641887115108272e-12,Non-BLL,Non-FSRQ
2202,4FGL J1150.7-4613,0.033303276,0.029664582,82.51,468,,6.841492,1708.2302,2.402458e-10,4.282251e-11,2.8494164e-12,5.193548e-13,PowerLaw,9.06372e-14,1.5928909e-14,2.266143,0.12483758,9.96742e-14,1.9837745e-14,2.2419891,0.15303016,0.05924087,0.8904208,9.774451e-14,1.9083354e-14,2.0652504,0.2582003,0.0012411462,0.001477766,0.6666667,1.0115881,350.65305,5.693027,0.0,10.0,unid,0,3.4882510833826597e-14,9.869602912715436e-10,1.0829728086525492e-10,5.6912499019068363e-11,1.2017024528243603e-11,2.4612585749458947e-15,Non-BLL,Non-FSRQ
2222,4FGL J1154.5-5952,0.06290618,0.058034036,-7.34,1585,,6.76462,872.30774,5.7772187e-10,1.0043028e-10,4.7633924e-12,1.3990923e-12,LogParabola,1.0137371e-12,1.7286858e-13,2.6113317,0.10823943,1.7042061e-12,3.0795196e-13,2.4000974,0.27203065,0.6529084,3.8049605,1.5819394e-12,2.316799e-13,0.92648834,0.26232353,0.022860926,0.0017792204,0.6666667,3.7527409,595.25916,9.772573,0.3283683,0.26692867,unid,1,9.050115901642047e-15,2.781283869879303e-09,5.47917211601856e-10,1.5942988249029177e-11,3.961819153991408e-12,3.183300926459451e-14,Non-BLL,Non-FSRQ
2224,4FGL J1155.2-1111,0.02910953,0.02553251,-30.41,1483,,6.2850943,4675.2183,1.5596063e-10,4.044901e-11,1.7859461e-12,4.3591137e-13,PowerLaw,7.519799e-15,1.8319383e-15,1.923659,0.16935948,9.406497e-15,2.7046353e-15,1.7095363,0.42546815,0.20219563,1.42175,9.44392e-15,2.6889658e-15,1.0084248,0.8802637,0.0028976956,0.002779689,0.6666667,1.7124946,127.31372,9.120256,0.0,10.0,unid,0,1.250061686108861e-12,3.20694887312456e-10,7.458701711815507e-11,5.381762396838852e-11,1.3496685540015374e-11,3.965637714042902e-12,Non-BLL,Non-FSRQ
2227,4FGL J1155.6-6245,0.107742265,0.065928146,-42.22,1427,,5.334574,1642.0157,1.2539331e-09,2.4510577e-10,1.24875605e-11,3.6411854e-12,LogParabola,3.565356e-13,8.41527e-14,2.4889615,0.1077564,6.019589e-13,1.0568056e-13,2.7500334,1.2883242,0.27724278,3.4849474,5.89591e-13,1.2255899e-13,1.6418973,0.67440087,0.010012167,0.006864808,0.6666667,3.055157,1017.9939,2.6815333,0.0,10.0,unid,25,5.678658099306233e-10,2.747193361685163e-09,8.729244549421367e-10,1.0771680075682966e-10,1.7438777852318843e-11,4.2414737978998085e-19,Non-BLL,Non-FSRQ
2230,4FGL J1157.7-6327,0.05353193,0.04810473,-71.7,1427,,7.5489583,1325.715,1.1620938e-09,1.7494178e-10,1.4625521e-11,3.308659e-12,LogParabola,6.8844155e-13,1.07632666e-13,2.6098073,0.08624376,1.0641982e-12,1.5309042e-13,2.936208,0.25810984,0.33840945,4.087815,1.0866127e-12,1.6979109e-13,1.5357891,0.5533349,0.015614184,0.009093237,0.6666667,3.6003215,1161.4154,14.533058,0.35047153,0.17573638,unid,9,5.182532736291989e-10,7.834792370431387e-09,1.0508433012645924e-09,9.258050576166355e-11,4.634629485744668e-12,9.03518558657875e-21,Non-BLL,Non-FSRQ
2233,4FGL J1158.8-1430,0.058897458,0.04113571,-51.42,1267,,4.5352535,6672.9697,1.2525615e-10,4.2160154e-11,1.510383e-12,4.466055e-13,PowerLaw,3.2867906e-15,9.696757e-16,1.8333291,0.2027898,3.2491879e-15,1.1221571e-15,1.8397623,0.20605226,-0.005709568,0.06841182,3.3722832e-15,1.0650772e-15,1.7773807,0.31104183,0.00010525658,0.00046698275,0.6666667,0.2044853,92.77441,3.3357275,0.0,10.0,unid,0,1.3393956777019156e-10,5.072794406757453e-10,8.201772594418344e-11,1.579428601794497e-11,1.3534138219861713e-11,7.416653229064263e-12,Non-BLL,Non-FSRQ
2249,4FGL J1202.9-5717,0.091954045,0.06950516,0.4,1313,,6.487477,928.28687,4.0212197e-10,7.435246e-11,3.70821e-12,8.230922e-13,LogParabola,5.907392e-13,1.03622135e-13,2.5699298,0.11586166,8.9916307e-13,1.6006598e-13,2.4409807,0.21854624,0.38975245,3.2567391,8.7391157e-13,1.5758731e-13,1.3059963,0.57310945,0.015445921,0.0070545115,0.6666667,3.211427,502.57806,12.606701,0.35610178,0.20621793,unid,1,6.3980629683157986e-09,1.8564347836758088e-09,3.4171182550224444e-10,4.5216934363434547e-11,7.799066839390967e-13,6.59547117170655e-15,Non-BLL,Non-FSRQ
2253,4FGL J1203.4-6145,0.08985716,0.045884512,-84.44,1655,,6.049066,1441.7498,8.6516444e-10,1.418901e-10,6.77336e-12,2.1515224e-12,LogParabola,3.6830727e-13,7.231046e-14,2.518568,0.1115055,6.038366e-13,1.02087447e-13,2.6246665,0.26114652,0.40897647,3.6763313,5.952774e-13,1.0952968e-13,1.2056267,0.60852987,0.014140173,0.006116686,0.6666667,3.6020248,649.97626,1.4907503,0.0,10.0,unid,9,4.004889128661482e-11,3.4217748634546297e-09,8.467428425085188e-10,8.616390934079732e-11,1.1713666273183002e-15,4.177655010801197e-15,Non-BLL,Non-FSRQ
2254,4FGL J1203.5-1748,0.048228074,0.04378764,-3.38,1320,,7.608822,1496.3236,2.6790398e-10,4.437255e-11,3.1604983e-12,5.110462e-13,PowerLaw,1.360078e-13,2.1689793e-14,2.25745,0.118746586,1.7488856e-13,3.2435622e-14,2.0209632,0.2751583,0.28916895,2.2380633,1.7104525e-13,3.1813185e-14,1.2070639,0.55319357,0.008006555,0.0042039384,0.6666667,2.5679135,369.99698,7.3688574,0.19247836,0.38488916,unid,0,2.0867353678344358e-10,8.181511024218935e-10,2.2280390032936026e-10,7.495669362977964e-11,4.711778656043414e-14,6.978653630451345e-15,Non-BLL,Non-FSRQ
2255,4FGL J1203.9-6242,0.013074618,0.012334545,-79.89,222,,28.85371,1800.0496,5.6470197e-09,2.5389854e-10,4.0136238e-11,3.47894e-12,LogParabola,1.3555095e-12,7.658478e-14,2.4325457,0.03366223,2.1585006e-12,1.0544225e-13,2.4871938,0.06373947,0.32365015,9.138956,2.1339543e-12,1.2882474e-13,1.4910666,0.22113274,0.008702047,0.0019224903,0.6666667,8.8959465,3321.8916,1.8314285,0.0,10.0,unid,0,6.576017597126338e-08,1.793228676660874e-08,4.715623891371479e-09,7.917932420831164e-10,4.5159622569235225e-11,6.150229997048222e-16,Non-BLL,Non-FSRQ
2258,4FGL J1204.3-6111,0.1275392,0.08800699,6.43,1655,,5.185611,1043.3352,6.3220024e-10,1.3532828e-10,6.31058e-12,1.9580162e-12,LogParabola,6.219625e-13,1.4962222e-13,2.5932522,0.120927766,1.2202017e-12,2.1663625e-13,2.7729638,0.3405522,0.5609494,3.7720423,1.1554887e-12,2.059519e-13,0.991271,0.34057167,0.022511704,0.0026063933,0.6666667,3.6111336,648.8637,4.586963,0.0,10.0,unid,1,8.641492382777116e-11,4.55443638358588e-09,5.265526903386331e-10,4.053913107981977e-11,4.731728030227256e-12,3.322438825303914e-16,Non-BLL,Non-FSRQ
2259,4FGL J1204.5-5032,0.045206107,0.039532218,-43.46,1141,,10.692124,1313.2261,6.555156e-10,7.783583e-11,3.4296927e-12,4.988792e-13,LogParabola,3.1617298e-13,4.144689e-14,2.3341506,0.09824373,5.636884e-13,7.409199e-14,2.1517422,0.18785818,0.65600216,5.4130354,5.4676446e-13,7.2115104e-14,0.34696805,0.5784981,0.02071148,0.0060141943,0.6666667,5.423541,496.21555,8.158771,0.13647756,0.22910626,unid,0,2.3967657285933752e-12,1.0491494339959218e-09,5.61134305687716e-10,7.008356395221682e-11,3.018661099622559e-14,3.602081723581797e-15,Non-BLL,Non-FSRQ
2260,4FGL J1205.1-5951,0.04495942,0.041259054,24.57,1629,,5.1358504,3308.3071,4.0495887e-10,8.575993e-11,4.915781e-12,1.252077e-12,PowerLaw,3.36609e-14,6.860953e-15,2.3004985,0.13143885,3.709181e-14,8.410644e-15,2.3446608,0.20141248,0.051593944,0.6831841,3.224757e-14,8.79814e-15,2.3576427,0.1211573,-0.0002365036,0.0010403221,0.6666667,0.5783307,407.01224,7.9490004,0.22829972,0.444321,unid,29,2.2377903024541068e-13,2.72618772001465e-09,3.648785162901902e-10,8.726123990054901e-11,1.4900204551625925e-17,8.47548767279882e-12,Non-BLL,Non-FSRQ
2265,4FGL J1207.4-1840,0.042615857,0.03947055,42.39,1320,,4.1525507,2218.3867,1.4547745e-10,3.8863694e-11,1.6367734e-12,4.4226252e-13,PowerLaw,3.0312294e-14,8.0956555e-15,2.1512697,0.17355803,4.2549098e-14,1.2378863e-14,2.0447721,0.31039736,0.26663494,1.8234508,4.0678252e-14,1.2220639e-14,1.3311833,0.6475481,0.005179326,0.0042236694,0.6666667,1.7770981,169.24312,11.343786,0.42229104,0.47296932,unid,0,1.533164883937843e-08,3.487683752911863e-10,1.7481043002032237e-10,1.9989955871158038e-11,1.1228721945311104e-11,7.827959103410222e-20,Non-BLL,Non-FSRQ
2266,4FGL J1207.4-4536,0.038977165,0.033179928,-8.5,429,,12.119066,1268.9241,6.036399e-10,6.885096e-11,3.0337234e-12,4.332953e-13,LogParabola,3.2933487e-13,3.69591e-14,2.291163,0.077930436,5.2097644e-13,6.526947e-14,1.9122652,0.2062069,0.6180087,5.2916265,5.04126e-13,6.334527e-14,0.30503243,0.6096185,0.018930517,0.0057785334,0.6666667,5.425652,405.9926,3.1598504,0.0,10.0,unid,0,2.6040454514930644e-11,7.321329098530782e-10,5.227459576317983e-10,9.102903847368893e-11,1.6603984524376104e-15,1.7010752162242219e-18,Non-BLL,Non-FSRQ
2269,4FGL J1207.9-6443,0.03749702,0.03095971,37.87,1428,,8.0093,1507.9823,1.0014037e-09,1.3676572e-10,5.455082e-12,1.2931103e-12,LogParabola,3.997666e-13,6.0486995e-14,2.4784722,0.08974117,6.039125e-13,9.3882306e-14,2.2033486,0.24067551,0.5262808,4.157727,5.954256e-13,9.146329e-14,0.72871065,0.7473005,0.015489666,0.006371948,0.6666667,4.2468395,605.45776,10.569075,0.26527688,0.23912956,unid,0,1.777077507369995e-08,1.9249755123240675e-09,7.320558603751692e-10,1.5531249897282606e-10,4.003768464092309e-15,1.1538490330570157e-15,Non-BLL,Non-FSRQ
2270,4FGL J1208.0-6900,0.033179928,0.028862836,-77.65,1074,,13.847263,1171.3185,8.263208e-10,7.961619e-11,5.5489155e-12,7.22715e-13,LogParabola,6.2675126e-13,5.7722165e-14,2.374659,0.066531196,8.468891e-13,8.634513e-14,2.1368403,0.133876,0.34113562,4.9027653,8.194804e-13,8.444576e-14,1.2347378,0.36018097,0.010681303,0.0034423084,0.6666667,5.03104,748.7115,4.8414497,0.0,10.0,unid,0,2.1985774978361405e-08,2.008524679908419e-09,6.722283285576225e-10,1.4017217941919569e-10,4.7403406917281236e-15,2.262656943559996e-17,Non-BLL,Non-FSRQ
2274,4FGL J1208.2+1158,0.03509178,0.034721747,52.79,296,,5.2040024,2500.9197,1.36932e-10,3.3844125e-11,1.5255093e-12,3.802614e-13,PowerLaw,2.210367e-14,5.461904e-15,2.1046228,0.18438739,2.6588049e-14,7.481911e-15,2.0000427,0.29153016,0.15517795,1.1249423,2.5802516e-14,7.236279e-15,1.6214595,0.5780948,0.002447363,0.0029053339,0.6666667,1.0971485,150.26286,13.33278,0.5692458,0.47482726,unid,0,3.273945337056716e-09,4.774021733489064e-10,7.367453175310956e-11,4.704434064528584e-11,1.233315641453736e-12,4.619437644903801e-12,Non-BLL,Non-FSRQ
2277,4FGL J1208.5-5512,0.060377605,0.05334691,-55.76,1313,,4.378336,1481.976,2.2903425e-10,5.152871e-11,2.8732672e-12,6.634025e-13,PowerLaw,1.2257795e-13,2.6904099e-14,2.3427446,0.14555669,1.7159889e-13,4.110751e-14,2.0076709,0.32257918,0.3816408,2.3816342,1.645445e-13,3.994309e-14,1.0504143,0.4707084,0.009776418,0.0037074022,0.6666667,2.4880538,323.00674,6.3420935,0.0,10.0,unid,0,6.52304946169302e-11,9.332767891834237e-10,1.581382108595264e-10,6.162177712543127e-11,1.200226875351651e-12,1.3265529100132999e-15,Non-BLL,Non-FSRQ
2284,4FGL J1209.4-6421,0.07388393,0.055567127,69.96,1428,,4.3890285,2359.6448,5.514107e-10,1.1428894e-10,8.263094e-12,2.2394287e-12,PowerLaw,9.648421e-14,1.9858559e-14,2.514412,0.124135025,1.2086377e-13,2.5488809e-14,2.7000399,0.30440742,0.17164837,1.8617618,1.2452039e-13,4.9487507e-14,1.8812128,1.3142529,0.006282789,0.012427876,0.6666667,1.4820216,611.41156,5.381556,0.0,10.0,unid,24,4.329109293266242e-11,2.9658722144887406e-09,6.929636864327904e-10,5.859855656265012e-11,5.300809704372744e-12,3.385254750132294e-12,Non-BLL,Non-FSRQ
2286,4FGL J1209.9-5923,0.13308975,0.08776029,24.05,1629,,4.972638,1070.4412,4.9157595e-10,1.164726e-10,4.2515713e-12,1.2310803e-12,LogParabola,4.4648868e-13,1.12866835e-13,2.6136036,0.12700255,8.5439316e-13,1.6923787e-13,2.6762042,0.38118967,0.59682024,3.8703482,8.0896314e-13,1.7242386e-13,0.99521154,0.74394196,0.020946542,0.008890052,0.6666667,3.746219,536.5795,11.23474,0.404287,0.26949605,unid,24,1.058473725334963e-10,2.0123467336929934e-09,3.7594610757807345e-10,3.8177662420313396e-11,5.117845065110999e-15,2.466566824547219e-16,Non-BLL,Non-FSRQ
2287,4FGL J1210.4-6250,0.03614022,0.031206401,89.47,24,,6.8839426,1179.1344,2.1400515e-09,3.126775e-10,1.497091e-11,3.1825864e-12,LogParabola,9.201126e-13,2.335519e-13,2.5275397,0.0952463,2.9375742e-12,4.0185027e-13,2.741441,0.2393035,0.8283856,5.9795847,2.6489139e-12,3.5797935e-13,0.7238392,0.22814094,0.024611447,0.0012454444,0.6666667,5.8079205,1385.6871,4.8039403,0.0,10.0,unid,16,1.2340953503553465e-07,5.182704487793899e-09,2.198928150676238e-09,4.9020135173272195e-11,2.318801921308289e-11,9.076202610593348e-16,Non-BLL,Non-FSRQ
2288,4FGL J1210.4-6100,0.06574313,0.05032495,13.52,1655,,5.2364764,2887.593,5.2817123e-10,1.0540645e-10,7.024429e-12,1.8016787e-12,PowerLaw,5.7959076e-14,1.1283491e-14,2.406673,0.123996735,6.683565e-14,1.3280817e-14,2.508427,0.21465454,0.089226894,1.2589657,6.0832205e-14,2.162016e-14,2.3326383,0.13785112,0.00043954325,0.0016211289,0.6666667,0.4973831,529.0028,13.879686,0.62220705,0.3013477,unid,9,1.5946458375992734e-08,3.2298639318639744e-09,5.566765937103924e-10,7.932482448680389e-11,2.872307860307677e-12,2.779710055883511e-12,Non-BLL,Non-FSRQ
2289,4FGL J1210.7-6005,0.1673181,0.08066793,59.3,1629,,5.0256476,2692.7883,4.4990517e-10,9.195544e-11,6.0052427e-12,1.58951e-12,PowerLaw,5.834656e-14,1.17143776e-14,2.4103162,0.13401544,7.268823e-14,1.5145678e-14,2.583292,0.25401446,0.18998407,1.8624504,7.201987e-14,3.5865713e-14,1.9550898,1.1460774,0.003660391,0.008537603,0.6666667,1.4994884,501.80264,7.3106036,0.0,10.0,unid,264,5.332450592199223e-10,2.9695306213994854e-09,4.104976636387647e-10,6.324174517402525e-11,9.521945731894021e-12,2.21664440275271e-12,Non-BLL,Non-FSRQ
2303,4FGL J1213.9-4416,0.028431129,0.026827637,0.59,429,,12.757319,1449.4768,6.6058753e-10,6.913036e-11,5.6254667e-12,8.3032816e-13,LogParabola,3.2794644e-13,3.2559933e-14,2.3277233,0.06956554,4.0725997e-13,4.491601e-14,2.340567,0.11366212,0.18773581,3.1770492,4.023053e-13,4.8719638e-14,1.7724854,0.27885774,0.005453821,0.0026862598,0.6666667,3.0352485,764.5102,4.3072944,0.0,10.0,unid,0,1.1511829683952257e-10,2.839092294593115e-09,4.272632803115073e-10,1.1597767884952148e-10,1.1931835727785334e-11,8.97943991298028e-13,Non-BLL,Non-FSRQ
2304,4FGL J1214.5-2318,0.043417603,0.033981673,-60.35,1291,,7.0750875,2643.1987,2.5676597e-10,4.7151543e-11,2.8539235e-12,5.2579355e-13,PowerLaw,3.6965575e-14,6.7805318e-15,2.0816722,0.11986629,5.1615288e-14,1.0764978e-14,1.946056,0.22845747,0.27307606,2.4515207,4.9929912e-14,1.0367148e-14,1.1855829,0.53114104,0.004964015,0.0029206227,0.6666667,2.5401711,267.92645,11.912039,0.46836174,0.31346577,unid,0,2.428775756901924e-11,3.8798111945403946e-10,2.3336504950677295e-10,7.159558362834773e-11,1.4942812612273038e-11,7.7998690134733345e-16,Non-BLL,Non-FSRQ
2305,4FGL J1214.7-5858,0.09318749,0.06962851,-24.57,1629,,6.69106,1535.8276,4.942502e-10,7.93502e-11,6.749877e-12,1.2545702e-12,PowerLaw,2.4958283e-13,3.9221474e-14,2.432666,0.12619998,2.800386e-13,4.611915e-14,2.3798945,0.18112423,0.0927392,1.3475976,2.710185e-13,5.396369e-14,2.1697505,0.4991797,0.0017883715,0.0031705713,0.6666667,1.2233154,629.98425,5.7135816,0.0,10.0,unid,5,6.734702573396589e-09,2.880377492076036e-09,3.633180423179283e-10,8.414038910053989e-11,3.786750152676285e-15,1.2564202065898367e-12,Non-BLL,Non-FSRQ
2314,4FGL J1216.2+0537,0.080297895,0.06765498,33.58,384,,4.723101,2048.1982,1.5861024e-10,3.762302e-11,1.799589e-12,4.3328045e-13,PowerLaw,3.93618e-14,9.3050804e-15,2.1771283,0.18047835,4.6881322e-14,1.3300608e-14,2.0018053,0.2896607,0.15281013,0.93545145,4.4536864e-14,1.1880365e-14,1.7575271,0.51985437,0.0021106408,0.0026966536,0.6666667,1.0003086,184.06947,15.973429,0.66324276,0.3231816,unid,0,1.646107000707886e-10,2.788948794130164e-10,1.5695748867283754e-10,3.0096088815545485e-11,9.451949639638357e-12,1.8533394552812372e-16,Non-BLL,Non-FSRQ
2315,4FGL J1216.2-0600,0.053840294,0.044157673,-50.5,1102,,12.477866,708.6907,4.5505338e-10,5.5409517e-11,6.9563365e-12,6.6392253e-13,PowerLaw,1.6654663e-12,1.554104e-13,2.530562,0.078803,1.7921373e-12,2.0100875e-13,2.495218,0.09639939,0.061477635,1.0691375,1.7472471e-12,1.8339063e-13,2.3818083,0.17980812,0.0017999057,0.0020620516,0.6666667,1.0389479,947.9318,5.629225,0.0,10.0,unid,0,1.644231240049976e-08,2.5279518478527052e-09,3.483396349146517e-10,8.237996396154301e-11,4.376118824950259e-12,3.459447992709073e-16,Non-BLL,Non-FSRQ
2316,4FGL J1216.4-1358,0.034906764,0.032008145,57.03,1212,,5.0373693,3740.117,1.627108e-10,4.2972403e-11,1.810113e-12,4.7030224e-13,PowerLaw,1.1610639e-14,2.9521027e-15,2.0309262,0.18392198,1.0953632e-14,3.329181e-15,2.0523796,0.17051122,-0.028489586,0.34971237,1.1431792e-14,3.0417821e-15,2.0679784,0.23147717,-9.650008e-05,0.0004193868,0.6666667,0.19638516,154.66891,17.780848,0.5195923,0.33495924,unid,0,1.4525045166635664e-08,1.5810509151892305e-11,1.712046754365204e-10,2.979367447197845e-11,2.9950305744600586e-14,9.838128575689886e-12,Non-BLL,Non-FSRQ
