,Source_Name,Conf_68_SemiMajor,Conf_68_SemiMinor,Conf_95_PosAng,ROI_num,Extended_Source_Name,Signif_Avg,Pivot_Energy,Flux1000,Unc_Flux1000,Energy_Flux100,Unc_Energy_Flux100,SpectrumType,PL_Flux_Density,Unc_PL_Flux_Density,PL_Index,Unc_PL_Index,LP_Flux_Density,Unc_LP_Flux_Density,LP_Index,Unc_LP_Index,LP_beta,LP_SigCurv,PLEC_Flux_Density,Unc_PLEC_Flux_Density,PLEC_Index,Unc_PLEC_Index,PLEC_Expfactor,Unc_PLEC_Expfactor,PLEC_Exp_Index,PLEC_SigCurv,Npred,Variability_Index,Frac_Variability,Unc_Frac_Variability,CLASS1,Flags,Flux50_100,Flux300_1000,Flux1000_3000,Flux3000_10000,Flux10000_30000,Flux30000_100000,AGNness,PSRness
2417,4FGL J1248.7+5127,0.026950981,0.0230656,77.04,1156,,8.922158,3357.313,1.6770833e-10,2.9528043e-11,1.900393e-12,3.3202336e-13,PowerLaw,1.5205886e-14,2.6423718e-15,1.9501473,0.13117176,1.5300927e-14,3.121599e-15,1.9461845,0.14785127,0.0036713795,0.045992464,1.5424812e-14,2.8272151e-15,1.9054673,0.19542688,0.00011858783,0.00043864403,0.6666667,0.25430754,192.7425,10.766083,0.3894214,0.35289735,bll,0,2.8027610787795254e-10,3.2513639003362016e-10,9.485053714675118e-11,4.3661962934038456e-11,1.2315918250516145e-11,6.995824492622704e-12,AGN,Non-PSR
2421,4FGL J1249.8+3707,0.018378474,0.017145019,53.29,893,,15.109305,3903.4841,3.5927716e-10,4.124074e-11,4.5583815e-12,5.708616e-13,PowerLaw,2.5575213e-14,2.909202e-15,1.7687683,0.07795892,2.983117e-14,4.6350558e-15,1.664934,0.11977727,0.096924156,1.4524277,3.0867832e-14,4.3647625e-15,1.2693026,0.27948505,0.0018682247,0.0010438082,0.6666667,1.2525657,293.77463,30.107624,0.6407538,0.22499414,bll,0,1.361115486986364e-08,3.2356786694442974e-10,2.0310247927923797e-10,1.268194854686655e-10,3.337158674399099e-11,1.729821841323087e-11,AGN,Non-PSR
2422,4FGL J1250.6+0217,0.022942256,0.022325529,82.63,728,,10.855836,2763.4346,3.4745298e-10,4.799088e-11,3.881243e-12,5.377212e-13,PowerLaw,4.594246e-14,6.340022e-15,2.0025043,0.09826664,5.34453e-14,8.646477e-15,1.9180261,0.14310557,0.103838645,1.6017153,5.1032973e-14,7.835195e-15,1.7266616,0.23645923,0.001148245,0.0009736344,0.6666667,1.5665396,309.93973,8.411907,0.14012805,0.31561893,bll,0,2.93655353736399e-15,7.044547167822657e-10,2.2760367202057097e-10,1.0663007282696313e-10,2.305518102818649e-11,5.7301195038883534e-12,AGN,Non-PSR
2426,4FGL J1251.2+1039,0.033118255,0.028307782,10.12,513,,8.648392,2113.5496,2.584212e-10,4.145355e-11,2.9078328e-12,4.706205e-13,PowerLaw,5.975824e-14,9.558309e-15,2.15166,0.1304784,6.312557e-14,1.1552328e-14,2.101212,0.17442365,0.042385608,0.5424073,6.3487545e-14,1.09374425e-14,1.9387542,0.26911935,0.00095886894,0.0011406528,0.6666667,0.93448645,300.59695,11.571531,0.40271214,0.26164752,bll,0,1.6786183110184538e-08,5.758107324282946e-10,1.942545846400634e-10,7.027144838245292e-11,9.199554312777636e-12,3.092972709548003e-12,AGN,Non-PSR
2429,4FGL J1253.2+5301,0.0073390547,0.0070306915,63.78,1156,,80.87813,1175.345,4.1235984e-09,1.0873876e-10,3.6001084e-11,1.307721e-12,LogParabola,2.888893e-12,6.843317e-14,2.0280678,0.017599273,3.1433588e-12,8.4537934e-14,1.9128027,0.031065293,0.086754635,6.514535,3.0334708e-12,7.822739e-14,1.8112018,0.042046435,0.0013792284,0.0002580838,0.6666667,6.3829536,4196.749,71.659164,0.20528261,0.06050035,bll,0,2.878416616169943e-08,8.525774752854431e-09,2.9111701937978296e-09,9.534393274890363e-10,2.2379720299170458e-10,4.858879271152361e-11,AGN,Non-PSR
2430,4FGL J1253.3-5816,0.05402531,0.046624582,-79.52,706,,6.4392586,888.8705,3.5983086e-10,1.11137585e-10,4.4341527e-12,1.3449971e-12,LogParabola,8.004196e-13,1.3492218e-13,2.725151,0.116685875,1.3161279e-12,2.4144185e-13,2.9068089,0.37206024,0.7326359,3.3743136,1.2669313e-12,1.9406892e-13,0.9264721,0.44806778,0.029368583,0.006579251,0.6666667,3.259433,599.16254,2.8958392,0.0,10.0,psr,0,5.319517604185364e-10,2.6597557489793644e-09,3.095180500789496e-10,4.8728476115256214e-11,4.295519645411633e-15,1.5193383499622075e-16,Non-AGN,PSR
2431,4FGL J1253.5-3934,0.023435635,0.02220218,-70.87,947,,6.136621,8640.279,1.1647758e-10,3.4583413e-11,1.5986531e-12,4.1557087e-13,PowerLaw,2.196957e-15,5.6863143e-16,1.6874421,0.1608839,3.8408357e-15,1.1841142e-15,1.40476,0.3485418,0.46248636,2.6806846,3.6814834e-15,1.2813323e-15,0.035698164,0.5048788,0.0040943567,0.0021334414,0.6666667,2.7184367,78.46202,15.887335,0.6590486,0.3920286,bll,0,1.972431640240302e-08,2.597761280176067e-14,1.2611713756660592e-11,3.940820239578535e-11,3.1696808372450036e-11,2.871957229325095e-12,AGN,Non-PSR
2432,4FGL J1253.8+0327,0.019550255,0.019056873,30.78,728,,20.608522,2168.101,7.612316e-10,6.068851e-11,8.520657e-12,7.030051e-13,PowerLaw,1.633287e-13,1.2902272e-14,1.9926465,0.05854678,1.7584178e-13,1.6543746e-14,1.9450334,0.076523624,0.04729906,1.3069544,1.7311613e-13,1.499877e-14,1.8363862,0.12069465,0.00069116044,0.0005036507,0.6666667,1.6526595,673.9347,12.800068,0.16024584,0.12594715,bll,0,2.754556294431304e-13,1.5354261195810182e-09,5.93810944859996e-10,1.8070389629087913e-10,4.662270222666187e-11,1.8420287864473472e-11,AGN,Non-PSR
2433,4FGL J1253.8+6242,0.019056873,0.01856349,-59.55,863,,16.018406,2443.778,3.1837413e-10,3.2347843e-11,3.5746926e-12,3.7468387e-13,PowerLaw,5.376625e-14,5.4544725e-15,1.9798511,0.07801391,5.916059e-14,7.314456e-15,1.8916627,0.12161351,0.07064073,1.267296,5.8305106e-14,6.5903305e-15,1.7314075,0.18897228,0.0010139744,0.0007586773,0.6666667,1.7228314,438.90823,11.950819,0.26520902,0.163933,bll,0,2.326519781947062e-13,6.522157813826368e-10,2.0273996370612224e-10,9.62205176646691e-11,1.5435966740917628e-11,9.370442789757849e-12,AGN,Non-PSR
2436,4FGL J1254.5+2210,0.0196736,0.015973236,83.01,1457,,20.133617,1650.2726,6.266253e-10,5.1526415e-11,6.9880863e-12,5.579977e-13,PowerLaw,2.4324924e-13,1.9136765e-14,2.1114566,0.06464287,2.4497263e-13,2.3210792e-14,2.1056488,0.08118562,0.004658894,0.07081982,2.537508e-13,2.1613094e-14,1.9722139,0.12779333,0.00069513515,0.0005884468,0.6666667,1.2128352,735.73444,23.06045,0.3286055,0.12694074,bll,0,1.3623465910939103e-08,1.0319738397157607e-09,4.632672856441644e-10,1.9747382895562993e-10,3.229035788754331e-11,5.895773886460676e-12,AGN,Non-PSR
2439,4FGL J1254.9-4426,0.039408874,0.03410502,-52.44,882,,7.2429004,1199.2577,2.7488625e-10,4.611059e-11,3.7302336e-12,6.277937e-13,PowerLaw,2.5258428e-13,3.901132e-14,2.4265556,0.12793393,2.5612252e-13,4.647137e-14,2.4153292,0.13992536,0.011235992,0.15502083,2.592634e-13,4.1109345e-14,2.3430135,0.16828284,0.00059339445,0.0010039613,0.6666667,0.3688673,494.26993,6.931146,0.103390604,0.49720615,bll,0,4.23017576522966e-09,1.4215489896329814e-09,1.7634961546608707e-10,4.443026849210163e-11,1.5017580928811114e-11,1.9139176634820886e-16,AGN,Non-PSR
2440,4FGL J1254.9+1138,0.08245644,0.07043026,63.97,513,,10.518917,368.5751,2.583558e-10,4.3080713e-11,6.220018e-12,6.180449e-13,PowerLaw,8.050901e-12,7.9488835e-13,2.8368857,0.0872523,9.263474e-12,1.1273675e-12,2.7718601,0.11769014,0.1496473,1.6225841,8.952362e-12,1.0643297e-12,2.4609869,0.28358924,0.008158428,0.0061888043,0.6666667,1.5049155,1029.8921,17.148357,0.26760516,0.13491061,fsrq,0,8.008322303909576e-12,2.5822688431986762e-09,1.5899070948677263e-10,2.991882436242932e-11,5.1721383252656405e-12,2.8328495995657513e-15,AGN,Non-PSR
2443,4FGL J1256.1-0547,0.0054272003,0.0054272003,-80.29,350,,200.43921,441.98755,2.4530541e-08,2.8453773e-10,2.7903183e-10,2.6584358e-12,LogParabola,2.195463e-10,1.8580846e-12,2.3380892,0.0065726256,2.3595434e-10,2.2839348e-12,2.2534466,0.009317866,0.06990526,12.66704,2.2822827e-10,2.0761697e-12,2.1556692,0.014863788,0.002354219,0.00018424971,0.6666667,12.639733,25713.41,5667.24,0.554301,0.14831522,FSRQ,0,5.879691116206232e-07,1.0392320604069027e-07,2.003504029346459e-08,4.1277843365605804e-09,4.5404116577607567e-10,6.726299378589928e-11,AGN,Non-PSR
2444,4FGL J1256.2-1146,0.012581238,0.012149528,-19.26,1053,,23.134956,2342.3345,8.2964186e-10,6.225048e-11,9.341329e-12,7.304818e-13,PowerLaw,1.5218908e-13,1.1372211e-14,1.9697783,0.05485386,1.5704668e-13,1.4037224e-14,1.9509852,0.06500994,0.017455747,0.5516054,1.550217e-13,1.2290003e-14,1.9264942,0.0828867,0.00015581594,0.00023864517,0.6666667,0.6332179,726.87994,7.509931,0.08948433,0.16280553,bll,0,3.442121965235856e-08,1.4491970956598266e-09,5.941864222869242e-10,1.9431972697603328e-10,6.656981216268676e-11,2.4562536032890492e-11,AGN,Non-PSR
2447,4FGL J1257.2+3646,0.019735275,0.01788509,51.17,893,,20.121132,1765.3608,5.661443e-10,4.6313755e-11,6.290107e-12,5.187378e-13,PowerLaw,1.8681547e-13,1.4763144e-14,2.0495214,0.061030686,2.1101739e-13,1.9693464e-14,1.947441,0.093675785,0.09811772,2.2201028,2.0516558e-13,1.8137977e-14,1.7522575,0.15992202,0.0016443725,0.0008972476,0.6666667,2.4825337,679.44037,21.672453,0.33405456,0.1306635,bll,0,3.2959119877773446e-09,1.332272958620706e-09,4.0381425980839936e-10,1.665677734630222e-10,2.4294019920767518e-11,9.494407864074628e-12,AGN,Non-PSR
2448,4FGL J1257.6+2413,0.0284928,0.0264576,68.22,802,,4.3754497,7301.8,7.663868e-11,3.3723767e-11,9.464009e-13,3.2152295e-13,PowerLaw,1.7532686e-15,5.9426815e-16,1.8013796,0.3270886,1.0133221e-15,3.6135108e-16,2.0483704,0.12720504,-0.16824844,2.7635734,1.711479e-15,6.458201e-16,1.8781813,0.6155971,-0.00010375715,0.00067379064,0.6666667,0.1371723,59.536915,2.8488126,0.0,10.0,bll,0,1.557816631247988e-08,1.6396903279591868e-10,2.4835343850893032e-11,1.3760585552968774e-11,1.8522279196520053e-11,2.993911108611913e-12,AGN,Non-PSR
2449,4FGL J1257.8+3228,0.01603491,0.015171491,-45.02,1326,,32.6741,738.56165,1.0947316e-09,6.483331e-11,1.0988386e-11,7.5606454e-13,LogParabola,2.8198652e-12,1.3245114e-13,2.33747,0.03915055,3.094853e-12,1.666145e-13,2.223434,0.06354735,0.107355006,3.5990057,3.0102205e-12,1.5609034e-13,2.0190125,0.109000176,0.0032646386,0.0010861887,0.6666667,3.858275,1636.7018,351.10922,0.99892646,0.27134228,fsrq,0,1.3922257791065817e-09,3.97682065056415e-09,9.325049621367043e-10,1.917528635875243e-10,9.694980061814018e-12,2.9352082830252924e-12,AGN,Non-PSR
2450,4FGL J1258.3+6121,0.02491578,0.021770474,-79.79,863,,8.980799,3090.3042,1.6251946e-10,2.7298453e-11,1.8451594e-12,3.1303353e-13,PowerLaw,1.7332264e-14,2.9000314e-15,1.944835,0.115896694,2.2895307e-14,4.5807813e-15,1.7563728,0.19389056,0.214409,2.0775383,2.0902947e-14,4.0714583e-15,1.4324878,0.36753052,0.002106354,0.0015930603,0.6666667,1.8610083,209.2346,9.081181,0.21333659,0.31041044,bll,0,5.025736771191447e-13,1.274625266445284e-10,1.356560558329889e-10,4.847068232893825e-11,1.1987795305035132e-11,2.415062941296675e-12,AGN,Non-PSR
2453,4FGL J1258.6-1759,0.025224146,0.023188947,-69.27,1053,,25.307415,625.69965,9.702751e-10,6.804134e-11,1.42706316e-11,7.202424e-13,PowerLaw,4.6965166e-12,2.3678105e-13,2.498872,0.043116767,5.0391557e-12,3.0300288e-13,2.4565659,0.05385252,0.05939542,1.7642169,4.9823236e-12,2.8304285e-13,2.3090262,0.10073018,0.002378303,0.0012251241,0.6666667,2.1348546,1981.1906,184.54044,0.7018084,0.19430213,fsrq,0,3.771937073793197e-08,5.099603850311496e-09,8.474383417222953e-10,1.3995955783219216e-10,1.9375090073991963e-11,6.963213278614083e-16,AGN,Non-PSR
2454,4FGL J1258.7-0452,0.03996393,0.03521513,-17.87,350,,5.7580442,5768.061,1.5771064e-10,4.0628216e-11,1.983066e-12,4.859586e-13,PowerLaw,5.5924304e-15,1.356022e-15,1.7792466,0.1451634,8.50956e-15,2.3626968e-15,1.6676908,0.24653219,0.25875452,2.1504574,7.407013e-15,2.1499492e-15,1.2142785,0.46738,0.0016633066,0.0016046463,0.6666667,1.6277984,95.48014,7.177675,0.0,10.0,bll,0,2.6981201717291015e-09,7.352503797820647e-16,1.0266225369814919e-10,6.862863749512726e-11,1.6218117127042575e-11,7.201701041070763e-12,AGN,Non-PSR
2456,4FGL J1258.8-2219,0.01399971,0.013259637,-29.09,1213,,35.91729,845.3187,2.064115e-09,9.754153e-11,2.1672435e-11,1.1974787e-12,LogParabola,3.9904326e-12,1.5758488e-13,2.3701355,0.03059367,4.5032858e-12,2.0710168e-13,2.3042822,0.0449029,0.10872656,4.7648644,4.360656e-12,1.9383273e-13,2.0839167,0.08140601,0.003074387,0.00084236666,0.6666667,4.687522,2740.2617,437.25375,0.9215331,0.24938342,fsrq,0,1.343353517313517e-08,8.40268565838187e-09,1.7570389587717727e-09,3.2016989059968637e-10,4.55819826328252e-11,3.1107668524432697e-12,AGN,Non-PSR
2458,4FGL J1259.1-2311,0.022263855,0.0196736,21.46,1213,,14.037434,2806.354,5.7566624e-10,6.168252e-11,6.39479e-12,6.86597e-13,PowerLaw,7.329508e-14,7.813593e-15,2.0681102,0.08498017,8.044621e-14,1.0206821e-14,2.002102,0.11225217,0.070392184,1.1914971,7.772673e-14,9.0397796e-15,1.8971578,0.16439499,0.000685595,0.00063720957,0.6666667,1.2105402,570.6831,37.83189,0.5833549,0.1961475,bll,0,4.655057495028814e-08,1.5450530854721478e-09,3.2803393335001374e-10,1.7575305100159255e-10,3.391763259141811e-11,1.2948728027317724e-11,AGN,Non-PSR
2459,4FGL J1259.7-3223,0.027259346,0.02485411,59.25,1250,,18.667412,769.7365,8.81196e-10,7.29223e-11,9.230703e-12,8.6851804e-13,LogParabola,2.1273183e-12,1.5096984e-13,2.3975923,0.05342325,2.432039e-12,2.0165147e-13,2.291643,0.07842189,0.12083718,2.926954,2.3190412e-12,1.8208029e-13,2.0864928,0.13695167,0.0032451937,0.0014106779,0.6666667,2.8762789,1254.4618,117.57871,0.8152196,0.2304488,bll,0,1.6525428594982294e-11,3.6731784280874535e-09,6.995855561520159e-10,1.4729369113286594e-10,1.71909621954347e-11,8.584355492802826e-18,AGN,Non-PSR
2460,4FGL J1259.8-3749,0.015171491,0.014801455,-53.14,947,,17.406006,2147.6682,6.6018463e-10,5.840612e-11,7.333829e-12,6.5042817e-13,PowerLaw,1.4587406e-13,1.28216944e-14,2.0543053,0.069020055,1.4584667e-13,1.516739e-14,2.0548813,0.080061235,-0.00034780081,0.02165401,1.4923562e-13,1.383035e-14,1.9892098,0.10826914,0.00025228388,0.0003511423,0.6666667,0.69261426,682.8489,16.750822,0.30227768,0.13947046,bll,0,1.1794850429680537e-08,1.4957423077888166e-09,4.6418516252977327e-10,1.4557142991034056e-10,4.5402924475634876e-11,1.5208055301196843e-11,AGN,Non-PSR
2461,4FGL J1300.0+1753,0.10435026,0.09170735,-49.28,1457,,6.4500155,712.0477,1.7722251e-10,3.628433e-11,2.8123003e-12,4.693885e-13,PowerLaw,6.596274e-13,1.0660657e-13,2.5598571,0.12877269,8.241198e-13,1.5889772e-13,2.3911142,0.23016793,0.23677956,1.6408747,7.991359e-13,1.5007185e-13,1.8227603,0.48620772,0.009633886,0.0066242516,0.6666667,1.7443391,439.43997,7.950518,0.22935992,0.41874164,bll,0,1.177256603313026e-08,1.0603152800214843e-09,1.9417896457429862e-10,1.6892617513142305e-11,1.8187227169164794e-14,8.989341499434787e-16,AGN,Non-PSR
2462,4FGL J1300.4+1416,0.05180509,0.04317091,48.38,770,,18.546728,425.85248,4.593136e-10,4.7192746e-11,9.39066e-12,6.0491374e-13,PowerLaw,8.238841e-12,5.2722263e-13,2.7359188,0.056335066,9.398756e-12,7.2350817e-13,2.6719038,0.07527048,0.13044998,2.4375222,9.09158e-12,6.7699774e-13,2.4004812,0.16886185,0.0062209354,0.0031732966,0.6666667,2.3494544,1524.9341,24.459072,0.27402282,0.10302304,fsrq,0,3.0696369890392816e-08,3.5135658826845884e-09,3.545635451907003e-10,6.090058318752867e-11,2.042281708330984e-12,1.6167559102098076e-21,AGN,Non-PSR
2463,4FGL J1301.5+4413,0.06506473,0.052360147,-17.7,982,,6.6970353,2070.927,1.6546295e-10,3.0646236e-11,1.8445427e-12,3.395975e-13,PowerLaw,3.975435e-14,7.319096e-15,2.109051,0.14138132,4.096716e-14,8.74905e-15,2.091703,0.16167799,0.019049259,0.24968079,4.0536012e-14,7.8529585e-15,2.0561047,0.2094022,0.00022822195,0.00072588073,0.6666667,0.31841952,231.5029,18.61673,0.5699275,0.26895362,bll,0,1.2684918004879364e-08,5.690135029823296e-10,1.0400701133672641e-10,4.0081445107365e-11,6.333727813057077e-12,4.664612446303451e-12,AGN,Non-PSR
2464,4FGL J1301.6+4056,0.033179928,0.031268075,73.6,982,,8.256235,2759.3591,1.7322614e-10,3.0370557e-11,1.9427866e-12,3.4392354e-13,PowerLaw,2.2996614e-14,4.030031e-15,1.9842637,0.12597215,2.6101356e-14,5.4339324e-15,1.8893083,0.19079421,0.08807106,1.0640935,2.5319265e-14,4.8400593e-15,1.7168964,0.26687354,0.0010411491,0.0010083092,0.6666667,1.1798584,198.55246,12.769276,0.42027593,0.28648168,bll,0,2.832871090485689e-12,3.011597082824835e-10,1.3579375124361803e-10,4.601371714207936e-11,5.8160581385691135e-12,7.543787643171651e-12,AGN,Non-PSR
2465,4FGL J1301.6+0834,0.02392902,0.021153746,65.33,513,,25.704607,1081.6202,1.2226388e-09,8.044288e-11,7.611501e-12,5.620403e-13,PLSuperExpCutoff,9.968072e-13,5.8191245e-14,2.1985106,0.044533737,1.3775704e-12,9.5385004e-14,1.9044343,0.097779304,0.38052994,7.2382197,1.3176319e-12,8.9251414e-14,1.0192143,0.22290955,0.011454602,0.002250433,0.6666667,7.470341,927.3491,11.017145,0.13620359,0.08849798,PSR,0,8.72576072811701e-14,2.6370676753373345e-09,9.880161133679621e-10,2.131241710889853e-10,3.513564222554222e-12,9.575253459050137e-15,Non-AGN,PSR
2466,4FGL J1301.6+3336,0.05575215,0.04853644,-68.37,1326,,7.786274,909.5425,1.8151364e-10,3.2694875e-11,2.9514342e-12,5.051177e-13,PowerLaw,3.659225e-13,5.3981393e-14,2.5783498,0.14271572,3.7035663e-13,6.2818586e-14,2.5648837,0.16588426,0.012980934,0.12909873,3.9194285e-13,6.5887196e-14,2.2172403,0.5112651,0.0035155707,0.0046961964,0.6666667,0.89574987,519.40656,38.63949,0.8565099,0.28147462,fsrq,0,2.6114383544495468e-08,6.909682270794804e-10,2.0698011360398283e-10,3.014260369083033e-11,1.6587134921472848e-15,1.575826236060768e-15,AGN,Non-PSR
2468,4FGL J1302.4-3258,0.01535651,0.014678109,-40.68,1250,,33.981766,1608.5696,2.052056e-09,1.0330003e-10,1.0520799e-11,6.3886337e-13,PLSuperExpCutoff,6.671233e-13,3.2523826e-14,2.0950468,0.036279548,1.0036816e-12,5.828563e-14,1.6623777,0.09622457,0.578526,10.673013,9.594651e-13,5.5458283e-14,0.28823167,0.2520772,0.013999701,0.0020572976,0.6666667,10.78645,1093.655,2.7070835,0.0,10.0,PSR,0,2.2795237697437187e-08,2.2437072200176544e-09,1.5524487251283858e-09,4.553608878854476e-10,2.550229992459574e-11,1.8097717809496643e-14,Non-AGN,PSR
2471,4FGL J1303.0+2434,0.013568,0.012581238,-3.66,802,,45.85121,761.73334,1.8995794e-09,8.334154e-11,1.852331e-11,9.41125e-13,LogParabola,3.925849e-12,1.4195883e-13,2.1862519,0.028674403,4.151643e-12,1.693779e-13,2.1027598,0.04326533,0.05980242,3.012224,4.067468e-12,1.586649e-13,1.989159,0.065775864,0.0016602321,0.0005333508,0.6666667,3.753175,2268.3508,224.65317,0.5707538,0.15726608,bll,0,3.1995410765262022e-09,5.371223910088929e-09,1.5048209345280839e-09,4.091933736294351e-10,7.52842926887709e-11,2.9757331581475865e-12,AGN,Non-PSR
2473,4FGL J1303.6-4622,0.031576436,0.026334256,-29.48,882,,11.952313,1857.0016,5.076315e-10,5.5344757e-11,5.8486666e-12,6.457955e-13,PowerLaw,1.5707116e-13,1.6968872e-14,2.2136424,0.07931367,1.8850954e-13,2.3528935e-14,2.1519797,0.1147876,0.14021775,2.3579602,1.8003281e-13,2.2098058e-14,1.8507612,0.22055857,0.002383376,0.0014444095,0.6666667,2.2325928,641.74097,39.9717,0.73792017,0.23487015,fsrq,0,3.976651896664407e-09,1.5939987108026799e-09,4.5805526038833477e-10,9.12531092356339e-11,1.3378232549543512e-11,2.8924302189481388e-12,AGN,Non-PSR
2476,4FGL J1304.2-2412,0.017330037,0.017145019,-4.93,1213,,14.983394,3024.601,5.5712435e-10,5.861979e-11,6.25732e-12,6.5816406e-13,PowerLaw,6.169467e-14,6.4598066e-15,1.9786713,0.07738781,6.796808e-14,8.449194e-15,1.9042321,0.11005645,0.065997355,1.3021429,6.733627e-14,7.713138e-15,1.7200869,0.16254453,0.0009256718,0.00056366855,0.6666667,1.8464507,498.78275,6.14865,0.0,10.0,bll,0,3.413173563227012e-11,1.2252854286742831e-09,3.523402680727372e-10,1.3853523883611274e-10,5.195977675898078e-11,1.4909736639756588e-11,AGN,Non-PSR
2477,4FGL J1304.3-4353,0.008695855,0.0085725095,-29.58,348,,47.225815,1884.1421,2.729006e-09,1.0894718e-10,2.5165349e-11,1.3635515e-12,LogParabola,6.890192e-13,2.6787117e-14,1.8889738,0.026950516,7.724537e-13,3.414175e-14,1.7349252,0.044873368,0.098729976,4.6610203,7.3487093e-13,3.081113e-14,1.6186172,0.057879023,0.0011287058,0.0002436986,0.6666667,4.7614093,1715.2885,78.78745,0.35647565,0.10442263,bll,0,1.0622747126376453e-10,3.504903256512648e-09,1.7192128831666764e-09,7.333209040005784e-10,2.1800783400749424e-10,7.751049801996146e-11,AGN,Non-PSR
2480,4FGL J1304.6-0348,0.108544,0.09127564,55.7,768,,4.134902,1485.8107,1.4945258e-10,3.85046e-11,1.812779e-12,4.6677327e-13,PowerLaw,7.8306644e-14,1.9355221e-14,2.299413,0.20155369,1.1743717e-13,3.5774725e-14,1.9807518,0.35339445,0.5147651,1.7238389,1.020517e-13,2.9121836e-14,1.2516577,0.6907643,0.008373277,0.006111651,0.6666667,1.4457945,199.13255,23.130926,0.9122033,0.419424,fsrq,2,2.9770690801456112e-08,3.575482687701026e-10,1.8762372211433842e-10,1.4422887363585435e-11,7.856808953432548e-12,1.3689510383089955e-15,AGN,Non-PSR
2482,4FGL J1305.3+5118,0.20142312,0.15004976,49.06,1175,,5.2692146,443.50443,9.103089e-11,2.6237458e-11,2.2294356e-12,4.147705e-13,PowerLaw,1.7014133e-12,3.0237602e-13,2.847088,0.16781363,1.6921682e-12,3.6969717e-13,2.8494587,0.16859442,-0.005624223,0.044583857,1.6949322e-12,3.1091096e-13,2.8525429,0.21980216,-8.0065125e-05,0.0023725138,0.6666667,0.043862533,505.97366,16.904545,0.5077256,0.237226,nlsy1,0,1.9436026121866234e-08,9.91284720974761e-10,7.966781401247403e-11,4.943751571312438e-12,3.7372626694731625e-12,2.9511600646740186e-17,AGN,Non-PSR
2485,4FGL J1305.6+7853,0.029726256,0.025470836,-19.93,1041,,14.536491,1540.7804,3.4899808e-10,3.4574614e-11,4.0841493e-12,3.9232409e-13,PowerLaw,1.6504068e-13,1.559411e-14,2.2436433,0.08372882,1.6386198e-13,1.8666494e-14,2.2501647,0.09503589,-0.0055169645,0.12911545,1.7520753e-13,1.8739308e-14,2.034583,0.23273613,0.0014522395,0.0014368839,0.6666667,0.4381273,722.3435,8.394556,0.098563775,0.23341936,bll,0,3.4943453686153703e-10,1.0662140059736203e-09,2.5823848615047496e-10,8.178286520221789e-11,1.1302726116158013e-11,3.0580050210810006e-12,AGN,Non-PSR
2487,4FGL J1306.3+1113,0.034043346,0.03071302,0.42,770,,6.188144,4325.2524,1.4992882e-10,3.8934068e-11,1.7013905e-12,4.194579e-13,PowerLaw,8.310072e-15,2.043404e-15,1.9461389,0.17893927,7.981647e-15,2.3000136e-15,1.9515369,0.16636913,-0.019688914,0.2592073,7.911695e-15,2.0401259e-15,2.0399394,0.20590276,-0.00024745808,0.00031224053,0.6666667,0.5826655,130.65102,6.974657,0.0,10.0,rdg,0,5.467773345202431e-09,4.7292675331434e-10,1.0240526482352408e-10,3.896990022345115e-11,2.375753023128868e-12,6.118578733949054e-12,AGN,Non-PSR
2488,4FGL J1306.7-2148,0.02491578,0.023250619,-89.9,1213,,12.271612,2231.6506,5.039722e-10,5.7679122e-11,5.637418e-12,6.4906533e-13,PowerLaw,1.0355053e-13,1.1842438e-14,2.1278956,0.08670837,1.2832224e-13,1.7694486e-14,1.9618738,0.14602819,0.19447644,2.3622148,1.1953714e-13,1.5651344e-14,1.6824023,0.26493895,0.0023366231,0.0014383089,0.6666667,2.174797,551.0152,10.01782,0.20790051,0.19986744,rdg,0,1.9806760398477508e-12,6.278014774707685e-10,4.748793025477482e-10,1.373437058527216e-10,2.387072831067094e-11,5.5910701415862185e-12,AGN,Non-PSR
2490,4FGL J1307.6-4259,0.008880873,0.008634183,-85.6,348,,37.717873,2525.415,1.8150568e-09,8.583882e-11,2.067818e-11,1.036451e-12,PowerLaw,2.8645063e-13,1.352559e-14,1.9359274,0.03511892,3.0459944e-13,1.6890155e-14,1.8920119,0.044788733,0.03906581,1.5096623,3.0140145e-13,1.5349318e-14,1.7974299,0.06349675,0.00051774294,0.00021740317,0.6666667,2.0839152,1547.1469,13.882182,0.12309751,0.07062347,bll,0,1.696477980317468e-08,3.2540565797489762e-09,1.2167600260681866e-09,4.782276241677152e-10,1.3820868061120706e-10,6.623841752873005e-11,AGN,Non-PSR
2492,4FGL J1308.5+3547,0.031021383,0.028616145,-83.62,769,,18.688831,883.4301,6.2251043e-10,5.5064186e-11,4.3426443e-12,4.637065e-13,LogParabola,9.036525e-13,6.8260623e-14,2.2908723,0.058320604,1.1830296e-12,1.0497602e-13,2.0082147,0.1300045,0.33759034,5.1278276,1.1324886e-12,9.900027e-14,1.2496779,0.285894,0.011296529,0.0032122298,0.6666667,5.175892,666.59155,96.32067,0.8198555,0.23466006,fsrq,0,5.607279640607032e-10,1.648090330874652e-09,5.702481820080152e-10,9.018785024350606e-11,2.4283591630591683e-12,2.9789248782427285e-17,AGN,Non-PSR
