,Source_Name,Conf_68_SemiMajor,Conf_68_SemiMinor,Conf_95_PosAng,ROI_num,Extended_Source_Name,Signif_Avg,Pivot_Energy,Flux1000,Unc_Flux1000,Energy_Flux100,Unc_Energy_Flux100,SpectrumType,PL_Flux_Density,Unc_PL_Flux_Density,PL_Index,Unc_PL_Index,LP_Flux_Density,Unc_LP_Flux_Density,LP_Index,Unc_LP_Index,LP_beta,LP_SigCurv,PLEC_Flux_Density,Unc_PLEC_Flux_Density,PLEC_Index,Unc_PLEC_Index,PLEC_Expfactor,Unc_PLEC_Expfactor,PLEC_Exp_Index,PLEC_SigCurv,Npred,Variability_Index,Frac_Variability,Unc_Frac_Variability,CLASS1,Flags,Flux50_100,Flux300_1000,Flux1000_3000,Flux3000_10000,Flux10000_30000,Flux30000_100000,AGNness,PSRness
2497,4FGL J1309.4+4305,0.009620946,0.009250909,42.68,982,,47.163864,1339.9326,1.7770256e-09,7.818031e-11,1.6349196e-11,9.753747e-13,LogParabola,8.612399e-13,3.5135557e-14,1.904219,0.028427336,9.461064e-13,4.3694774e-14,1.7701181,0.047414344,0.08249807,4.1210375,9.033108e-13,3.9572766e-14,1.6875992,0.06345596,0.0010777046,0.00031255145,0.6666667,4.146863,1436.2659,5.563933,0.0,10.0,bll,0,2.4172441825953683e-11,2.5928541536046623e-09,1.2231557988684472e-09,4.60580296124391e-10,1.237848157309429e-10,3.423865704843543e-11,AGN,Non-PSR
2499,4FGL J1309.7+1153,0.026334256,0.022078836,-70.07,770,,16.048616,1548.4308,5.764675e-10,5.385314e-11,6.5164324e-12,5.8278935e-13,PowerLaw,2.6192465e-13,2.339482e-14,2.166511,0.06888085,2.9205655e-13,3.0921165e-14,2.114856,0.09312022,0.08380755,1.7488147,2.8775682e-13,2.999853e-14,1.8915576,0.1978603,0.001963881,0.0014396396,0.6666667,1.8457179,696.9837,6.9570336,0.0,10.0,bll,0,7.470912651099694e-16,1.8378571997601512e-09,4.4857681458232435e-10,1.422180567756115e-10,2.020567914373661e-11,2.5739343382374935e-12,AGN,Non-PSR
2500,4FGL J1310.2-1158,0.01985862,0.018501818,-49.01,1146,,14.103553,2469.1418,4.4157122e-10,4.9527233e-11,4.9159986e-12,5.549187e-13,PowerLaw,7.321733e-14,8.211457e-15,2.0241842,0.08461712,7.2831125e-14,9.69342e-15,2.0280402,0.09236774,-0.0027778728,0.045209866,7.4175265e-14,8.770643e-15,1.988908,0.12308808,0.00012671686,0.00034415515,0.6666667,0.3641462,423.0768,8.661398,0.23902728,0.19097862,bll,0,2.0871119943421945e-08,1.1451327663891675e-09,3.2864858057202184e-10,7.861484380145001e-11,3.423921562939469e-11,1.7758050238625422e-11,AGN,Non-PSR
2501,4FGL J1310.5+3221,0.01110109,0.010237673,38.61,622,,29.630003,1707.3042,2.9337766e-09,1.3118909e-10,2.7104239e-11,1.97245e-12,LogParabola,1.0491526e-12,4.8049885e-14,2.2603126,0.02606996,1.1726981e-12,5.410579e-14,2.2816455,0.04394149,0.1038637,5.985122,1.1816574e-12,5.6451768e-14,1.9885061,0.07336414,0.0024580837,0.0005760063,0.6666667,5.783753,3549.3464,170.41316,0.6279782,0.174445,fsrq,0,4.7574015837881234e-08,9.107527176865915e-09,2.218121686325958e-09,5.407518322009253e-10,9.066374040411773e-11,1.0457873282632146e-11,AGN,Non-PSR
2504,4FGL J1310.9+5514,0.036325235,0.03478342,-40.92,999,,11.867644,909.8125,2.542607e-10,3.2132744e-11,3.4650303e-12,3.7337378e-13,PowerLaw,4.5816356e-13,4.8245594e-14,2.4306397,0.088876605,4.8558895e-13,6.0091804e-14,2.3911648,0.11089015,0.046728335,0.7867964,4.8285193e-13,5.6410497e-14,2.2600343,0.19599967,0.001553341,0.0016885765,0.6666667,1.0657656,663.6829,12.966156,0.2823285,0.16039708,fsrq,0,6.5167911067476325e-09,1.0464615840533043e-09,2.2645793573694561e-10,4.914939982780808e-11,6.4967705694363165e-12,2.2156975825480055e-15,AGN,Non-PSR
2505,4FGL J1311.0+0034,0.027691055,0.0264576,-22.83,578,,9.66091,3802.3442,3.4995767e-10,6.125977e-11,3.888675e-12,6.920755e-13,PowerLaw,2.3684568e-14,3.841735e-15,2.0768182,0.14996906,2.1223244e-14,3.85013e-15,2.1219068,0.09951709,-0.060095347,1.254014,2.3478268e-14,3.9755208e-15,2.1064165,0.20580888,-7.4354706e-05,0.0003738341,0.6666667,0.17340203,354.46802,8.180778,0.09701678,0.61459947,bll,0,5.4076711997197435e-09,1.0284803009241728e-09,2.1711001052526768e-10,4.8763319770994684e-11,3.667325471079508e-11,1.1526177581822061e-11,AGN,Non-PSR
2506,4FGL J1311.0+3233,0.026950981,0.019981965,-20.34,622,,11.289392,1751.1132,9.90104e-10,1.0667143e-10,1.3626877e-11,1.7252839e-12,PowerLaw,3.6371988e-13,3.9058712e-14,2.4399981,0.07156832,4.372156e-13,5.2530493e-14,2.2411518,0.14000233,0.21127509,2.460036,4.2901482e-13,5.5289127e-14,1.7997171,0.42226297,0.0042809416,0.0027802505,0.6666667,2.6887336,2058.3315,52.202988,0.6346977,0.19185051,fsrq,16,2.180843416965672e-08,4.684026500001437e-09,8.67202698540126e-10,1.979687386244322e-10,1.5186778917763988e-11,2.861984954583008e-12,AGN,Non-PSR
2507,4FGL J1311.7-3430,0.007832437,0.007709091,-88.73,1250,,95.78872,827.7726,7.615849e-09,1.686136e-10,6.1563206e-11,1.4515341e-12,PLSuperExpCutoff,1.29358685e-11,2.3260807e-13,2.2352808,0.014195596,1.5334513e-11,3.2719855e-13,2.0537906,0.027406657,0.19274504,14.474513,1.4765652e-11,3.0586053e-13,1.6640997,0.05308126,0.0059627565,0.0005580915,0.6666667,14.931902,7299.9697,9.684936,0.029669475,0.02755348,PSR,0,4.787328578004235e-08,2.225516837484065e-08,6.319994749759417e-09,1.331123655745614e-09,6.949182201898552e-11,7.715844456412935e-12,Non-AGN,PSR
2508,4FGL J1311.8+3954,0.04064233,0.034228366,-61.1,982,,4.864108,5333.0757,8.67366e-11,2.6552887e-11,1.0598145e-12,3.083658e-13,PowerLaw,3.468258e-15,1.0017363e-15,1.8151406,0.18215004,4.3409016e-15,1.5217997e-15,1.6628113,0.32612643,0.1523375,1.0857805,4.208166e-15,1.4320746e-15,1.2626096,0.6336473,0.0015087493,0.0017496153,0.6666667,1.2735769,77.947296,7.4821873,0.0,10.0,bll,0,3.650026461632372e-12,1.7902038185191316e-10,4.9098100585176496e-11,1.7920378722613428e-11,1.3367762626004254e-11,2.7288657444834996e-12,AGN,Non-PSR
2511,4FGL J1312.4-2156,0.013074618,0.012272873,50.3,1213,,32.36482,1453.7311,1.7925007e-09,9.700439e-11,1.2665243e-11,9.189826e-13,LogParabola,7.549984e-13,3.8592786e-14,2.0371025,0.036556743,9.173905e-13,5.4889016e-14,1.7991179,0.07549135,0.19584855,6.117624,8.651541e-13,5.014206e-14,1.4866207,0.11857901,0.0034670436,0.00078421505,0.6666667,6.062631,1132.1853,33.587177,0.2765794,0.0946783,bll,0,1.7410080488389212e-08,2.8513258421014598e-09,1.2640783975115255e-09,4.5968995276979285e-10,6.099572236184514e-11,8.196241428615192e-12,AGN,Non-PSR
2515,4FGL J1312.7+0050,0.0149248,0.014554765,77.83,578,,38.272186,1343.6857,2.5509432e-09,1.1216786e-10,1.5271057e-11,8.617367e-13,PLSuperExpCutoff,1.2778315e-12,5.1858925e-14,2.1698458,0.027793853,1.9029238e-12,8.999613e-14,2.0979674,0.06766429,0.45092094,12.330018,1.9007873e-12,8.949183e-14,0.82024467,0.1678385,0.014242872,0.00172483,0.6666667,12.703035,1865.7118,8.503433,0.049467333,0.08297531,PSR,0,1.520452236336567e-10,5.3472497540951736e-09,2.1867034849520905e-09,3.6419134374909845e-10,7.663433256033247e-12,8.275325547426118e-16,Non-AGN,PSR
2516,4FGL J1312.8-2350,0.014493091,0.013876365,-57.46,1213,,16.01602,4741.0083,5.3922755e-10,5.983166e-11,6.6701818e-12,7.3319535e-13,PowerLaw,2.6880372e-14,2.865483e-15,1.7992289,0.072695546,3.1458265e-14,4.033102e-15,1.6714531,0.11544358,0.100277245,1.899073,3.076577e-14,3.64474e-15,1.4369878,0.1667688,0.0009514613,0.00043931385,0.6666667,2.4406755,392.92987,4.1774797,0.0,10.0,bll,0,1.155768547533853e-08,6.232148130891346e-10,3.055973529786371e-10,1.3760532990847452e-10,8.624782138477727e-11,2.5569100656208654e-11,AGN,Non-PSR
2517,4FGL J1312.8-0425,0.0230656,0.019981965,60.24,768,,29.337921,647.4458,1.2137416e-09,7.713663e-11,1.1237965e-11,7.832871e-13,LogParabola,4.374185e-12,2.1398733e-13,2.3892615,0.041228466,5.167462e-12,3.000349e-13,2.1518722,0.08218079,0.22729938,5.0475445,4.9288785e-12,2.7877768e-13,1.7705654,0.16897772,0.007532906,0.002173138,0.6666667,4.768043,1476.4119,383.4807,1.0458717,0.28399938,fsrq,0,9.142395285266502e-09,5.119829449284907e-09,1.0184428855808392e-09,1.3766653095270698e-10,2.4437285528478014e-11,1.8973504931271825e-16,AGN,Non-PSR
2518,4FGL J1314.7+2348,0.013568,0.012951273,36.07,802,,34.22461,1231.2028,1.3238982e-09,7.505256e-11,1.0790135e-11,8.3775033e-13,LogParabola,8.1338576e-13,4.222335e-14,2.0213525,0.03870979,9.091863e-13,5.4138717e-14,1.8485746,0.0697293,0.11828816,4.086279,8.7356755e-13,5.0007582e-14,1.6624417,0.10860387,0.002232497,0.000695382,0.6666667,4.4361596,1025.7076,25.714317,0.24808699,0.09008969,bll,0,1.5445355064369615e-11,2.5247044455056766e-09,9.378923193636979e-10,3.113689028833022e-10,7.785716515940067e-11,3.751090150300174e-12,AGN,Non-PSR
2519,4FGL J1315.0-4236,0.013629673,0.012581238,8.64,348,,12.9810505,7598.842,3.4075257e-10,5.5158773e-11,4.528877e-12,6.477166e-13,PowerLaw,7.785806e-15,1.1057357e-15,1.7188764,0.09577135,8.040922e-15,1.3941394e-15,1.699994,0.11719904,0.016034195,0.3222985,8.23197e-15,1.2613857e-15,1.592641,0.15681,0.00021609642,0.00022993969,0.6666667,0.83663064,229.65137,6.613862,0.0,10.0,bll,0,4.908559603222784e-08,7.549094127590195e-10,1.9853022004134857e-10,6.782316375186781e-11,4.6897815492163986e-11,2.293046134915766e-11,AGN,Non-PSR
2521,4FGL J1315.5+1135,0.030836364,0.025840875,33.55,770,,8.4026575,5488.277,1.9400195e-10,3.882038e-11,2.5069608e-12,4.9217103e-13,PowerLaw,7.64092e-15,1.4547809e-15,1.7483144,0.11902638,1.1268695e-14,2.5913287e-15,1.5374417,0.23096547,0.2821658,2.5268104,1.0731734e-14,2.3695944e-15,0.8615033,0.431172,0.0027752318,0.0015213075,0.6666667,2.44061,133.47556,10.58009,0.3684283,0.28257436,bll,0,2.1450339118628747e-16,2.8441780723122145e-14,7.003726765208995e-11,7.667648460607523e-11,3.185829378082872e-11,5.8247269854594386e-12,AGN,Non-PSR
2525,4FGL J1316.1-3338,0.011656146,0.01110109,-53.83,1250,,48.181305,809.106,2.7874973e-09,1.0669214e-10,2.9227218e-11,1.3000403e-12,LogParabola,5.7274853e-12,1.8545015e-13,2.3093977,0.026338529,6.1358835e-12,2.2627512e-13,2.242598,0.03553279,0.06754452,3.3063383,5.908122e-12,2.0413045e-13,2.177991,0.054483943,0.0011828308,0.00045466915,0.6666667,2.7244356,3526.7532,458.5235,0.7424989,0.20110148,fsrq,0,5.456865181940884e-08,1.0718587795111034e-08,2.2241948283152624e-09,4.360170835493449e-10,8.516565230820561e-11,1.846963727791806e-11,AGN,Non-PSR
2529,4FGL J1317.6+3428,0.041259054,0.03947055,-78.48,1145,,13.731708,690.4517,3.150899e-10,3.777145e-11,5.1909653e-12,4.8989583e-13,PowerLaw,1.3054203e-12,1.1767417e-13,2.588116,0.07934026,1.4142802e-12,1.4686304e-13,2.5526738,0.10160296,0.07900564,1.4339633,1.4067526e-12,1.4022035e-13,2.325471,0.19943418,0.0034478675,0.0024722903,0.6666667,1.7343105,934.57135,28.708853,0.4370324,0.1549533,fsrq,0,1.1134346777907922e-08,1.8318757621926807e-09,2.743502092172889e-10,5.6177344026631104e-11,1.3460561612611854e-15,6.368067812840715e-16,AGN,Non-PSR
2537,4FGL J1319.5+1404,0.03373498,0.027012656,-22.9,980,,7.7828426,3533.4392,2.0689614e-10,3.8475355e-11,2.368498e-12,4.3793883e-13,PowerLaw,1.7092037e-14,3.1340043e-15,1.9243592,0.1264346,2.4362982e-14,5.3747607e-15,1.6022902,0.28077564,0.34159997,2.4494672,2.3205462e-14,4.9996124e-15,0.82942224,0.61916786,0.004409735,0.0026707633,0.6666667,2.5623333,179.15112,12.410893,0.46364754,0.29933068,bll,0,4.160705557865185e-09,2.1866349009247443e-11,1.5857255786233537e-10,5.407197953277709e-11,3.016323996130055e-11,3.071217588175557e-16,AGN,Non-PSR
2538,4FGL J1319.8+7759,0.02281891,0.020722037,-32.53,1041,,17.038187,2184.655,3.7938222e-10,3.4946986e-11,4.2170013e-12,3.9127151e-13,PowerLaw,8.079293e-14,7.39825e-15,2.041004,0.07226635,8.2431844e-14,8.89775e-15,2.0273893,0.08349339,0.01234383,0.30096883,8.2136466e-14,7.913606e-15,1.994081,0.107078634,0.00017860698,0.00033745574,0.6666667,0.5173816,585.01953,21.120945,0.41307235,0.15831916,bll,0,1.344988298512817e-08,1.1623887408163114e-09,2.524169206985505e-10,7.054941353334954e-11,2.735277629395405e-11,1.3018383246410359e-11,AGN,Non-PSR
2541,4FGL J1320.7+3314,0.07067695,0.060500946,76.59,1145,,6.4428535,922.84094,1.5560929e-10,3.0903766e-11,2.3876944e-12,4.463803e-13,PowerLaw,2.9260058e-13,5.0719388e-14,2.5335522,0.13329649,3.7384508e-13,7.4350065e-14,2.4330301,0.22815703,0.252749,2.0052376,3.5996024e-13,7.4356394e-14,1.8594646,0.59163934,0.0079618255,0.0073106824,0.6666667,1.8781619,412.64148,37.689686,1.2143897,0.39742512,fsrq,0,1.625284629103163e-10,8.068044565767707e-10,1.5662410257633042e-10,1.0269791961281527e-11,7.08809801217708e-13,2.1199123440154106e-15,AGN,Non-PSR
2542,4FGL J1321.1+2216,0.014554765,0.013382982,66.54,821,,48.13803,682.02905,2.0772244e-09,8.885716e-11,2.1624877e-11,1.0422965e-12,LogParabola,6.537627e-12,2.2036221e-13,2.3383327,0.028564958,7.0457017e-12,2.698458e-13,2.2349124,0.044910938,0.090794854,4.1797533,6.85151e-12,2.51021e-13,2.0859637,0.07432427,0.0026360205,0.00075403415,0.6666667,4.3581758,2952.729,350.54993,0.68685246,0.18668927,fsrq,0,4.116923690844487e-08,8.08040834243684e-09,1.6408789882405017e-09,3.628239375608189e-10,4.462296851470704e-11,3.3275624009704297e-12,AGN,Non-PSR
2543,4FGL J1321.3-2641,0.054950405,0.043910984,-9.31,1094,,5.230655,1127.385,1.6591672e-10,3.8319466e-11,2.3643201e-12,5.520051e-13,PowerLaw,1.8168128e-13,3.6617136e-14,2.4716265,0.20377582,1.5712118e-13,3.6227525e-14,2.5454366,0.13622408,-0.08550343,1.365963,1.7972586e-13,3.8596005e-14,2.5170503,0.19365625,-0.0002745997,0.001319403,0.6666667,0.3418326,342.18033,7.0199456,0.0,10.0,fsrq,4,1.0090429825027059e-08,7.963429915491815e-10,3.7412527936764306e-11,4.73704166170652e-11,8.413785293481801e-12,5.247430094612593e-15,AGN,Non-PSR
2544,4FGL J1321.9+3219,0.1535651,0.0658048,-82.79,372,,4.4850583,2324.516,1.2294757e-10,3.0862105e-11,1.3921519e-12,3.629773e-13,PowerLaw,2.3165392e-14,5.8161547e-15,2.1714687,0.19609933,2.2349354e-14,6.3298615e-15,2.1807108,0.18064126,-0.02099877,0.27619752,2.2921077e-14,5.927304e-15,2.2049944,0.25094238,-0.00012230058,0.00059421576,0.6666667,0.19183774,170.88673,10.475786,0.4979768,0.4542114,bll,256,6.181144929229276e-09,5.366648792026751e-10,5.249440118704207e-11,2.928544212688067e-11,6.310805610726389e-12,3.722998905691943e-12,AGN,Non-PSR
2545,4FGL J1322.0+8317,0.03478342,0.0298496,-33.89,1046,,11.872484,884.77203,3.0415906e-10,3.6149056e-11,4.407181e-12,4.571958e-13,PowerLaw,6.1325657e-13,6.0717e-14,2.48616,0.08329078,6.446337e-13,7.77162e-14,2.4454923,0.11097685,0.03956376,0.6594613,6.480983e-13,7.1460504e-14,2.2967052,0.18830945,0.0016674488,0.0015906307,0.6666667,1.2181056,888.8964,75.397446,0.82003874,0.24134336,fsrq,0,1.2677157101848024e-08,1.4518987123679494e-09,2.480231575674452e-10,6.580374439790759e-11,4.404375301969576e-12,3.465325276397385e-17,AGN,Non-PSR
2546,4FGL J1322.2+0842,0.033303276,0.02824611,40.64,529,,10.668166,1431.2202,3.356758e-10,4.3379408e-11,3.939807e-12,4.8154395e-13,PowerLaw,1.8772394e-13,2.2750582e-14,2.2487912,0.10517993,1.789054e-13,2.6054901e-14,2.293297,0.11073564,-0.031756155,0.6132355,1.880169e-13,2.3705811e-14,2.2429774,0.15825517,2.944114e-05,0.0005706372,0.6666667,0.031227505,467.0525,33.455555,0.6995201,0.239121,fsrq,0,1.307618813228828e-08,9.291046820791848e-10,2.1538158756495562e-10,1.0184402626789435e-10,5.0934621104170574e-12,3.0733638290564302e-12,AGN,Non-PSR
2548,4FGL J1322.6-0936,0.02436073,0.023435635,-40.3,1146,,27.050272,403.03094,8.798206e-10,6.491235e-11,1.37348796e-11,7.612867e-13,LogParabola,1.4993588e-11,7.3645224e-13,2.6026447,0.041900173,1.6262375e-11,9.077283e-13,2.485424,0.06198943,0.101252906,2.6563783,1.5721147e-11,8.4415634e-13,2.344515,0.11029002,0.0039008264,0.0016875984,0.6666667,2.490469,2012.5958,232.09059,0.6759172,0.18660343,fsrq,0,2.1227611668450663e-08,5.939678082711453e-09,7.239869814767985e-10,8.128507589244549e-11,1.1091474093338771e-11,2.8359909906572334e-12,AGN,Non-PSR
2551,4FGL J1322.9+0437,0.035400145,0.028184436,63.17,529,,7.0564156,3733.9414,1.7505164e-10,3.6679656e-11,2.036482e-12,4.2625398e-13,PowerLaw,1.3128736e-14,2.705419e-15,1.8912054,0.13982654,1.9639624e-14,4.850186e-15,1.6291926,0.31409764,0.38142174,2.3295207,1.8857068e-14,4.3153068e-15,0.6271176,0.51275045,0.0053834473,0.0020955026,0.6666667,2.5107603,142.64307,10.664256,0.3807951,0.42548093,bll,0,5.556860527278218e-11,5.689275005965611e-13,1.1349526873871696e-10,7.018611386522267e-11,1.7580608843714707e-11,5.049915669719165e-16,AGN,Non-PSR
2553,4FGL J1323.9+1405,0.017823419,0.0156032005,55.69,980,,16.850039,3150.824,5.210973e-10,5.210755e-11,6.1378936e-12,6.5117464e-13,PowerLaw,5.3991398e-14,5.3906536e-15,1.869359,0.069494076,6.5460746e-14,7.912142e-15,1.6901783,0.13510391,0.14457679,2.5417717,6.363361e-14,7.264831e-15,1.3721396,0.22707473,0.001827295,0.00085867534,0.6666667,3.0343285,420.77927,23.190466,0.42633435,0.1635051,bll,0,2.8672257276762814e-11,8.311298316243665e-10,2.783049068977306e-10,1.7678768171602854e-10,6.412421288404246e-11,9.272749235123001e-12,AGN,Non-PSR
2555,4FGL J1324.9+4748,0.09559273,0.09294081,70.4,1175,,5.890873,539.19586,1.0701826e-10,2.5605863e-11,2.6891102e-12,4.99461e-13,PowerLaw,1.1671512e-12,1.9539611e-13,2.8622746,0.14833835,1.2600629e-12,2.337368e-13,2.8187246,0.198501,0.08291008,0.76813155,1.2624025e-12,2.2918971e-13,2.5417533,0.41081995,0.0047200583,0.0057353037,0.6666667,1.075863,593.0602,25.937662,0.66781175,0.24686992,fsrq,0,1.7746359048942395e-08,7.292805248582113e-10,1.0532805877483398e-10,1.4152418820190249e-11,4.940633331748987e-17,1.0511832400147557e-15,AGN,Non-PSR
2557,4FGL J1325.5-4300,0.010484365,0.00992931,52.57,348,,63.456844,681.733,3.558094e-09,1.135433e-10,6.3841536e-11,1.5818014e-12,PowerLaw,1.6190837e-11,3.631359e-13,2.6491625,0.023017332,1.526389e-11,3.8874578e-13,2.6662073,0.018715039,-0.051154666,4.1475825,1.5994546e-11,3.6032567e-13,2.6977768,0.024347933,-0.0005008783,9.446708e-05,0.6666667,2.9167106,7846.0986,8.246992,0.020229505,0.04010135,RDG,512,2.1147239692709263e-07,2.1304257913357105e-08,2.7281346071106327e-09,5.37012434520534e-10,1.3685537425534022e-10,3.2325198073834827e-11,AGN,Non-PSR
2558,4FGL J1325.6-0227,0.05303855,0.05044829,54.46,755,,5.6229553,3003.4858,1.6196773e-10,4.334638e-11,8.212579e-13,2.27072e-13,LogParabola,1.3656829e-14,3.651125e-15,1.9178274,0.15126875,3.0148034e-14,7.975588e-15,1.7644464,0.45101598,0.9114892,3.594973,2.6436676e-14,7.628902e-15,0.00015075206,0.022862308,0.012103441,0.004272119,0.6666667,3.4908526,56.364338,4.6483674,0.0,10.0,bll,0,1.0027490490578076e-15,1.4914833257329008e-11,9.885148255506238e-11,5.260405999685247e-11,2.573557252721903e-12,1.4888968963983062e-12,AGN,Non-PSR
2560,4FGL J1326.1+1232,0.039902255,0.03774371,64.76,980,,4.281408,4460.581,1.00244854e-10,3.063554e-11,1.1941746e-12,3.5712088e-13,PowerLaw,5.464733e-15,1.6163469e-15,1.8513045,0.186181,9.350247e-15,3.2788252e-15,1.4222468,0.47008967,0.55056477,2.2935143,8.74139e-15,2.9328764e-15,0.19385153,0.9967518,0.0062957685,0.0042866343,0.6666667,2.2800586,79.15885,8.407557,0.0,10.0,bll,0,7.179626251158089e-12,4.2647364806303045e-11,4.258097346943046e-11,3.7579959977218635e-11,1.8762739625866054e-11,5.522265710337893e-17,AGN,Non-PSR
2562,4FGL J1326.7-0503,0.034598403,0.027691055,89.08,755,,4.344541,11970.014,7.0932094e-11,3.1588426e-11,1.01947e-12,3.631294e-13,PowerLaw,8.119796e-16,2.891205e-16,1.6454363,0.22642505,9.509444e-16,4.023465e-16,1.5684372,0.3140075,0.08589951,0.61764514,9.280407e-16,3.802481e-16,1.3388642,0.56377095,0.0004600038,0.00079787645,0.6666667,0.7024145,42.000854,3.7120252,0.0,10.0,fsrq,0,5.5043096816587145e-12,6.485234571584897e-11,3.070489695833345e-11,1.7646380884306367e-11,1.4496291320109655e-11,7.089492187750679e-12,AGN,Non-PSR
2563,4FGL J1326.8-5256,0.012951273,0.012026182,0.56,1196,,35.290604,1044.8956,2.6325204e-09,1.1846114e-10,2.1530444e-11,1.3278143e-12,LogParabola,2.7454978e-12,1.1189929e-13,2.2851593,0.032061797,3.1596897e-12,1.4821503e-13,2.1125884,0.05327905,0.16328935,5.787527,3.0261323e-12,1.3770364e-13,1.8311596,0.09377763,0.0038127603,0.00080165983,0.6666667,5.6530976,2417.6836,325.20975,0.78144914,0.21300808,bll,0,3.1373716069538204e-08,7.337531915396767e-09,2.070941862442055e-09,4.774854955869046e-10,5.2176377801638196e-11,4.779648898889377e-12,AGN,Non-PSR
2564,4FGL J1326.9+2210,0.01788509,0.017268365,4.28,821,,38.58341,581.84174,1.4107767e-09,7.4157416e-11,1.7580024e-11,9.284951e-13,LogParabola,7.846581e-12,3.0332692e-13,2.4782577,0.032891136,8.656128e-12,3.873553e-13,2.3847125,0.043598372,0.11139606,4.019497,8.364425e-12,3.596071e-13,2.1998188,0.09215202,0.0036458315,0.0011653149,0.6666667,3.7069695,2658.9524,126.076164,0.43021595,0.12179507,fsrq,0,3.337313358997562e-08,7.068569285451076e-09,1.1874398131439534e-09,2.0795280775143254e-10,2.0664648811563602e-11,3.912553874635405e-12,AGN,Non-PSR
2565,4FGL J1327.8+2522,0.07678255,0.04853644,73.94,621,,4.8846316,6392.014,9.49896e-11,2.8894453e-11,1.264267e-12,3.6497896e-13,PowerLaw,2.9244126e-15,8.23114e-16,1.7174544,0.18124981,4.0582085e-15,1.3608181e-15,1.3813697,0.3472928,0.22823766,1.4125274,3.7497844e-15,1.2198103e-15,1.020603,0.63389254,0.0014706672,0.0014323656,0.6666667,1.4787718,68.20759,4.8403435,0.0,10.0,bll,0,5.322337681690215e-09,1.4216670866934325e-15,5.107900907797003e-11,2.414355868007867e-11,2.274962856985141e-11,5.445681232341126e-12,AGN,Non-PSR
2567,4FGL J1328.5-4727,0.014061383,0.012211201,-68.2,805,,16.637821,5151.8223,8.348105e-10,9.562773e-11,9.37056e-12,1.0043634e-12,PowerLaw,3.2178853e-14,3.296323e-15,1.9809405,0.07649722,3.3586147e-14,3.9904565e-15,1.9626548,0.09303098,0.026333487,0.6652359,3.442058e-14,3.890092e-15,1.7933421,0.16295528,0.0004989298,0.00037619058,0.6666667,1.4562578,745.49774,13.206074,0.22358538,0.14709568,bll,0,1.6151560089383565e-08,1.6858996421120764e-09,5.645757750194491e-10,1.6521764512056336e-10,6.753536618830935e-11,3.254165339972026e-11,AGN,Non-PSR
2572,4FGL J1330.2+7002,0.020845382,0.016836654,51.18,1007,,17.598516,2484.1116,3.5384254e-10,3.2897497e-11,4.0171625e-12,3.940255e-13,PowerLaw,5.770235e-14,5.353998e-15,1.9449537,0.06917717,6.177527e-14,6.736379e-15,1.8911998,0.091035865,0.045100216,1.1058849,6.1218134e-14,6.1542153e-15,1.7735162,0.13215317,0.0006556407,0.00047401022,0.6666667,1.594608,484.09128,23.552006,0.39293358,0.15509821,bll,0,1.079649791790871e-08,7.310741456656444e-10,2.142481608791158e-10,1.0225429530885677e-10,2.7884479447681798e-11,1.0918162207662618e-11,AGN,Non-PSR
2573,4FGL J1330.3+4441,0.030651346,0.028554475,-20.06,1111,,11.341415,1693.9941,2.819034e-10,3.5498004e-11,3.1738848e-12,3.8731095e-13,PowerLaw,1.0500727e-13,1.2811722e-14,2.1536474,0.09868433,1.206866e-13,1.7802735e-14,1.9783347,0.184139,0.13654523,1.4408276,1.1699908e-13,1.6162922e-14,1.7446966,0.29415852,0.0023172803,0.0017029453,0.6666667,1.7646757,416.2588,8.946453,0.15314382,0.2387907,bll,0,1.26391404009496e-08,5.971321215270109e-10,2.4233942630402794e-10,6.495159271535655e-11,1.570026227082355e-11,1.573558417841058e-17,AGN,Non-PSR
2574,4FGL J1330.4+3157,0.09744292,0.07419229,67.92,372,,4.689491,933.44293,1.2214268e-10,2.945676e-11,1.754378e-12,3.8787032e-13,PowerLaw,2.1436738e-13,4.5396317e-14,2.4785743,0.15617836,2.9657635e-13,6.9867804e-14,2.3146284,0.30124164,0.35217446,2.1629412,2.828565e-13,6.545276e-14,1.4507718,0.6818974,0.01193146,0.008028085,0.6666667,2.1848612,295.5807,11.185489,0.44618124,0.38074487,bll,0,6.302290245230324e-09,6.781139538780678e-10,9.411151025151554e-11,2.918051217326578e-11,1.349580771233829e-15,3.080218372031318e-16,AGN,Non-PSR
